"SVCCD","Description","PRICE1","As of Date"
"1216981","AMITRIPTYLINE 10MG T",1.70,"2/5/2019"
"1216983","AMLODIPINE 5MG TAB  ",1.20,"2/5/2019"
"1216986","AMMON LAC12%LOT 225G",64.00,"2/5/2019"
"1216990","AMOX500-KCLAV125MGTB",7.00,"2/5/2019"
"1216991","AMOX875-CLAV125MG TB",8.70,"2/5/2019"
"1216993","AMOXICILLIN 250MG CP",1.50,"2/5/2019"
"1216997","ANASTROZOLE 1MG TAB ",4.30,"2/5/2019"
"1217005","ASCORBIC AC 500MG/ML",640.00,"2/5/2019"
"1217006","ASCORBIC AC 500MG TB",1.10,"2/5/2019"
"1217007","ASPIRIN 325MG DR TAB",1.00,"2/5/2019"
"1217008","ASPIRIN 300MG SUPP  ",3.30,"2/5/2019"
"1217009","ASPIRIN 325MG TAB   ",1.10,"2/5/2019"
"1217010","ASPIRIN 81MG CHEW   ",1.20,"2/5/2019"
"1217011","ASPIRIN 81MG DR TAB ",1.10,"2/5/2019"
"1217013","ATENOLOL 25MG TAB   ",2.30,"2/5/2019"
"1217014","ATENOLOL 50MG TAB   ",2.40,"2/5/2019"
"1217016","ATORVASTATIN 10MG TB",2.00,"2/5/2019"
"1217023","AZELASTINE 137MCG/SP",57.50,"2/5/2019"
"1217026","AZITHROMYCIN 250MGTB",13.30,"2/5/2019"
"1217032","BACITRACIN 50000U IM",54.60,"2/5/2019"
"1217034","BACLOFEN 10MG TAB   ",2.00,"2/5/2019"
"1217045","BENZO CMPD TINC 60ML",19.00,"2/5/2019"
"1217046","BENZONATATE 100MG CP",1.90,"2/5/2019"
"1217048","BENZTROPINE ME 1MGTB",1.80,"2/5/2019"
"1217059","BISACODYL 5MG DR TAB",1.20,"2/5/2019"
"1217060","BISACODYL 10MG SUPP ",1.30,"2/5/2019"
"1217071","BUMETANIDE 1MG/4ML  ",35.00,"2/5/2019"
"1217073","BUMETANIDE 1MG TAB  ",5.30,"2/5/2019"
"1217079","BUPIV.75/DEX8.25% 2M",35.00,"2/5/2019"
"1217085","BUPROPION 100MG SRTB",3.70,"2/5/2019"
"1217087","BUPROPION 75MG TAB  ",2.20,"2/5/2019"
"1217088","BUSPIRONE 5MG TAB   ",2.20,"2/5/2019"
"1217095","CALCITRIOL .25MCG CP",3.00,"2/5/2019"
"1217096","CALCIUM ACE 667MG CP",3.70,"2/5/2019"
"1217100","TAMSULOSIN 0.4MG CAP",7.60,"2/5/2019"
"1217103","TEMAZEPAM 15MG CAP  ",4.10,"2/5/2019"
"1217105","TERAZOSIN 1MG CAP   ",3.30,"2/5/2019"
"1217129","THYROID 60MG TAB    ",2.40,"2/5/2019"
"1217134","TIMOLOL .25% OS 5ML ",27.70,"2/5/2019"
"1217141","TOPIRAMATE 25MG TAB ",4.30,"2/5/2019"
"1217142","TORSEMIDE 20MG TAB  ",2.30,"2/5/2019"
"1217143","TRAMADOL 50MG TAB   ",4.40,"2/5/2019"
"1217147","TRAZODONE 50MG TAB  ",1.90,"2/5/2019"
"1217150","TRIAMCINOL.5%OIN 15G",19.90,"2/5/2019"
"1217154","GUAIFENE SR 600MG TB",2.60,"2/5/2019"
"1217161","TRIHEXYPHENIDY 2MGTB",3.80,"2/5/2019"
"1217166","TROPICAMID 1%OS 3ML ",20.80,"2/5/2019"
"1217168","TUBERCU 5U/.1ML .1ML",68.30,"2/5/2019"
"1217179","VASOPRESSIN 20U/ML  ",780.00,"2/5/2019"
"1217182","VENLAFAXI 75MG SR CP",2.00,"2/5/2019"
"1217183","VENLAFAXINE 75MG TAB",4.40,"2/5/2019"
"1217184","VENLAFAXI 150MG SRCP",2.10,"2/5/2019"
"1217185","VENLAFAXI 37.5M SRCP",2.00,"2/5/2019"
"1217187","VERAPAMIL 80MG TAB  ",1.90,"2/5/2019"
"1217189","VERAPAMIL 240MG CRTB",3.60,"2/5/2019"
"1217192","FLUOXETINE 10MG CAP ",4.80,"2/5/2019"
"1217193","VERAPAMIL 180MG CRTB",3.30,"2/5/2019"
"1217197","WARFARIN 10MG TAB   ",7.10,"2/5/2019"
"1217198","WARFARIN 1MG TAB    ",4.90,"2/5/2019"
"1217199","WARFARIN 2.5MG TAB  ",5.20,"2/5/2019"
"1217200","WARFARIN 5MG TAB    ",5.40,"2/5/2019"
"1217201","WARFARIN 7.5MG TAB  ",6.80,"2/5/2019"
"1217207","ZINC OX 20% OINT 30G",9.70,"2/5/2019"
"1217208","ZINC SULF 220MG CAP ",0.70,"2/5/2019"
"1217211","ZIPRASIDONE 20MG CAP",15.00,"2/5/2019"
"1217212","ZOLPIDEM 5MG TAB    ",3.20,"2/5/2019"
"1217213","FUROSEMIDE 20MG TAB ",1.30,"2/5/2019"
"1217214","FUROSEMIDE 40MG TAB ",1.30,"2/5/2019"
"1217215","GABAPENTIN 300MG CAP",1.40,"2/5/2019"
"1217216","GABAPENTIN 100MG CAP",1.30,"2/5/2019"
"1217217","GABAPENTIN 400MG CAP",1.50,"2/5/2019"
"1217223","GEMFIBROZIL 600MG TB",4.60,"2/5/2019"
"1217224","GENTAMCYI.3%OIN 3.5G",60.00,"2/5/2019"
"1217229","GLIMEPIRIDE 2MG TAB ",2.90,"2/5/2019"
"1217231","GLIPIZIDE 2.5MG SRTB",2.90,"2/5/2019"
"1217232","GLIPIZIDE 5MG TAB   ",1.80,"2/5/2019"
"1217237","GLYCERIN 1.2GM SUPP ",2.20,"2/5/2019"
"1217245","HALOPERIDOL 1MG TAB ",2.00,"2/5/2019"
"1217246","HALOPERIDOL 5MG TAB ",2.70,"2/5/2019"
"1217256","CALC CARB 500MG CHW ",1.40,"2/5/2019"
"1217260","CALCIUM CL 10% 10ML ",75.60,"2/5/2019"
"1217261","FLUOXETINE 20MG CAP ",5.00,"2/5/2019"
"1217268","CARBACHOL .01% 1.5ML",67.80,"2/5/2019"
"1217269","CARBAMAZEP 100MG CHW",2.00,"2/5/2019"
"1217270","CARBAMAZEPINE 200MGT",2.80,"2/5/2019"
"1217275","CARBOPROST 250MCG/ML",1276.00,"2/5/2019"
"1217279","CARVEDILOL 6.25MG TB",1.20,"2/5/2019"
"1217294","CEFUROXIME 250MG TAB",9.90,"2/5/2019"
"1217300","CETIRIZINE 10MG TAB ",1.20,"2/5/2019"
"1217301","CETIRIZINE 5MG/5ML  ",4.30,"2/5/2019"
"1217304","CHLORDIAZEPOXIDE 25M",4.10,"2/5/2019"
"1217306","CHLORDIAZEPOXIDE 5MG",3.70,"2/5/2019"
"1217314","CHLORTHALIDONE 25MGT",4.60,"2/5/2019"
"1217318","CILOSTAZOL 100MG TAB",3.90,"2/5/2019"
"1217323","CIPROFLOXA .3% 2.5ML",78.70,"2/5/2019"
"1217324","CIPROFLOXACI 500MGTB",1.70,"2/5/2019"
"1217329","NA CIT500-CIT A334/5",5.70,"2/5/2019"
"1217331","CLARITHROMY 500MG TB",5.10,"2/5/2019"
"1217334","CLINDI2.5-CHLOR5MGCP",9.70,"2/5/2019"
"1217335","CLINDAMYCIN 150MG CP",2.20,"2/5/2019"
"1217338","CLINDAMYCIN600MG/4ML",35.00,"2/5/2019"
"1217339","CLONAZEPAM 0.5MG TAB",4.10,"2/5/2019"
"1217340","CLONIDINE-TTS-1 .1MG",53.30,"2/5/2019"
"1217341","CLONIDINE-TTS-2 .2MG",89.10,"2/5/2019"
"1217342","CLONIDINE-TTS-3 .3MG",84.75,"2/5/2019"
"1217343","CLONIDINE 0.1MG TAB ",1.50,"2/5/2019"
"1217346","CLOPIDOGREL 75MG TAB",1.20,"2/5/2019"
"1217349","CLOTRIMAZ 1%CRM 15GM",17.60,"2/5/2019"
"1217352","COCAINE 4% 4ML SOLN ",289.60,"2/5/2019"
"1217354","ACET/CODEI 300/30 TB",3.70,"2/5/2019"
"1217361","PROMET6.25-COD10/5ML",3.70,"2/5/2019"
"1217370","CYCLOBENZAPRINE 10MG",2.90,"2/5/2019"
"1217372","CYPROHEPTADINE 4MGTB",2.70,"2/5/2019"
"1217385","DEXAMETHAS .1%OS 5ML",147.00,"2/5/2019"
"1217389","DIAZEPAM 2MG TAB    ",3.50,"2/5/2019"
"1217390","DIAZEPAM 5MG TAB    ",3.60,"2/5/2019"
"1217391","DICLOFEN .1%OS 2.5ML",61.70,"2/5/2019"
"1217394","DICLOF75-MISOP.2MGTB",7.75,"2/5/2019"
"1217400","DIGOXIN 0.125MG TAB ",3.70,"2/5/2019"
"1217401","DIGOXIN 0.25MG TAB  ",3.70,"2/5/2019"
"1217403","DILTIAZEM 60MG TAB  ",1.60,"2/5/2019"
"1217404","DILTIAZEM 30MG TAB  ",1.90,"2/5/2019"
"1217406","DILTIAZE 180MG SR CP",2.00,"2/5/2019"
"1217407","DILTIAZEM 240MG SRCP",1.90,"2/5/2019"
"1217408","DILTIAZE 300MG SR CP",5.20,"2/5/2019"
"1217412","HYDRALAZINE 25MG TAB",1.30,"2/5/2019"
"1217413","HYDRALAZINE 10MG TAB",1.20,"2/5/2019"
"1217416","HCTZ 25MG TAB       ",1.20,"2/5/2019"
"1217432","HYDROXYZINE 25MG TAB",1.80,"2/5/2019"
"1217433","HYDROXYZINE 10MG TAB",1.60,"2/5/2019"
"1217443","HYOSCYAMI.125MG SLTB",1.90,"2/5/2019"
"1217444","IBUPROFEN 100MG/5ML ",3.00,"2/5/2019"
"1217445","IBUPROFEN 200MG TAB ",1.10,"2/5/2019"
"1217446","IBUPROFEN 400MG TAB ",1.40,"2/5/2019"
"1217447","IBUPROFEN 600MG TAB ",1.20,"2/5/2019"
"1217449","IMIPRAMINE 25MG TAB ",2.20,"2/5/2019"
"1217452","INDIGOTIN 8MG/ML 5ML",780.00,"2/5/2019"
"1217466","ISONIAZID 300MG TAB ",2.80,"2/5/2019"
"1217468","ISOSORBIDE DI 10MGTB",2.20,"2/5/2019"
"1217469","ISOSORBIDE DI 20MGTB",2.30,"2/5/2019"
"1217473","ISOSORB MON 30MGSRTB",1.80,"2/5/2019"
"1217478","KETAMINE 500MG/5ML  ",91.10,"2/5/2019"
"1217480","KETAMINE 500MG/10ML ",44.20,"2/5/2019"
"1217481","KETOCONAZ 2%SHAM 120",47.90,"2/5/2019"
"1217482","KETOCONAZ 2%CRM 15GM",211.50,"2/5/2019"
"1217486","KETOROLAC 10MG TAB  ",4.40,"2/5/2019"
"1217488","LABETALOL 100MG TAB ",1.90,"2/5/2019"
"1217489","LACTULOSE 20GM/30ML ",2.50,"2/5/2019"
"1217493","LAMOTRIGINE 100MG TB",1.50,"2/5/2019"
"1217498","LATANOPR.005%OS 2.5M",154.10,"2/5/2019"
"1217506","LEVOTHYROXI 25MCG TB",1.90,"2/5/2019"
"1217507","LEVOTHYROX 125MCG TB",2.00,"2/5/2019"
"1217509","LEVOTHYROXI 50MCG TB",2.00,"2/5/2019"
"1217512","LEVOTHYROXINE 150MCG",2.10,"2/5/2019"
"1217513","LEVOTHYROXIN 75MCGTB",1.90,"2/5/2019"
"1217514","LEVOTHYROXI 88MCG TB",1.90,"2/5/2019"
"1217515","LIDOCAINE 5% PATCH  ",21.50,"2/5/2019"
"1217516","LIDOCAINE 2% GEL 5ML",16.30,"2/5/2019"
"1217519","LIDOCAINE 2% GEL10ML",16.20,"2/5/2019"
"1217527","LIDOCAINE-MPF1% 30ML",35.00,"2/5/2019"
"1217530","LISINOPRIL 5MG TAB  ",2.40,"2/5/2019"
"1217534","LIDOCAIN 1%/EPI 30ML",42.60,"2/5/2019"
"1217538","LIDO2.5-PRIL2.5CR 5G",18.00,"2/5/2019"
"1217543","LINEZOLID 600MG TAB ",8.60,"2/5/2019"
"1217547","LISINOPRIL 10MG TAB ",1.80,"2/5/2019"
"1217550","LOPERAMIDE 2MG CAP  ",2.40,"2/5/2019"
"1217552","LORATADINE 10MG TAB ",2.20,"2/5/2019"
"1217553","LORAZEPAM 0.5MG TAB ",3.20,"2/5/2019"
"1217554","LORAZEPAM 1MG TAB   ",3.20,"2/5/2019"
"1217555","LOSARTAN 50MG TAB   ",2.30,"2/5/2019"
"1217557","LOTEPRED .5% OS 5ML ",350.50,"2/5/2019"
"1217559","LOXAPINE 5MG CAP    ",7.00,"2/5/2019"
"1217561","MAGNESIUM CITR 300ML",4.00,"2/5/2019"
"1217564","MAGNESIUM OX 400MGTB",1.20,"2/5/2019"
"1217572","DIPHENH 12.5/5ML 10M",3.90,"2/5/2019"
"1217573","DIPHENHYDRAMI25MG CP",1.10,"2/5/2019"
"1217575","DIPHENO2.5-ATR.025TB",4.40,"2/5/2019"
"1217581","DIVALPROEX 250MGDRTB",3.80,"2/5/2019"
"1217582","DIVALPROEX 125MGDRCP",3.20,"2/5/2019"
"1217588","DOCUSATE NA 100MG CP",1.40,"2/5/2019"
"1217589","DONEPEZIL 5MG TAB   ",1.30,"2/5/2019"
"1217595","DOXEPIN 10MG CAP    ",1.10,"2/5/2019"
"1217596","DOXEPIN 25MG CAP    ",2.30,"2/5/2019"
"1217600","DOXYCYCLINE 100MG IV",202.90,"2/5/2019"
"1217609","ENALAPRIL 5MG TAB   ",3.40,"2/5/2019"
"1217610","ENALAPRILAT1.25MG/ML",35.00,"2/5/2019"
"1217611","ENTACAPONE 200MG TAB",8.80,"2/5/2019"
"1217618","RACEPINEPH 2.25% .5M",5.60,"2/5/2019"
"1217619","ERGOCALCI 50000UN CP",3.30,"2/5/2019"
"1217624","ERYTHR OP5MG/GM 1GM ",20.10,"2/5/2019"
"1217630","ESCITALOPRAM 10MG TB",7.90,"2/5/2019"
"1217632","ESMOLOL 10MG/ML 10ML",61.60,"2/5/2019"
"1217633","ESTRAD.05MG/24 PT 1X",38.90,"2/5/2019"
"1217634","ESTRADIOL 1MG TAB   ",2.10,"2/5/2019"
"1217651","FAMOTIDINE 20MG/2ML ",35.00,"2/5/2019"
"1217652","FAMOTIDINE 20MG TAB ",1.20,"2/5/2019"
"1217672","FOLIC ACID 1MG TAB  ",1.20,"2/5/2019"
"1217673","FOLIC ACID 50MG/10ML",379.00,"2/5/2019"
"1217684","FENTANYL 25MCG/HR PT",1.46,"2/5/2019"
"1217685","FENTANYL 50MCG/HR PT",44.60,"2/5/2019"
"1217686","FENTANYL 75MCG/HR PT",66.50,"2/5/2019"
"1217687","FENTANY 100MCG/HR PT",87.30,"2/5/2019"
"1217689","FERR SULF 300MG/5 UD",5.90,"2/5/2019"
"1217691","FERR SULF 325MG TAB ",1.10,"2/5/2019"
"1217696","FLUCONAZOLE 100MG TB",2.80,"2/5/2019"
"1217697","FLUDROCORTIS .1MG TB",3.50,"2/5/2019"
"1217712","MEDROXYPROGE 2.5MGTB",1.60,"2/5/2019"
"1217714","MEGESTROL ACE 40MGTB",2.90,"2/5/2019"
"1217718","MEPERIDINE 50MG TAB ",7.80,"2/5/2019"
"1217737","AMOXICILLIN 500MG CP",2.00,"2/5/2019"
"1217741","HYDROCORT 25MG SUPP ",23.80,"2/5/2019"
"1217742","BUT50-APAP325-CF40TB",3.80,"2/5/2019"
"1217749","BELLADONNA/OPIUM 15A",47.50,"2/5/2019"
"1217769","CARBID10-LEVO100MGTB",2.80,"2/5/2019"
"1217770","CARBI25-LEVOD250MGTB",3.50,"2/5/2019"
"1217771","CARVEDILO 3.125MG TB",1.20,"2/5/2019"
"1217776","CLORAZEPATE 3.75MGTB",6.20,"2/5/2019"
"1217786","DRONABINOL 2.5MG CAP",12.30,"2/5/2019"
"1217788","EPHEDRINE 50MG INJ  ",91.10,"2/5/2019"
"1217796","SOD PHOS ENEMA 135ML",5.40,"2/5/2019"
"1217797","SOD PHOS ENEMA 66ML ",6.40,"2/5/2019"
"1217798","MINERAL OIL EN 135ML",7.50,"2/5/2019"
"1217801","GLYCOPYRROLATE 1MGTB",3.00,"2/5/2019"
"1217802","GOLYTELY 4L         ",37.30,"2/5/2019"
"1217810","HYDROMORPHONE 2MG TA",4.10,"2/5/2019"
"1217811","HYDROXYCHLOR 200MGTB",7.90,"2/5/2019"
"1217812","H-COD7.5-IBUP200MGTB",5.00,"2/5/2019"
"1217816","LAMOTRIGINE 25MG TAB",7.60,"2/5/2019"
"1217818","LISINOPRIL 20MG TAB ",2.70,"2/5/2019"
"1217825","METFORMIN 500MG TAB ",2.10,"2/5/2019"
"1217827","METHYLPHENIDT 5MG TB",4.20,"2/5/2019"
"1217828","METHYLPRED. 4MG DOSP",2.65,"2/5/2019"
"1217830","METOPROLOL 50MG SRTB",3.50,"2/5/2019"
"1217837","MORPHINE 30MG SR TAB",5.40,"2/5/2019"
"1217839","MUPIROCIN 2%OIN 22GM",43.50,"2/5/2019"
"1217840","NABUMETONE 500MG TAB",2.30,"2/5/2019"
"1217851","OXYCODONE 20MG SR TB",17.60,"2/5/2019"
"1217897","ROPINIROLE 1MG TAB  ",2.10,"2/5/2019"
"1217904","SULFASALAZIN 500MGTB",1.50,"2/5/2019"
"1217909","TERAZOSIN 5MG CAP   ",3.50,"2/5/2019"
"1217914","THEOPHYLLI 400MG TAB",3.70,"2/5/2019"
"1217918","TOBRAMYCIN UPTO 80MG",35.00,"2/5/2019"
"1217939","VITAMIN E 400IU CAP ",0.15,"2/5/2019"
"1217940","WARFARIN 2MG TAB    ",5.10,"2/5/2019"
"1217952","LEVOFLOXIN 500MG TAB",1.40,"2/5/2019"
"1217957","EZETIMIBE 10MG TAB  ",5.10,"2/5/2019"
"1217973","METFORMIN 1000MG TAB",3.20,"2/5/2019"
"1217977","METHOCARBAM 750MG TB",1.90,"2/5/2019"
"1217978","METHOCARBAM 500MG TB",1.90,"2/5/2019"
"1217982","METHYLENE BLUE1%10ML",79.00,"2/5/2019"
"1217983","METHYLERGONOV .2MGTB",119.00,"2/5/2019"
"1217986","METOCLOPRAMID 10MGTB",1.60,"2/5/2019"
"1217988","METOLAZONE 2.5MG TAB",5.10,"2/5/2019"
"1217990","METOPROLOL 50MG TAB ",2.00,"2/5/2019"
"1217991","METOPROLO 1MG/ML 5ML",35.00,"2/5/2019"
"1218002","MIDODRINE 2.5MG TAB ",2.60,"2/5/2019"
"1218003","MINERAL OIL 30ML    ",2.50,"2/5/2019"
"1218007","MIRTAZAPINE 15MG TAB",5.50,"2/5/2019"
"1218014","CEFOXITIN 1GM IJ    ",53.60,"2/5/2019"
"1218017","TIZANIDINE 4MG TAB  ",1.20,"2/5/2019"
"1218028","PHENYLEPH.5% SPR 15M",10.00,"2/5/2019"
"1218033","MONTELUKAST 10MG TAB",8.90,"2/5/2019"
"1218035","MORPHINE 15MG SR TAB",5.20,"2/5/2019"
"1218037","MORPHINE 15MG TAB   ",3.80,"2/5/2019"
"1218052","NADOLOL 20MG TAB    ",6.80,"2/5/2019"
"1218056","NALTREXONE 50MG TAB ",7.85,"2/5/2019"
"1218060","NAPROXEN 250MG TAB  ",2.20,"2/5/2019"
"1218062","NAPROXEN 500MG TAB  ",2.90,"2/5/2019"
"1218069","NEO-BAC-POLY OIN 15G",12.50,"2/5/2019"
"1218071","NEOM-POLY-GRAM OS10M",100.80,"2/5/2019"
"1218073","NEO-POLY-HC OTIC10ML",163.10,"2/5/2019"
"1218076","NEOMYCIN 500MG TAB  ",2.10,"2/5/2019"
"1218082","NICOTINE 7MG/24HR PT",4.40,"2/5/2019"
"1218083","NICOTINE 14MG/24HR P",4.40,"2/5/2019"
"1218084","NICOTINE 21MG/24HR P",7.40,"2/5/2019"
"1218085","NICOTINE 10MG INHALE",145.00,"2/5/2019"
"1218087","NIFEDIP OSM 30MGSRTB",3.10,"2/5/2019"
"1218089","NIFEDIPINE 10MG CAP ",3.00,"2/5/2019"
"1218093","NITROGLYC 0.3MG/HR P",12.25,"2/5/2019"
"1218094","NITROGLY 0.6MG/HR PT",7.80,"2/5/2019"
"1218098","NITROGLYC .2MG/HR PT",6.50,"2/5/2019"
"1218099","NITROGLYCER 0.4MG/HR",6.90,"2/5/2019"
"1218102","NITROGLYCE .4MG SLTB",2.60,"2/5/2019"
"1218107","NOREPINEPH 4MG/4ML  ",151.30,"2/5/2019"
"1218109","NORTRIPTYLIN 25MG CP",3.30,"2/5/2019"
"1218112","NYSTATIN 500000U/5ML",2.80,"2/5/2019"
"1218113","NYSTAT 100KU/G CR15G",31.70,"2/5/2019"
"1218118","OFLOXACIN .3%OS 5ML ",115.20,"2/5/2019"
"1218126","ORPHENADR UP TO 60MG",155.40,"2/5/2019"
"1218127","OSELTAMIVIR 75MG CAP",25.40,"2/5/2019"
"1218130","OXCARBAZEPI 150MG TB",3.40,"2/5/2019"
"1218132","OXYBUTYNIN 5MG SR TB",6.30,"2/5/2019"
"1218133","OXYCODONE 5MG TAB   ",3.90,"2/5/2019"
"1218135","OXYCODONE 40MG SR TB",28.00,"2/5/2019"
"1218143","CEFDINIR 300MG CAP  ",9.10,"2/5/2019"
"1218147","PANTOPRAZO 40MG ECTB",1.70,"2/5/2019"
"1218151","PAROXETINE 20MG TAB ",5.60,"2/5/2019"
"1218156","POT CL20MEQ MIC CRTB",2.10,"2/5/2019"
"1218165","PHENAZOPYRID 100MGTB",5.10,"2/5/2019"
"1218168","PHENYLEPH 2.5%OS 2ML",36.10,"2/5/2019"
"1218171","PHENYTOIN 50MG CHWTB",4.30,"2/5/2019"
"1218174","PHYTONADIONE 5 MG TB",112.40,"2/5/2019"
"1218178","PIOGLITAZONE 30MG TB",17.90,"2/5/2019"
"1218184","POLYETH GLY 3350 PKT",4.00,"2/5/2019"
"1218186","POTAS ACE 40MEQ/20ML",45.40,"2/5/2019"
"1218190","POTAS CHL 10MEQ CRTB",1.80,"2/5/2019"
"1218194","K PHOS DI 3MM/ML 15M",122.40,"2/5/2019"
"1218204","PRAVASTATIN 20MG TAB",4.90,"2/5/2019"
"1218205","PRAZOSIN 1MG CAP    ",2.40,"2/5/2019"
"1218211","PRIMIDONE 50MG TAB  ",2.50,"2/5/2019"
"1218215","PROCHLORPER 25MG SUP",22.25,"2/5/2019"
"1218216","PROMETHAZINE 25MG SP",29.00,"2/5/2019"
"1218222","PROPARACAIN.5%OS 15M",73.30,"2/5/2019"
"1218226","PROPRANOLOL 10MG TAB",1.70,"2/5/2019"
"1218227","PROPRANOLOL 40MG TAB",2.10,"2/5/2019"
"1218228","PROPYLTHIOURA 50MGTB",2.40,"2/5/2019"
"1218233","PYRIDOSTIGMI 60MG TB",3.30,"2/5/2019"
"1218234","PYRIDOXINE 50MG TAB ",1.10,"2/5/2019"
"1218235","QUETIAPINE 100MG TAB",1.90,"2/5/2019"
"1218236","QUETIAPINE 25MG TAB ",1.70,"2/5/2019"
"1218251","RIFAMPIN 300MG CAP  ",3.10,"2/5/2019"
"1218257","RIVASTIGMINE 1.5MGCP",8.40,"2/5/2019"
"1218259","ROCURON 10MG/ML 5ML ",73.50,"2/5/2019"
"1218267","SCOPOLAMINE 1.5MG PT",34.80,"2/5/2019"
"1218270","SENNA/DOCUS 8.6-50TB",1.20,"2/5/2019"
"1218272","SERTRALINE 50MG TAB ",1.80,"2/5/2019"
"1218275","SILVER NITRATE APPLI",5.10,"2/5/2019"
"1218276","SILV SULF 1%CRM 20GM",18.30,"2/5/2019"
"1218277","SILV SULF 1%CRM 400G",115.60,"2/5/2019"
"1218279","SIMETHICONE 80MG CHW",1.20,"2/5/2019"
"1218280","SIMETH 40MG/.6ML .6M",12.10,"2/5/2019"
"1218289","SOD ACET 40MEQ/20ML ",35.00,"2/5/2019"
"1218290","SOD BICARB 8.4% 50ML",81.30,"2/5/2019"
"1218296","SOD CHLOR 23.4% 30ML",35.00,"2/5/2019"
"1218297","SOD CHLOR 5% 15ML OS",27.30,"2/5/2019"
"1218299","SOD CHL .9% 3ML NEB ",4.20,"2/5/2019"
"1218304","SOD PHOS 45MMOL/15ML",254.30,"2/5/2019"
"1218309","SOTALOL 80MG TAB    ",5.00,"2/5/2019"
"1218310","SPIRONOLACTON 25MGTB",2.00,"2/5/2019"
"1218313","SUCRALFATE 1GM TAB  ",1.70,"2/5/2019"
"1218319","SULFA-TMP 800-160 TB",2.00,"2/5/2019"
"1218321","SULFAME-TMP 200-40/5",15.40,"2/5/2019"
"1218324","SUMATRIPTAN 50MG TAB",1.90,"2/5/2019"
"1218337","OPTHAL IRR INTR 15ML",18.90,"2/5/2019"
"1218341","GI COCKTAIL         ",16.80,"2/5/2019"
"1218373","THYROID 15MG TAB    ",3.20,"2/5/2019"
"1218388","TOPIRAMATE 100MG TAB",10.10,"2/5/2019"
"1218390","MECLIZINE 25MG TAB  ",2.40,"2/5/2019"
"1218392","ATORVASTATIN 20MG TB",2.30,"2/5/2019"
"1218393","OLANZAPINE 5MG TAB  ",1.40,"2/5/2019"
"1218398","LOSARTAN 25MG TAB   ",3.50,"2/5/2019"
"1218403","IBUPROFEN 800MG TAB ",1.90,"2/5/2019"
"1218408","METHIMAZOLE 5MG TAB ",7.85,"2/5/2019"
"1218416","BUEDSON .5MG/2ML INH",21.50,"2/5/2019"
"1218430","OPTHAL IRR INTR 500M",56.10,"2/5/2019"
"1218441","MISOPROSTO 200MCG TB",4.00,"2/5/2019"
"1218442","METHADONE 5MG TAB   ",4.00,"2/5/2019"
"1218454","SOD CHLORIDE 1GM TAB",0.80,"2/5/2019"
"1218458","OLANZAPINE 5MG ODT  ",23.30,"2/5/2019"
"1218501","CARVEDILOL 12.5MG TB",4.40,"2/5/2019"
"1218503","ROPINIROLE 0.25MG TB",5.00,"2/5/2019"
"1218515","PRAMIPEXOLE .125MGTB",5.60,"2/5/2019"
"1218523","CEFPODOXIME 200MG TB",56.00,"2/5/2019"
"1218546","CELECOXIB 200MG CAP ",13.00,"2/5/2019"
"1218552","CIPROFLOXAC 750MG TB",13.10,"2/5/2019"
"1218595","FLUCONAZOLE 150MG TB",23.00,"2/5/2019"
"1218617","WARFARIN 3MG TAB    ",5.20,"2/5/2019"
"1218619","CARB25-LEVO100MGSRTB",2.50,"2/5/2019"
"1218639","AZITHROM 40MG/ML 30M",56.10,"2/5/2019"
"1218640","DOFETILIDE .125MG CP",20.70,"2/5/2019"
"1218643","ATORVASTATIN 40MG TB",2.10,"2/5/2019"
"1218660","LEVOTHYROX 137MCG TB",2.00,"2/5/2019"
"1218666","DEXTROSE 50% 50ML   ",84.00,"2/5/2019"
"1218672","DIVALPROEX 500MGSRTB",6.80,"2/5/2019"
"1218685","VALSARTAN 160MG TAB ",10.75,"2/5/2019"
"1218736","METRONIDAZO 500MG TB",2.30,"2/5/2019"
"1218752","NEO/BAC/POLY UD PKT ",10.70,"2/5/2019"
"1218754","BACIT/POLYM OIN 15GM",18.90,"2/5/2019"
"1218777","BUPROPION 100MG TAB ",2.70,"2/5/2019"
"1218815","LIDOCAINE 2% INJ 50M",35.00,"2/5/2019"
"1218816","LIDOCAINE-MPF1% 5ML ",35.00,"2/5/2019"
"1218818","LIDOC-MPF 2% INJ 5ML",35.00,"2/5/2019"
"1218823","LIDO 4% TOP SOLN 50 ",106.10,"2/5/2019"
"1218824","LIDOCAINE 2% GEL30ML",43.20,"2/5/2019"
"1218829","BUDESONIDE 3MG SR CP",35.50,"2/5/2019"
"1218837","ISOSORB MONO 10MG TB",11.25,"2/5/2019"
"1218840","FA/B COMP W/C CAP   ",1.50,"2/5/2019"
"1218875","HCTZ 12.5MG CAP     ",2.30,"2/5/2019"
"1218876","ACEBUTOLOL 400MG CAP",4.60,"2/5/2019"
"1218886","H-COD10/APAP325MG TB",4.70,"2/5/2019"
"1218911","VERAPAMIL 10MG/4ML V",146.75,"2/5/2019"
"1218916","CYANOCOBA 1000MCG TB",1.70,"2/5/2019"
"1218919","LIDOCAINE 10MG IV   ",3.50,"2/5/2019"
"1218930","IPRATROP .06%SP 15ML",50.75,"2/5/2019"
"1218947","AMITRIPTLIN 100MG TB",5.00,"2/5/2019"
"1218949","DESIPRAMINE 10MG TAB",4.95,"2/5/2019"
