"HospitalName","Description","Price"
"Saint Luke's Des Peres Hospital","REPS PREV LD VEN LTVENT",2557
"Saint Luke's Des Peres Hospital","REPS TRNSV LD RT ATR VNT",2435
"Saint Luke's Des Peres Hospital","REVAS PERC TRANS OCCL MI",54411
"Saint Luke's Des Peres Hospital","REVAS PERC TRANS SGL VES",53675
"Saint Luke's Des Peres Hospital","REVAS PERC TRANS TOT OCC",56359
"Saint Luke's Des Peres Hospital","REVASC FEMPOP STNT ATHER",21286
"Saint Luke's Des Peres Hospital","REVASC FEMPOP W ATHER",12083
"Saint Luke's Des Peres Hospital","REVASC FEMPOP W STENT",12083
"Saint Luke's Des Peres Hospital","REVASC FEMPOP W TLA",10347
"Saint Luke's Des Peres Hospital","REVASC ILI W STENT ADD O",5691
"Saint Luke's Des Peres Hospital","REVASC ILIAC ADD ON",7940
"Saint Luke's Des Peres Hospital","REVASC ILIAC INITIAL",10347
"Saint Luke's Des Peres Hospital","REVASC ILIAC W STENT",5692
"Saint Luke's Des Peres Hospital","REVASC TIB PER ADD ON",9486
"Saint Luke's Des Peres Hospital","REVASC TIB PER ATH ADD O",15345
"Saint Luke's Des Peres Hospital","REVASC TIBPER STNT ATHER",30366
"Saint Luke's Des Peres Hospital","REVASC TIBPER W ATHER",12083
"Saint Luke's Des Peres Hospital","REVASC TIBPER W STENT",12687
"Saint Luke's Des Peres Hospital","REVASC TIBPER W TLA",10347
"Saint Luke's Des Peres Hospital","REVASC TIBPER WSTENTADD",9960
"Saint Luke's Des Peres Hospital","REVSN RELOC PM SKN POCKT",6876
"Saint Luke's Des Peres Hospital","RHYTHM EKG",335
"Saint Luke's Des Peres Hospital","RT VENTRICULAR RECORDING",5124
"Saint Luke's Des Peres Hospital","STRESSECHO EX W CONTR",1563
"Saint Luke's Des Peres Hospital","TCATH TX A V NONCOR SUBS",1523
"Saint Luke's Des Peres Hospital","TCATH TX CESSATION",1523
"Saint Luke's Des Peres Hospital","TCATH TX INIT NONCOR ART",1620
"Saint Luke's Des Peres Hospital","TCATH TX INIT NONCOR VEN",1701
"Saint Luke's Des Peres Hospital","TEE CONGTL CARD ANOMALIE",2385
"Saint Luke's Des Peres Hospital","TEMP TRANSCUTNEOUS PACNG",1099
"Saint Luke's Des Peres Hospital","THROMB NONCOR ADD VESSLS",1946
"Saint Luke's Des Peres Hospital","THROMB NONCOR INITL VSL",4551
"Saint Luke's Des Peres Hospital","THROMB NONCOR SECONDARY",1946
"Saint Luke's Des Peres Hospital","TILT TABLE EVAL",655
"Saint Luke's Des Peres Hospital","TRANSESOPHAGEAL ECHO",2676
"Saint Luke's Des Peres Hospital","TRNSTHOR 2D ECHO CMPLET",1169
"Saint Luke's Des Peres Hospital","UPGRADE TO DUAL CHAMBER",27078
"Saint Luke's Des Peres Hospital","US GUIDE PERICARDIOCENTS",370
"Saint Luke's Des Peres Hospital","USE CONTRAST AGENT ECHO",151
"Saint Luke's Des Peres Hospital","VENOGRAPHY RENAL BILAT",5847
"Saint Luke's Des Peres Hospital","BLOOD PRODUCTS",NA
"Saint Luke's Des Peres Hospital","BLOOD ADMINISTRATION 1 2 U",1520
"Saint Luke's Des Peres Hospital","BLOOD ADMINISTRATION 10 UN",11399
"Saint Luke's Des Peres Hospital","BLOOD ADMINISTRATION 3 4 U",3040
"Saint Luke's Des Peres Hospital","BLOOD ADMINISTRATION 5 6 U",4560
"Saint Luke's Des Peres Hospital","BLOOD ADMINISTRATION 7 8 U",6080
"Saint Luke's Des Peres Hospital","BLOOD ADMINISTRATION 9 10",7599
"Saint Luke's Des Peres Hospital","RBC WASHED AUTO",1677
"Saint Luke's Des Peres Hospital","TRANSFUSION BLD BLD COMP",1258
"Saint Luke's Des Peres Hospital","RESPIRATORY THERAPY",NA
"Saint Luke's Des Peres Hospital","BIPAP INITIAL",1166
"Saint Luke's Des Peres Hospital","BIPAP LESS THAN 12HRS",359
"Saint Luke's Des Peres Hospital","BIPAP MANAGEMENT DLY",1037
"Saint Luke's Des Peres Hospital","BLOOD GAS ARTERIAL STICK",46
"Saint Luke's Des Peres Hospital","BRONCHOSPASM EVAL PRE PS",676
"Saint Luke's Des Peres Hospital","CHST WALL MANIPULATN INI",207
"Saint Luke's Des Peres Hospital","CHST WALL MANIPULATN SUB",195
"Saint Luke's Des Peres Hospital","CPAP INITIAL",1166
"Saint Luke's Des Peres Hospital","CPAP LESS THAN 12HRS",359
"Saint Luke's Des Peres Hospital","CPAP MANAGEMENT DLY",1037
"Saint Luke's Des Peres Hospital","DIFFUSING CAPACITY",416
"Saint Luke's Des Peres Hospital","HAND HELD NEB TREATMENT",54
"Saint Luke's Des Peres Hospital","HHN TX DEMO AND OR EVAL",88
"Saint Luke's Des Peres Hospital","IPPB TX",57
"Saint Luke's Des Peres Hospital","IPPB TX DEMO AND OR EVAL",84
"Saint Luke's Des Peres Hospital","LUNG VOL GAS DIL WASHOUT",455
"Saint Luke's Des Peres Hospital","MDI DEMO AND OR EVAL",80
"Saint Luke's Des Peres Hospital","MDI TREATMENT",54
"Saint Luke's Des Peres Hospital","PLETHSYMOGRAPHY LUNG VOL",524
"Saint Luke's Des Peres Hospital","PULSE OXIM MULT DETRM",251
"Saint Luke's Des Peres Hospital","SLEEP APNEA HOURS",147
"Saint Luke's Des Peres Hospital","SPIROMETRY",380
"Saint Luke's Des Peres Hospital","SPUTUM INDUCTION",57
"Saint Luke's Des Peres Hospital","VITAL CAPACITY",21
"Saint Luke's Des Peres Hospital","VOLUME VENT SUBSQ DLY",3720
"Saint Luke's Des Peres Hospital","VOLUME VENTILATOR INTL",4744
"Saint Luke's Des Peres Hospital","EDUCATION",NA
"Saint Luke's Des Peres Hospital","MED NUTRTN TH INIT 15MIN",64
"Saint Luke's Des Peres Hospital","MED NUTRTN TH REEVAL 15MN",64
"Saint Luke's Des Peres Hospital","MED NUTRTN GRP EA 30 MIN",101
"Saint Luke's Des Peres Hospital","DIALYSIS",NA
"Saint Luke's Des Peres Hospital","CONT RENAL REPLACE THRPY",1341
"Saint Luke's Des Peres Hospital","IP CCPD",2692
"Saint Luke's Des Peres Hospital","IP HEMODIALYSIS",2233
"Saint Luke's Des Peres Hospital","IP IPD",792
"Saint Luke's Des Peres Hospital","PERIT DIALYSIS SNGL EVAL",4611
"Saint Luke's Des Peres Hospital","UNSCHED DIAL ESRD PT",1710
"Saint Luke's Des Peres Hospital","OTHER DIAGNOSTIC SERVICES",NA
"Saint Luke's Des Peres Hospital","ART VEN FLOW ABD LTD",1798
"Saint Luke's Des Peres Hospital","ART VEN FLOW PENILE COMP",1439
"Saint Luke's Des Peres Hospital","DOP ART LE W EXER BI",1593
"Saint Luke's Des Peres Hospital","PSYCH DIAG EVAL",456
"Saint Luke's Des Peres Hospital","DOP ART UE LE COMP 3 LVL",816
"Saint Luke's Des Peres Hospital","DOP ART UE LE FLOW 1 2LVL",611
"Saint Luke's Des Peres Hospital","DUPLEX ART LE BILAT",1735
"Saint Luke's Des Peres Hospital","DUPLEX ART LE UNI LTD",677
"Saint Luke's Des Peres Hospital","DUPLEX ART UE BILAT",2897
"Saint Luke's Des Peres Hospital","DUPLEX ART UE UNI LTD",1463
"Saint Luke's Des Peres Hospital","DUPLEX CAROTID BI COMP",2003
"Saint Luke's Des Peres Hospital","DUPLEX CAROTID UNI LTD",1026
"Saint Luke's Des Peres Hospital","DUPLX AORT IVC ILIAC COM",3708
"Saint Luke's Des Peres Hospital","DUPLX ART VNS FLOW CMPL",2521
"Saint Luke's Des Peres Hospital","DUPLX ART VNS FLOW LTD",1662
"Saint Luke's Des Peres Hospital","DUPLX IVC AO ILI CMPL",3646
"Saint Luke's Des Peres Hospital","DUPLX IVC AO ILI LTD",2746
"Saint Luke's Des Peres Hospital","DUPLX UE LE VNS BI CMPL",2731
"Saint Luke's Des Peres Hospital","DUPLX UE LE VNS UNI LTD",1486
"Saint Luke's Des Peres Hospital","EEG AWAKE/DRWSY",1064
"Saint Luke's Des Peres Hospital","LE ART IMAGING COMP",1764
"Saint Luke's Des Peres Hospital","LITHOTRIPSY OTHER",6521
"Saint Luke's Des Peres Hospital","PRG SPNL GEN CMPLX 1STH",276
"Saint Luke's Des Peres Hospital","SPEC PROC W LITHO",6521
"Saint Luke's Des Peres Hospital","PREVENTIVE CARE",NA
"Saint Luke's Des Peres Hospital","HEPATITIS B VACC ADMIN",62
"Saint Luke's Des Peres Hospital","INFLUENZA VACC ADMIN",47
"Saint Luke's Des Peres Hospital","PNEUMOCOCCAL VACC ADMIN",35
"Saint Luke's Des Peres Hospital","REHABILITATION MEDICINE",NA
"Saint Luke's Des Peres Hospital","CANALITH REPOS PROCEDURE",185
"Saint Luke's Des Peres Hospital","OT COG SKILLS DEV EA15MIN",167
"Saint Luke's Des Peres Hospital","OT COG SKL DEV EA 15",167
"Saint Luke's Des Peres Hospital","OT COMM WK REINT TRNG 15",286
"Saint Luke's Des Peres Hospital","OT EVAL HIGH COMP",338
"Saint Luke's Des Peres Hospital","OT EVAL LOW COMP",169
"Saint Luke's Des Peres Hospital","OT EVAL MOD COMP",278
"Saint Luke's Des Peres Hospital","OT GRP 1 THER PROC 2",276
"Saint Luke's Des Peres Hospital","OT NEUROMUSC RE EDUC EA1",167
"Saint Luke's Des Peres Hospital","OT ORTHO MGMT INIT EA 15MIN",167
"Saint Luke's Des Peres Hospital",NA,167
"Saint Luke's Des Peres Hospital",NA,167
"Saint Luke's Des Peres Hospital",NA,169
"Saint Luke's Des Peres Hospital",NA,176
"Saint Luke's Des Peres Hospital",NA,167
"Saint Luke's Des Peres Hospital",NA,284
"Saint Luke's Des Peres Hospital",NA,167
"Saint Luke's Des Peres Hospital",NA,176
"Saint Luke's Des Peres Hospital",NA,160
"Saint Luke's Des Peres Hospital",NA,59
"Saint Luke's Des Peres Hospital",NA,268
"Saint Luke's Des Peres Hospital",NA,467
"Saint Luke's Des Peres Hospital",NA,253
"Saint Luke's Des Peres Hospital",NA,357
"Saint Luke's Des Peres Hospital",NA,111
"Saint Luke's Des Peres Hospital",NA,222
"Saint Luke's Des Peres Hospital",NA,186
"Saint Luke's Des Peres Hospital",NA,330
"Saint Luke's Des Peres Hospital",NA,347
"Saint Luke's Des Peres Hospital",NA,272
"Saint Luke's Des Peres Hospital",NA,173
"Saint Luke's Des Peres Hospital",NA,174
"Saint Luke's Des Peres Hospital",NA,297
"Saint Luke's Des Peres Hospital",NA,173
"Saint Luke's Des Peres Hospital",NA,173
"Saint Luke's Des Peres Hospital",NA,232
"Saint Luke's Des Peres Hospital",NA,101
"Saint Luke's Des Peres Hospital",NA,161
"Saint Luke's Des Peres Hospital",NA,165
"Saint Luke's Des Peres Hospital",NA,111
"Saint Luke's Des Peres Hospital",NA,165
"Saint Luke's Des Peres Hospital",NA,173
"Saint Luke's Des Peres Hospital",NA,263
"Saint Luke's Des Peres Hospital",NA,391
"Saint Luke's Des Peres Hospital",NA,117
"Saint Luke's Des Peres Hospital",NA,335
"Saint Luke's Des Peres Hospital",NA,753
"Saint Luke's Des Peres Hospital","SP EVAL FIT VOICE PROSTH",490
"Saint Luke's Des Peres Hospital","SP EVAL LNG COM W EXP",318
"Saint Luke's Des Peres Hospital","SP EVAL SOUND PRODUCTION",153
"Saint Luke's Des Peres Hospital","SP STD COG PERF TEST",251
"Saint Luke's Des Peres Hospital","SP SWAL EVAL PHARYN COM",753
"Saint Luke's Des Peres Hospital","SP SWAL ORAL TX COMPLX",173
"Saint Luke's Des Peres Hospital","SPEECH LANG TX BASIC",258
"Saint Luke's Des Peres Hospital","SPEECH LANG TX CMPLX",663
"Saint Luke's Des Peres Hospital","SPEECH LANG TX GRP BASIC",420
"Saint Luke's Des Peres Hospital","PHARMACY",NA
"Saint Luke's Des Peres Hospital","AA 10 1L TPN",1333
"Saint Luke's Des Peres Hospital","AA 2 75 D10 ELEC 2L TPN",2342
"Saint Luke's Des Peres Hospital","AA 4 25 D5 EL CA 1L TPN",254
"Saint Luke's Des Peres Hospital","AA 4 25 D5 EL CA 2L TPN",1152
"Saint Luke's Des Peres Hospital","ACAMPROSATE 333MG EC TB",7
"Saint Luke's Des Peres Hospital","ACARBOSE 25MG",4
"Saint Luke's Des Peres Hospital","ACARBOSE 50MG TB",9
"Saint Luke's Des Peres Hospital","ACEBUTOLOL 200MG CAP",17
"Saint Luke's Des Peres Hospital","ACETAZOLAMI UPTO 500MGIJ",118
"Saint Luke's Des Peres Hospital","ACETAZOLAMID 500MG XR CP",15
"Saint Luke's Des Peres Hospital","ACETAZOLAMIDE 125MG TB",5
"Saint Luke's Des Peres Hospital","ACETAZOLAMIDE 250MG TB",8
"Saint Luke's Des Peres Hospital","ACETYLCHOLINE CL1 2ML OS",338
"Saint Luke's Des Peres Hospital","ACETYLCYSTEINE 20 4ML IS",112
"Saint Luke's Des Peres Hospital","ACETYLCYSTEINE20 30ML IS",393
"Saint Luke's Des Peres Hospital","ACYCLOVIR 200MG CP",8
"Saint Luke's Des Peres Hospital","ACYCLOVIR 5 15GM OI",849
"Saint Luke's Des Peres Hospital","ACYCLOVIR 5 30GM OI",1219
"Saint Luke's Des Peres Hospital","ACYCLOVIR PER 5MG IJ",3
"Saint Luke's Des Peres Hospital","ADENOSINE PER 1MG IJ",10
"Saint Luke's Des Peres Hospital","ADHESION BARRIER 5X6 EA",981
"Saint Luke's Des Peres Hospital","AL OH 320 5 30ML LQ",5
"Saint Luke's Des Peres Hospital","AL OH GEL TB",10
"Saint Luke's Des Peres Hospital","AL SULF CA ACET 120GM PW",10
"Saint Luke's Des Peres Hospital","ALBUMIN 5 PER 50ML IJ",510
"Saint Luke's Des Peres Hospital","ALBUTEROL 083 3ML IS",15
"Saint Luke's Des Peres Hospital","ALBUTEROL 2MG TB",9
"Saint Luke's Des Peres Hospital","ALBUTEROL HFA 8GM IH",124
"Saint Luke's Des Peres Hospital","ALBUTEROL HFA 90MCG IH",120
"Saint Luke's Des Peres Hospital","ALBUTEROL IPRATR 3ML IS",23
"Saint Luke's Des Peres Hospital","ALBUTEROL IPRATR14 7GMIH",816
"Saint Luke's Des Peres Hospital","ALBUTEROL2 5MG 5ML UDIS",21
"Saint Luke's Des Peres Hospital","ALENDRONATE 10MG TB",23
"Saint Luke's Des Peres Hospital","ALENDRONATE 70MG TB",157
"Saint Luke's Des Peres Hospital","ALGINATE 3X4 3 4 DG",63
"Saint Luke's Des Peres Hospital","ALISKIREN 150MG TB",10
"Saint Luke's Des Peres Hospital","ALLODERM 16X20 PER SQ CM",111
"Saint Luke's Des Peres Hospital","ALLODERM 2X4CM",110
"Saint Luke's Des Peres Hospital","ALLODERM 4X12 PER SQ CM",64
"Saint Luke's Des Peres Hospital","ALLODERM 6X16 PER SQ CM",108
"Saint Luke's Des Peres Hospital","ALLODERM 8X16 PER SQ CM",119
"Saint Luke's Des Peres Hospital","ALLOGRFT DERM COLL HUMAN",7592
"Saint Luke's Des Peres Hospital","ALLOPURINOL 500MG IJ",1688
"Saint Luke's Des Peres Hospital","ALLOPURINOL100MG TB",8
"Saint Luke's Des Peres Hospital","ALLOPURINOL150MG TB",4
"Saint Luke's Des Peres Hospital","ALLOPURINOL300MG TB",10
"Saint Luke's Des Peres Hospital","ALPRAZOLAM 125MG TB",4
"Saint Luke's Des Peres Hospital","ALPRAZOLAM 25MG TB",21
"Saint Luke's Des Peres Hospital","ALPRAZOLAM 5MG TB",22
"Saint Luke's Des Peres Hospital","AMANTADINE 100MG CP",8
"Saint Luke's Des Peres Hospital","AMANTADINE 10M/M 10ML LQ",9
"Saint Luke's Des Peres Hospital","AMIKACIN PER 100MG IJ",13
"Saint Luke's Des Peres Hospital","AMILORIDE 5MG TB",8
"Saint Luke's Des Peres Hospital","AMINOCAPROIC ACID500MGTB",18
"Saint Luke's Des Peres Hospital","AMINOPHYLLIN UPTO250MGIJ",29
"Saint Luke's Des Peres Hospital","AMIODARONE 100MG TB",22
"Saint Luke's Des Peres Hospital","AMIODARONE 200MG TB",29
"Saint Luke's Des Peres Hospital","AMIODARONE PER 30MG IJ",111
"Saint Luke's Des Peres Hospital","AMITRIPTYLINE 10MG TB",8
"Saint Luke's Des Peres Hospital","AMITRIPTYLINE 25MG TB",8
"Saint Luke's Des Peres Hospital","AMITRIPTYLINE 50MG TB",9
"Saint Luke's Des Peres Hospital","AMLODIPINE 10MG TB",20
"Saint Luke's Des Peres Hospital","AMLODIPINE 2 5MG TB",9
"Saint Luke's Des Peres Hospital","AMLODIPINE 5MG TB",14
"Saint Luke's Des Peres Hospital","AMMONIA AROMATIC IH",23
"Saint Luke's Des Peres Hospital","AMMONIUM LACT12 225ML LT",102
"Saint Luke's Des Peres Hospital","AMOX CLAV 200 5 75ML LQ",330
"Saint Luke's Des Peres Hospital","AMOXICILLIN 250MG CP",8
"Saint Luke's Des Peres Hospital","AMOXICILLIN CLAV 500MGTB",39
"Saint Luke's Des Peres Hospital","AMOXICILLIN CLAV 875MGTB",31
"Saint Luke's Des Peres Hospital","AMOXICILN 250 5 100ML LQ",45
"Saint Luke's Des Peres Hospital","AMPHET DEXAMPHET 10MG TB",5
"Saint Luke's Des Peres Hospital","AMPHETAM MIX 10MG XR TB",6
"Saint Luke's Des Peres Hospital","AMPHOTERICIN B 50MG IJ",156
"Saint Luke's Des Peres Hospital","AMPICIL SUL PER1 5GM IJ",89
"Saint Luke's Des Peres Hospital","ANAGRELIDE 0 5MG CP",35
"Saint Luke's Des Peres Hospital","ANASTROZOLE 1MG TB",45
"Saint Luke's Des Peres Hospital","ANTITHROMBIN 3 PER 1U IJ",7
"Saint Luke's Des Peres Hospital","APA ASA CAF ES TB",4
"Saint Luke's Des Peres Hospital","APAP 120MG SU",15
"Saint Luke's Des Peres Hospital","APAP 160M 5M 20 3ML LQ",5
"Saint Luke's Des Peres Hospital","APAP 325MG SU",5
"Saint Luke's Des Peres Hospital","APAP 650MG SU",15
"Saint Luke's Des Peres Hospital","APAP 80M 8M 15ML LQ",28
"Saint Luke's Des Peres Hospital","APAP BUTAL CAF TB",9
"Saint Luke's Des Peres Hospital","APAP COD 120 12 10ML LQ",24
"Saint Luke's Des Peres Hospital","APAP COD 120 12 12ML LQ",10
"Saint Luke's Des Peres Hospital","APAP COD 30MG TB",19
"Saint Luke's Des Peres Hospital","APIXABAN 2 5MG TB",18
"Saint Luke's Des Peres Hospital","APIXABAN 5MG TB",16
"Saint Luke's Des Peres Hospital","APLIGRAF PER SQ CM",91
"Saint Luke's Des Peres Hospital","ARFORMOTEROL15MCG 2ML IS",29
"Saint Luke's Des Peres Hospital","ARGATROB N ESRD1MG PMXIJ",22
"Saint Luke's Des Peres Hospital","ARGATROBAN NONESRD 1MGIJ",10
"Saint Luke's Des Peres Hospital","ARGATROBAN PER 5MG IJ",96
"Saint Luke's Des Peres Hospital","ARIPIPRAZOLE 15MG TB",49
"Saint Luke's Des Peres Hospital","ARIPIPRAZOLE 2MG TB",69
"Saint Luke's Des Peres Hospital","ARIPIPRAZOLE 5MG TB",49
"Saint Luke's Des Peres Hospital","ARTHROFLEX PER SQ CM",425
"Saint Luke's Des Peres Hospital","ASA 300MG SU",15
"Saint Luke's Des Peres Hospital","ASA 325MG EC TB",5
"Saint Luke's Des Peres Hospital","ASA 325MG TB",4
"Saint Luke's Des Peres Hospital","ASA 600MG SU",16
"Saint Luke's Des Peres Hospital","ASA 81MG CTB",5
"Saint Luke's Des Peres Hospital","ASA 81MG EC TB",4
"Saint Luke's Des Peres Hospital","ASCORBIC ACID 250MG TB",4
"Saint Luke's Des Peres Hospital","ASCORBIC ACID 500MG TB",8
"Saint Luke's Des Peres Hospital","ASENAPINE 5MG TB",58
"Saint Luke's Des Peres Hospital","ATENOLOL 12 5MG TB",4
"Saint Luke's Des Peres Hospital","ATENOLOL 25MG TB",8
"Saint Luke's Des Peres Hospital","ATENOLOL 50MG TB",10
"Saint Luke's Des Peres Hospital","ATOMOXETINE 40MG CP",27
"Saint Luke's Des Peres Hospital","ATORVASTATIN 10MG TB",22
"Saint Luke's Des Peres Hospital","ATORVASTATIN 20MG TB",24
"Saint Luke's Des Peres Hospital","ATORVASTATIN 40MG TB",31
"Saint Luke's Des Peres Hospital","ATORVASTATIN 5MG TB",4
"Saint Luke's Des Peres Hospital","ATORVASTATIN 80MG TB",31
"Saint Luke's Des Peres Hospital","ATRACURIUM10MG ML 5ML IJ",65
"Saint Luke's Des Peres Hospital","ATROPINE 1 15ML OS",133
"Saint Luke's Des Peres Hospital","ATROPINE 1 1ML OS",57
"Saint Luke's Des Peres Hospital","ATROPINE 1 5ML OS",14
"Saint Luke's Des Peres Hospital","ATROPN HYOSC PB SCOP TB",29
"Saint Luke's Des Peres Hospital","AZATHIOPRINE 50MG TB",12
"Saint Luke's Des Peres Hospital","AZELASTINE 05 6ML OS",304
"Saint Luke's Des Peres Hospital","AZELASTINE NASAL 30ML SP",1227
"Saint Luke's Des Peres Hospital","AZITHROMYCIN 250MG TB",68
"Saint Luke's Des Peres Hospital","AZITHROMYCIN PER500MG IJ",169
"Saint Luke's Des Peres Hospital","AZTREONAM 2GM IJ",338
"Saint Luke's Des Peres Hospital","AZTREONAM 2GM PMX IJ",507
"Saint Luke's Des Peres Hospital","BACITRA POLYMYX 3 5GM OO",202
"Saint Luke's Des Peres Hospital","BACITRACIN 30GM OI",42
"Saint Luke's Des Peres Hospital","BACITRACIN POLYB 10GM PW",72
"Saint Luke's Des Peres Hospital","BACITRACIN POLYB 30GM OI",17
"Saint Luke's Des Peres Hospital","BACITRACIN POLYB 9GM OI",15
"Saint Luke's Des Peres Hospital","BACITRACIN500U 1GM OI",15
"Saint Luke's Des Peres Hospital","BACITRACIN500U GM3 5GMOO",19
"Saint Luke's Des Peres Hospital","BACLOFEN 10MG TB",8
"Saint Luke's Des Peres Hospital","BACLOFEN 5MG TB",4
"Saint Luke's Des Peres Hospital","BALSALAZIDE 750MG CP",9
"Saint Luke's Des Peres Hospital","BCG VACC LIVE INTRAVESIJ",746
"Saint Luke's Des Peres Hospital","BECAPLERMIN 01 15GM GL",3640
"Saint Luke's Des Peres Hospital","BECLOMETHASN80MCG7 3GMIH",357
"Saint Luke's Des Peres Hospital","BELLADONNA OPIUM 30MGSU",27
"Saint Luke's Des Peres Hospital","BENAZEPRIL 20MG TB",10
"Saint Luke's Des Peres Hospital","BENAZEPRIL 5MG TB",10
"Saint Luke's Des Peres Hospital","BENZO BUTA TETR 56ML SP",515
"Saint Luke's Des Peres Hospital","BENZOCAIN 10 5GM MMGL",25
"Saint Luke's Des Peres Hospital","BENZOCAINE 20 0 5ML TS",51
"Saint Luke's Des Peres Hospital","BENZOCAINE 20 30ML TS",41
"Saint Luke's Des Peres Hospital","BENZOCAINE ANTIPYR10MLOT",33
"Saint Luke's Des Peres Hospital","BENZOCAINE ANTIPYR15MLOT",26
"Saint Luke's Des Peres Hospital","BENZOCAINE MENTH 8PK LZ",5
"Saint Luke's Des Peres Hospital","BENZOCAINE20 60ML SP",140
"Saint Luke's Des Peres Hospital","BENZONATATE 100MG CP",9
"Saint Luke's Des Peres Hospital","BENZONATATE 200MG CP",6
"Saint Luke's Des Peres Hospital","BENZTROPINE 0 5MG TB",4
"Saint Luke's Des Peres Hospital","BENZTROPINE 1MG TB",8
"Saint Luke's Des Peres Hospital","BENZTROPINE PER 1MG IJ",126
"Saint Luke's Des Peres Hospital","BETAMETHASON D 05 15GOI",74
"Saint Luke's Des Peres Hospital","BETAXOLOL 25 5ML OS",329
"Saint Luke's Des Peres Hospital","BETAXOLOL 5 5ML OS",347
"Saint Luke's Des Peres Hospital","BETHANECHOL 10MG TB",13
"Saint Luke's Des Peres Hospital","BETHANECHOL 25MG TB",16
"Saint Luke's Des Peres Hospital","BETHANECHOL 5MG TB",4
"Saint Luke's Des Peres Hospital","BICALUTAMIDE 50MG TB",118
"Saint Luke's Des Peres Hospital","BIMATOPROST 03 2 5ML OS",357
"Saint Luke's Des Peres Hospital","BISACODYL 10MG SU",16
"Saint Luke's Des Peres Hospital","BISACODYL 5MG EC TB",9
"Saint Luke's Des Peres Hospital","BISMUTH SUBSALI 120ML LQ",20
"Saint Luke's Des Peres Hospital","BISMUTH SUBSALI 240ML LQ",20
"Saint Luke's Des Peres Hospital","BISOPRL HCTZ 2 5 6 25 TB",10
"Saint Luke's Des Peres Hospital","BISOPROL HCTZ 10 6 25 TB",13
"Saint Luke's Des Peres Hospital","BISOPROL HCTZ 5 6 25 TB",13
"Saint Luke's Des Peres Hospital","BISOPROLOL 5MG TB",13
"Saint Luke's Des Peres Hospital","BIVALIRUDIN PER 1MG IJ",9
"Saint Luke's Des Peres Hospital","BLISTEX 9 9GM OI",16
"Saint Luke's Des Peres Hospital","BORTEZOMIB PER 1MG IJ",189
"Saint Luke's Des Peres Hospital","BOTULIN TOXN B PER100UIJ",45
"Saint Luke's Des Peres Hospital","BOWEL EVACUANT",44
"Saint Luke's Des Peres Hospital","BRIMO TIMOL 2 5 5ML OS",431
"Saint Luke's Des Peres Hospital","BRIMONIDINE 2 5ML OS",316
"Saint Luke's Des Peres Hospital","BRINZOLAMIDE 1 10ML OS",711
"Saint Luke's Des Peres Hospital","BRINZOLAMIDE 1 5ML OS",290
"Saint Luke's Des Peres Hospital","BROMOCRIPTINE 2 5MG TB",25
"Saint Luke's Des Peres Hospital","BSS IRR 15ML OS",55
"Saint Luke's Des Peres Hospital","BSS IRR 500ML OS",707
"Saint Luke's Des Peres Hospital","BUDE FORMOT160 4 5 6GMIH",651
"Saint Luke's Des Peres Hospital","BUDES FORMOT80 4 5 6GMIH",566
"Saint Luke's Des Peres Hospital","BUDESONIDE 200MCG PW IH",23
"Saint Luke's Des Peres Hospital","BUDESONIDE 25MG 2ML IS",27
"Saint Luke's Des Peres Hospital","BUDESONIDE 3MG XR CP",55
"Saint Luke's Des Peres Hospital","BUDESONIDE 5MG 2ML IS",38
"Saint Luke's Des Peres Hospital","BUDESONIDE NAS 7GM IH",888
"Saint Luke's Des Peres Hospital","BUDESONIDE180MCG PW IH",645
"Saint Luke's Des Peres Hospital","BUMETANIDE 0 5MG TB",8
"Saint Luke's Des Peres Hospital","BUMETANIDE 2MG TB",8
"Saint Luke's Des Peres Hospital","BUMETANIDE PER 5MG IJ",11
"Saint Luke's Des Peres Hospital","BUPIV 125 W PMP 400LIJ",1195
"Saint Luke's Des Peres Hospital","BUPIVAC EPI 25 10ML IJ",17
"Saint Luke's Des Peres Hospital","BUPIVAC EPI 5 10ML IJ",30
"Saint Luke's Des Peres Hospital","BUPIVAC EPI 5 50ML IJ",63
"Saint Luke's Des Peres Hospital","BUPIVACAIN LIPO PER1MGIJ",7
"Saint Luke's Des Peres Hospital","BUPIVACAINE 0.5% 10ML IJ",7
"Saint Luke's Des Peres Hospital","BUPIVACAINE 25 50ML IJ",66
"Saint Luke's Des Peres Hospital","BUPIVACAINE 5 50ML IJ",174
"Saint Luke's Des Peres Hospital","BUPIVACAINE 75 10ML IJ",26
"Saint Luke's Des Peres Hospital","BUPROPION 100MG TB",8
"Saint Luke's Des Peres Hospital","BUPROPION 100MG XR TB",17
"Saint Luke's Des Peres Hospital","BUPROPION 150MG XR TB",18
"Saint Luke's Des Peres Hospital","BUPROPION 150MG XR24 TB",24
"Saint Luke's Des Peres Hospital","BUPROPION 75MG TB",9
"Saint Luke's Des Peres Hospital","BUSPIRONE 10MG TB",13
"Saint Luke's Des Peres Hospital","BUSPIRONE 2 5MG TB",4
"Saint Luke's Des Peres Hospital","BUSPIRONE 5MG TB",9
"Saint Luke's Des Peres Hospital","BUTORPHANOL PER 1MG IJ",20
"Saint Luke's Des Peres Hospital","CA CARB VITD 250 125TB",8
"Saint Luke's Des Peres Hospital","CACL 10 10ML IJ",47
