Mnemonic,Name,Std Price
2780008417,Pinacle Duet,"$7,027.00"
2780008419,Pinnacle Mesh-Anterior,"$5,452.25"
2780008422,Proxima Posterior Repair Kit,"$4,477.50"
2780008424,Biceptor Kit,"$1,729.25"
2780008433,Esophyx Cartridge,$831.50
2780008441,Anatomical Chin,$859.75
2780008451,Hemostatic Gel Synaero,$591.00
2780008459,Seprafilm Ahesion Barrier,"$1,164.75"
2780008463,Tacker Absorbable,"$2,744.25"
2780008471,Screw Teno,"$1,504.00"
2780008472,Kit Teno Screws,$835.50
2780008475,Palind Slot Kit,"$2,392.75"
2780008477,Total Hip Pros,"$9,625.95"
2780008478,Total Knee Prosthes,"$8,244.02"
2780008479,Total Shoulder Implant,"$25,454.49"
2780008480,Misc Implants,"$11,951.98"
2780008481,Graft Tissue,"$3,984.75"
2780008538,Power Port Low Profile,"$2,136.25"
2780008548,Plate Pds Flexible,"$1,427.25"
2780008565,Screw,"$1,433.00"
2780008566,Guidewire,$132.00
2780008567,Eye Sphere,$196.50
2780008568,Eye Conformer,$443.25
2780008569,Femoral Block Adjuustable,"$1,330.50"
2780008570,Tibialis Tendon W/Block,"$6,950.00"
2780008571,Jones Tube W/Suture Hole,$474.75
2780008572,Jones Tube W/Angle,$450.25
2780008573,Coaptite,"$1,492.00"
2780008574,Retromax,"$1,099.50"
2780008575,Stent Ureteral,$608.25
2780008576,Patcher Device Kartush,$576.75
2780008577,K-Wire Threaded,$139.00
2780008578,Screw,$586.00
2780008579,Plate,"$3,156.25"
2780008580,Plate,"$1,599.75"
2780008581,Plate,$717.25
2780008582,Plate,$628.00
2780008583,Plate,"$2,119.75"
2780008584,Plate,"$2,732.50"
2780008585,Carbon Fiber Rod,$594.50
2780008586,Rush Pin 6Mm,$519.75
2780008587,Rush Pin 5Mm,$434.75
2780008588,Rush Pin 3Mm,$320.00
2780008589,Rush Pin 2.5Mm,$332.00
2780008591,Plate,"$2,699.25"
2780008592,K-Wire Threaded,$139.00
2780008595,Plate Cloverleaf,"$1,037.75"
2780008596,Screw Cortex 2.4,$232.75
2780008597,Femoral Nail End Cap,$776.25
2780008660,Maxforce Thick 5X5Cm,"$6,818.25"
2780008666,Prokera 15Mm,"$5,496.75"
2780008667,Tibialis Tendon Anterior,"$4,577.25"
2780008669,Stent Perc Antegrade Double J,$795.50
2780008675,Schatz Pin,$79.00
2780008678,K-Wire Threaded,$139.00
2780008679,Washer,$241.50
2780008681,Femoral Nail End Cap,$776.25
2780008682,Screw Cortex 2.4,$232.75
2780008683,Fixation Nails,"$5,701.00"
2780008685,Screw Teno,"$1,504.00"
2780008705,Screw Cork W/Fiberwire,"$1,159.75"
2780008707,Rod Shaw Implant Stiff,"$1,136.50"
2780008716,Cortical Cancellour Chips,"$1,409.25"
2780008719,Allostem Cubes 5Cc,"$5,250.50"
2780008736,Graft Semi-T Podiatry,"$4,272.00"
2780008741,Macroplastique,"$2,362.50"
2780008743,Plate Femur,"$3,912.50"
2780008746,Allostem Cube 1Cc,"$2,272.25"
2780008750,Apical & Posterior Elevate Sys,"$4,582.75"
2780008751,Anterior Elevate,"$5,134.00"
2780008763,Amnio Shield 2X2,"$3,340.50"
2780008779,Allowrap 4X4,"$2,476.75"
2780008780,Power Port Inj,"$1,078.00"
2780008796,Mini Arc Pro Sling System,"$4,145.00"
2780008800,Flexigraft,"$4,834.00"
2780008805,Strattice Tissue Matrix,"$6,617.75"
2780008806,Mesh #7,"$8,008.75"
2780008821,Ventralight Mesh  4.5 Circle,"$3,029.50"
2780008822,"Ventralight Mesh  6"" Circle","$4,003.50"
2780008832,Cancellous Crushed 15Cc,"$1,134.00"
2780008837,Collagen Fiber Tape,$510.00
2780008838,Speedbridge Implant System Kit,"$3,767.75"
2780008839,Meniscal Cinch Crv Tip St,"$1,174.75"
2780008849,Matric Thick 10Cmx15Cm,"$7,810.25"
2780008850,Matric Thick 10Cmx20Cm,"$10,413.50"
2780008851,Matric Thick 20Cmx30Cm,"$16,661.50"
2780008852,Matric Thick 20Cmx30Cm,"$31,239.70"
2780008854,Simplex Hv W/Gentamicin,"$1,030.75"
2780008855,Secure Strap Open,"$2,230.25"
2780008874,Cancellous Crushed 30Cc,"$2,515.50"
2780008878,Cortical Strut,"$1,503.75"
2780008947,Istent,"$3,562.50"
2780009300,Des Stents,"$5,133.50"
2780100001,Supera Peripheral Stent System,"$2,840.50"
2800005600,Chemotherapy Cns With Lp,$336.00
2800005601,Chemo Iv Push Addl Drug,$189.00
2800005602,Chemo Iv Infusion 1Hr,$553.25
2800005603,Chemo Iv Infusion Addl Hr,$332.00
2800005604,Chemo Iv Infus Each Addl Seq,$283.50
2800096401,Chemo Anti-Neopl Sq/Im,$246.00
3000002002,DRUG SCREEN CONFIRMATION,$48.00
3000005316,Tacrolimus Fk 506,$300.25
3000005355,Topiramate Level,$177.75
3000005372,Wbc Diff Manual,$146.75
3000005384,Protozoa Ab,$49.00
3000005386,Immunodiff Qual Each,$99.25
3000005387,Actinomyces Ab,$53.00
3000005412,Psa Screening,$201.25
3000005416,Methotrexate Level,$134.00
3000005599,Sperm Check,$94.00
3000005600,Sperm Count,$132.50
3000005601,Cell Ct W/Diff-B Flo,$45.50
3000005605,Keppra Level,$174.00
3000005615,Tsh,$177.50
3000005644,Sirolimus Rapamune,$134.00
3000005645,Zonigran Level,$205.00
3000005656,Lamictal/Lamotrigine,$225.25
3000005716,Hemogram Part Diff,$82.25
3000005779,Venipuncture,$23.50
3000005888,Synov Flo Cel Ct/Dif,$45.50
3000005890,Phlebotomy-Paternity,$39.50
3000005946,Cbc With Auto Diff,$90.25
3000005948,Hemogram With Plts,$75.50
3000006014,Ltc Phlebotomy Mileage Charge,$2.00
3000006030,Crystal Exam/Body Fl,$89.50
3000006096,Complete Metabolic Panel,$192.25
3000006745,ICUP DRUG SCREEN -MULTI,$137.00
3010003119,Adrenal 21 Hydroxylase Ab,$364.00
3010004008,Ia Not Infect Agt Ab;Multistep,$121.00
3010004009,Gg Ig Igd Igg Igm Ea,$59.75
3010004400,Chromium,$124.75
3010004567,Factor V Gene,"$1,018.75"
3010004830,Soluble Transferrin Receptor,$320.75
3010004856,Pancreatic Elastase Fecal,$320.75
3010004859,Corticosterone,$185.50
3010004860,Drug Screen  Tramadol Urine,$237.25
3010004868,Creatinine Not Blood,$61.25
3010004869,Metanephrines,$346.50
3010004881,Poc Metabolic Panel Ionized Ca,$74.00
3010004931,Antiglomerular Bsmt Memb Ab,$320.75
3010004933,Ck Isoenzyme Serum,$119.00
3010004937,Ethanol Urine,$237.25
3010004950,Cpk: Mb Fraction Only,$97.00
3010004951,Myoglobin,$186.50
3010004952,Natriuretic Peptide,$145.00
3010004953,Troponin Quan,$126.50
3010005000,Occult Blood Feces 1-3 Tests,$29.00
3010005001,Occult Blood Feces 1-3 Test Er,$27.50
3010005028,B-Type Natriuretic Peptide,$145.00
3010005038,Ia Not Infect Agent; Ria Tech,$364.00
3010005040,Buprenorphine Scr W/Conf Urin,$237.25
3010005104,Bile Acids;Total,$64.50
3010005105,Methotrexate Level,$320.75
3010005110,Fetal Lung-Fluoresc Polariz,$497.50
3010005123,Placenta Alpha Micro Ig C/V,$446.25
3010005220,Prothrombin Frag/Thrombin Comp,$320.75
3010005251,Beta-2-Microglobulin,$189.25
3010005264,Disopyramide Serum,$134.00
3010005277,Quantitative Assay Other Drug,$134.00
3010005281,Albumin Urine,$46.00
3010005283,Alpha-1-Antitrypsin;Phenotype,$126.00
3010005284,Cortisol; Total,$91.75
3010005291,Oxcarbazepine (Trileptal) Ser,$187.50
3010005293,Nicin Level Vitamin B-3,$366.75
3010005296,Electrophoretic Test,$297.25
3010005297,Porphyrins Serum,$177.00
3010005300,Ccp Igg Antibodies,$121.00
3010005301,Folic Acid Rbc,$150.25
3010005304,Fructosamine,$124.75
3010005305,Apolipoprotein,$154.00
3010005308,Adh,$229.75
3010005309,Dexameth Suppression,$91.75
3010005315,Carbon Monoxide Quan,$102.00
3010005319,Vitamin B6 Level,$115.50
3010005321,Thyroxine Bind Glob,$149.50
3010005324,Glutamic Acid Decarb,$364.00
3010005326,Hgb Free Plasma,$62.50
3010005333,Aminolevulinic Acd,$130.75
3010005334,Porphobilinogen Quan,$102.25
3010005354,Fetal Fibronectin,$602.50
3010005365,Ldh W/Iso,$107.00
3010005371,Selenium Level,$198.75
3010005374,Co=Ox Analysis Only,$96.25
3010005376,Beta Hydroxybutyrate,$166.00
3010005379,Lipoprotein A,$320.75
3010005381,Osteocalcin,$247.00
3010005388,Protein-Serum Total,$41.75
3010005389,Micro Protein Quant,$65.25
3010005390,Hydroxyprogesterone 17-D,$268.25
3010005398,Organic Acid Analysis Urine,$255.00
3010005399,Calcitonin Level,$339.00
3010005400,C-Peptide,$206.00
3010005401,Acetone Level Quan.,$166.00
3010005402,Hcg Quant -Beta Subunit,$87.50
3010005405,Acth Level,$382.25
3010005406,Albumin-Serum Level,$36.75
3010005408,Aldolase Level,$91.50
3010005410,Aldosterone Urine,$350.75
3010005411,Aldosterone Blood,$350.75
3010005413,Alkaline Phosphatase,$65.25
3010005414,Aminophyllin Level,$110.00
3010005415,Ammonia Level,$113.00
3010005417,Amylase,$98.50
3010005421,Alk Phos Isoenzymes,$146.75
3010005422,Arsenic Quant Blood,$188.50
3010005423,Ascorbic Acid/Vit C,$73.25
3010005425,T3; Reverse,$326.00
3010005430,Bilirubin Total,$63.75
3010005431,Vitamin D W/ Or W/O Fractions,$453.75
3010005435,Vitamin E,$141.50
3010005436,Parathormone-C,$406.75
3010005437,Bun,$50.00
3010005439,Calcium-Serum,$40.25
3010005441,Carotene Level,$77.00
3010005442,Catecholamines-Urine,$280.50
3010005444,Cea,$200.50
3010005445,Ceruloplasmin,$71.50
3010005446,Chloride-Serum,$34.00
3010005447,Cholesterol,$40.50
3010005450,Sex Hormone Binding,$179.25
3010005454,Cortisol Free-Urine,$139.25
3010005456,Cpk,$80.25
3010005457,Creatinine Clearance,$115.50
3010005458,Creatinine Ser,$59.75
3010005459,Cryoglobulin,$54.75
3010005465,Digoxin Level,$101.75
3010005466,Dilantin Level,$152.25
3010005474,Estradiol Level,$137.75
3010005476,Estrogen Serum Total,$241.25
3010005478,Carnitine Free And Total,$146.75
3010005479,Fecal Fat Qual,$56.75
3010005480,Quantit Organic Acids Ea Spec,$142.75
3010005481,Folic Acid-Serum,$102.25
3010005482,T4-Free,$95.25
3010005483,Amino Acid Profile,$900.00
3010005485,Fsh,$207.00
3010005490,Gastrin Level,$118.25
3010005491,Gentamicin Level,$120.00
3010005492,Ggt,$84.00
3010005494,Glucose Quant,$44.50
3010005495,Glucose Tol 3 Specs,$147.50
3010005496,Glucose 6-Phosphate,$91.50
3010005497,Glycosalated Hgb,$86.75
3010005499,Growth Hormone (Hgh),$164.75
3010005501,Cholesterol-Hdl,$74.75
3010005504,Hepatitis Panel,$300.50
3010005506,Hiaa - 5,$85.50
3010005510,Insulin Level(Total),$129.00
3010005511,Iron Bind Capacity,$92.50
3010005512,Iron-Serum,$68.50
3010005514,Ketosteroid-17 Urine,$154.50
3010005519,Ldh,$63.75
3010005521,Lead Level,$119.25
3010005525,Lidocaine Level,$121.25
3010005526,Lipase Level Serum,$78.00
3010005527,Lipid Panel,$154.25
3010005530,Lithium Level,$78.00
3010005531,Liver/Hepatic Panel,$199.25
3010005532,Luteinizing Hormone,$204.75
3010005534,Mercury Level Quant,$175.75
3010005538,Primidone/Mysoline,$110.00
3010005540,Occult Blood Feces,$27.50
3010005543,Parathormone Peptide,$364.00
3010005551,Dhea-Sulfate Serum,$156.75
3010005554,Phenobarbital Level,$115.00
3010005555,Phosphorus-Serum,$37.25
3010005559,Potassium-Serum,$53.75
3010005560,Pregnancy Test Qual,$94.00
3010005564,Protein Electro-Urine,$112.25
3010005565,Protein Electro-Bf,$98.75
3010005566,Progesterone Level,$200.25
3010005578,Renin Level,$223.50
3010005580,Tsi,$270.25
3010005590,Serotonin Level,$254.50
3010005591,Prolactin-Serum,$215.00
3010005592,Protein Electro-Csf,$300.50
3010005593,Sgot/Ast,$61.25
3010005594,Sgpt/Alt,$61.25
3010005596,Basic Metabolic  Panel,$164.00
3010005598,Sodium-Blood,$38.75
3010005600,Protein - Urine,$42.75
3010005604,Thyrotropin Receptor,$364.00
3010005606,Hgb A2 Quant-Spectro,$177.00
3010005608,Testosterone-Total,$245.25
3010005611,Phenytoin Free Level,$174.00
3010005612,Magnesium Rbc,$78.00
3010005613,Triglycerides,$64.75
3010005617,T3 Uptake,$80.50
3010005618,T4-Thyroxine,$79.75
3010005620,Uric Acid Serum,$53.00
3010005622,Urinary Calculi,$108.25
3010005628,Vitamin B-12 Level,$105.00
3010005629,Vma-Urine,$122.25
3010005631,Drug Screen Urine 9,$442.25
3010005638,Cpk Iso Enzymes/Ckmb,$97.00
3010005649,Angiotensin I (Ace),$158.50
3010005650,Somatomedin-C,$414.00
3010005652,Ferritin Level,$144.00
3010005655,Free T3,$177.25
3010005670,Proinsulin Level,$311.25
3010005673,Gliadin Ab,$121.00
3010005674,Gammaglobulin,$59.00
3010005675,Psa Free,$146.50
3010005681,Nephelometry Ea Analyte,$125.00
3010005684,Iodine Urine,$272.00
3010005685,Alpha-1-Antitrypsin; Total,$89.50
3010005688,Hereditary Hemochromatosis,$593.75
3010005689,Renal Panel,$67.75
3010005690,Acetylcholine Receptor,$364.00
3010005691,Carbmazepine; Free,$189.50
3010005694,Protoporphyrin Quant,$132.75
3010005704,Alpha-Feto Protein,$175.75
3010005705,Estriol,$239.50
3010005706,Hcg Serum Quant,$87.50
3010005708,Immunoglobulin Subcl,$115.50
3010005709,Urine Micro Albumin,$50.25
3010005712,Immunoassay Quant Nos Nonab,$320.75
3010005714,Aromatic Solvents Exposure,$147.50
3010005725,Tt3 Total,$143.75
3010005731,Isopropyl/Acetone,$147.50
3010005733,Occult Blood Gastric,$25.00
3010005735,Urea Clearance,$66.00
3010005736,Lipoprotein,$264.50
3010005741,Creatine,$41.50
3010005742,Prealbumin,$102.25
3010005743,Thiamine/Vitamin B1,$132.50
3010005744,Methylmalonic Acid,$209.75
3010005756,Gput Serum Quant,$255.75
3010005764,Ldl Cholest Direct,$35.25
3010005766,Tryptase,$320.75
3010005773,Cadmium Level Quant,$217.50
3010005786,Acetone Qual,$66.25
3010005787,Osmolality-Blood,$45.00
3010005789,Transferrin,$96.00
3010005790,Metanephrines Level,$346.50
3010005794,Haptaglobin Quant,$89.00
3010005796,Iga,$59.00
3010005798,Body Fluid Glucose,$34.25
3010005801,Tegretol Level,$167.00
3010005803,Copper Level,$106.75
3010005804,Zinc Level,$94.50
3010005805,Magnesium Level,$78.00
3010005807,Depakene/Valpr Level,$156.25
3010005808,Zarontin Level,$159.00
3010005809,Psa,$154.00
3010005819,Dhea,$125.25
3010005826,Ph-Body Fluids,$28.00
3010005830,Dh Vitamin D 1 25,$410.50
3010005846,Vancomycin Level,$111.50
3010005847,Vad Cholesterol,$197.00
3010005858,Myoglobin Serum,$186.50
3010005865,Vad Cholesterol,$197.00
3010005869,Tobramycin Level,$133.25
3010005870,Flecainide Level,$134.00
3010005872,Erythropoietin,$141.75
3010005877,Zoloft/Sertraline,$134.00
3010005887,Homocystine,$141.00
3010005892,Calcium-Urine,$66.25
3010005893,Chloride-Urine,$47.25
3010005894,Spinal Fluid-Chlorid,$41.25
3010005895,Cortisol Total,$91.75
3010005896,Glucose Tol Add Test,$42.00
3010005897,Hemoglobin Electro,$96.00
3010005900,Sodium-Urine,$29.00
3010005902,Uric Acid Body Fluid,$40.50
3010005916,Homovanillac Acid,$149.75
3010005919,Thyroglobulin,$126.50
3010005924,Estrone,$197.00
3010005925,Anrostenedione,$228.25
3010005926,Vitamin A Level,$86.25
3010005927,11-Desoxycortisol,$330.50
3010005929,Cyclosporine,$179.50
3010005940,Pku Testing,$132.75
3010005941,Amikacin Level,$101.25
3010005943,Osmolality-Urine,$49.25
3010005944,Urea Nitrogen-Urine,$27.25
3010005950,Co2,$27.25
3010005954,Ige,$163.00
3010005957,Fecal Fat Quant,$53.00
3010005984,Igg,$59.00
3010005985,Igm,$59.00
3010005993,Creatinine Urine,$61.25
3010005999,Phosphorus-Urine,$45.50
3010006000,Potassium-Urine,$48.25
3010006001,Glucagon,$236.50
3010006002,17-Hydroxypregnenolone,$181.75
3010006019,Nurontine-Gadatentin,$134.00
3010006029,Lactic Acid,$75.25
3010006035,Procain W/Metabolite,$148.75
3010006039,Aluminum Level,$210.00
3010006048,Antimyelin Assoc Globulin Ab,$275.25
3010006054,Amiodarone(Cordarone) Serum,$134.00
3010006059,Protein; Electrophoretic Serum,$98.75
3010006067,Hemosiderin Urine,$42.25
3010006072,Oxalate Urine Level,$106.75
3010006073,Testosterone-Free,$300.25
3010006078,Bilirubin Direct,$43.00
3010006079,Calcium-Serum Ionize,$137.00
3010006080,Catecholamines-Blood,$208.75
3010006088,Collagen Cross Links,$148.50
3010006090,Electrolyte Panel,$78.00
3010006091,Vasoactive Intestinal Polypep,$403.00
3010006093,Free T4 By Equilibrium,$95.25
3010006099,Renin,$223.50
3010006101,Aldosterone,$350.75
3010006103,Gc/Ms:Quan Ss & Mp,$123.25
3010006110,Abg Complete,$226.75
3010006120,Mthfr Gene,$265.75
3010006121,F2 Gene,$545.25
3010006149,Glucose Post Dose,$48.75
3010006302,Meconium Drug Screen 5,$237.25
3010006504,Specific Gravity Body Fluid,$11.00
3010006510,Drug Screen Urine 13,$442.25
3010006731,Myelin Basic Protein,$170.00
3010006735,Oligoclonal Bands,$165.50
3010006737,Protein-Body Fluid,$41.75
3010006738,Troponin Quant,$133.00
3010006839,Bedside Blood Glucose (Bbg),$32.75
3010006840,Chromosome Analysis,"$3,119.25"
3010006841,Fragile X Mr1 Gene Detection,$503.75
3010006842,Drugs Of Abuse 6 Panel Bl0Od,$442.25
3010006843,Factor Ii Mutation,$545.25
3010007000,Chemiluminescent Assay,$145.00
3010007001,Transcortin,$88.25
3010007352,Lactoferrin Fecal(Quant),$173.25
3010007360,Lactoferrin Fecal (Qual),$116.00
3010008003,Fatty Acid Profile,$123.25
3010008004,Ethylene Glycol,$185.50
3010008005,Everolimus,$277.00
3010008006,Assay For Calprotectin Fecal,$304.25
3010008007,Vitamin K1,$101.00
3010008016,Barbituate Confirm Ur,$103.00
3020003110,Anti Hu Ab,$164.75
3020003229,Additional Units Screened,$43.50
3020003231,Antibody Id,$225.50
3020003574,Tb Test Cell Immun Measure,$429.00
3020004015,Nmo Igg,$164.75
3020004930,Anti-Centremere Antibody,$143.00
3020005029,Latex Specific Igg,$49.00
3020005036,Strongyloides Ab Igm,$166.00
3020005108,Anti-Dnase B Ab,$145.25
3020005112,Anti-Phosphatidylserine Ab,$122.25
3020005113,Treponema Pallidium Ab,$114.25
3020005120,T Cells; Absol Cd4 Count,$193.75
3020005121,Complement C1Q,$125.00
3020005248,Serum Immunoelectrophoresis,$220.75
3020005252,Igm Response,$149.75
3020005254,Ehrlichiosis AbIgg/Igm,$174.00
3020005303,Mumps Igm,$121.25
3020005310,Hepatitis Delta Ab,$155.00
3020005320,Immunfix E-Phorsis/Urine/Csf,$222.00
3020005327,Microsomal Antibodies,$161.50
3020005329,Parvovirus Ab,$191.00
3020005331,T-Cell Cd4/Cd8,$232.25
3020005335,Anti-Ss Dna,$114.50
3020005339,Herpes Simplex-I Igm,$125.50
3020005340,Herpes Simplex-Ii Ig,$182.75
3020005356,Antipancreatic Cells,$177.75
3020005364,Heparin Ind Platelet Ab,$553.00
3020005367,Fungal Ab Qualitate,$125.00
3020005369,Anca,$313.50
3020005370,Beta-2 Glycoproteins,$75.75
3020005393,Scleroderma-70 Ab,$143.00
3020005396,Chromogranin A,$165.50
3020005400,Ia Infectious Agent Ab Quan,$24.75
3020005402,Anti-Jo 1,$143.00
3020005407,Extractable Nuclear,$143.00
3020005409,Smooth Muscle Ab,$164.75
3020005419,Ana,$134.50
3020005424,Aso Titer,$72.75
3020005426,Vdrl-Csf,$30.25
3020005438,C-Reactive Protein,$54.75
3020005451,Coombs Direct,$42.75
3020005467,Varicella Zoster,$120.00
3020005480,Inflammatory Bowel Dis Prof,$289.50
3020005484,Ffp Thawing-Each U,$35.25
3020005486,Hepatitis B Surf Ab,$119.75
3020005500,Rapid Plasma Reagin Quant,$41.25
3020005536,Monotest,$65.25
3020005552,Hiv Confirmation,$161.50
3020005555,Q Fever Antibodies,$52.75
3020005575,Ra Test,$70.75
3020005585,Rubella Titer,$158.75
3020005587,Rickettsia Antibody,$152.50
3020005600,Platelet Antibody,$553.00
3020005607,Streptozyme Screen,$55.00
3020005625,Epstein-Barr Virus,$131.50
3020005631,Crp-Cardiac,$120.25
3020005634,Anticardio Lipin Ab,$125.50
3020005640,Cold Agglutin Titer,$89.50
3020005648,Hep C Ab-Confirm,$103.00
3020005652,Babesia Microti Ab,$125.50
3020005654,Hep B Core Igg/Igm,$90.75
3020005662,Fungal Ab Qualitate,$107.00
3020005663,Fungal Ab Qualitate,$94.50
3020005666,Ige Qual Each,$49.00
3020005667,Ige Qual Multi Ag,$159.25
3020005669,Intrinsic Factor Ab,$171.50
3020005672,Cmv-Igm,$112.25
3020005674,Endomysial Antibody,$164.75
3020005681,Ige Quant Each,$49.00
3020005682,C1 Esterase Serum,$125.00
3020005683,C1 Esterase Function,$109.50
3020005688,Anti-Dsdna,$144.00
3020005691,Influenza Titer,$215.25
3020005694,Hepatitis A Ab; Igm,$110.25
3020005695,Ra Quant Test,$63.75
3020005696,Hep B Core Ab Igm,$131.25
3020005697,Thyroglobulin Ab,$177.00
3020005713,Hepatitis Be Ab,$86.75
3020005719,Rubeola,$140.75
3020005721,Anca,$313.50
3020005728,Iep-24Hr Urine,$248.75
3020005756,Saccharomyce Cerevisiae Prof R,$275.00
3020005759,Beta-2 Blycoproteins,$75.75
3020005760,Beta-2 Glycoproteins,$75.75
3020005763,West Nile Virus Ab Igm,$176.25
3020005780,West Nile Virus Antibody,$176.25
3020005783,Histoplasma Ab,$171.75
3020005784,Toxoplasma Ab,$144.00
3020005797,H.Pylori Ab,$176.75
3020005806,Hiv,$88.50
3020005810,Antimitochon Scrn Ab,$164.75
3020005814,Complement C3 Ab,$125.00
3020005815,Complement C4 Ab,$125.00
3020005817,Complement Ch50,$167.00
3020005818,Hepatitis A Ab Igm,$124.75
3020005822,Hla B27,$293.75
3020005823,Legionaires Titer,$127.00
3020005824,Rsv,$157.25
3020005825,Mycoplasma Ab Titer,$131.25
3020005828,Lymes Antibody,$167.75
3020005839,Cancer Antigen 15-3,$217.25
3020005840,Ca 125,$216.75
3020005841,Cancer Antigen 27-29,$217.25
3020005843,Cytomegalovirus Igg,$161.50
3020005850,Viral Neutralization,$118.50
3020005861,Ehrlichiosis Ab,$174.00
3020005878,Ca 19-9,$155.00
3020005923,Herpes Test,$144.00
3020005934,Epstein-Barr Erna,$152.50
3020005935,Epstein-Barr Vca,$179.50
3020005952,Tularemia Titer,$121.25
3020005953,Helicobacter Pylo Ab,$176.75
3020005958,Anticardio Lipin Ab,$84.00
3020005986,Inhibina,$298.50
3020005989,Cat Scratch Disease,$81.75
3020005991,Insulin-Like Growth 3,$364.00
3020005996,Antibody Id Rbc Each,$377.25
3020006000,Toxocara Ab,$166.00
3020006001,Aspergillus Ag Eia,$250.75
3020006003,Insulin Auto Antibodies,$174.00
3020006004,Toxoplasmosis Igm,$125.75
3020006028,Fta-Abs,$114.25
3020006038,Crypto Csf Ab,$167.00
3020006040,Hepatitis C Ab,$158.50
3020006050,Hiv-2 Ntibodies By Eia,$174.00
3020006051,Htlv-I/Htlv-Ii Antibodies,$126.50
3020006060,Immuno Electrophoreses; Serum,$203.75
3020006066,Fluor Noninf Agent Ab: Titer,$313.50
3020006068,Allergen Specific Ige; Ea All,$49.00
3020006071,Immune Complex Assay,$211.50
3020006081,Lyme Disease By Pcr,$573.75
3020006082,Bordetella Antibody Quant,$181.00
3020006119,Unlisted Immunology Procedure,$210.75
3020006732,Neuronal Nuclear Ab,$164.75
3020006745,Anti-Neuronal Ab-Csf,$164.75
3020007350,Ab;Trichinella,$192.50
3020008006,Ab;Hbcab-Total,$90.75
3020008007,Ab;Hbcab-Igm Ab,$131.25
3020008008,Ab;Hbsab,$119.75
3020008009,Ab; Hbeab,$86.75
3020008010,Hepatitis A Antibody,$124.75
3020008011,Hepatitis A Igm Antibody,$110.25
3020008201,Hiv-1 Ag W/Hiv-1 & Hiv-2 Ab,$136.25
3020008202,Allerg Sp Ige; Quan/Semiquan,$49.00
3020011705,Tuberculin Ppd,$18.00
3020011706,Tuberculin Ppd,$18.00
3050004500,Activated Clotting Time(Act),$36.00
3050004601,Clotting;Factor Ii,$301.75
3050004602,Clotting;Factor V,$248.75
3050004603,Clotting;Factor Vii,$256.25
3050004604,Clotting;Factor X,$296.75
3050004835,Plasminogen,$415.25
3050004836,Factor Inhibitor Test,$215.00
3050004838,Plasminogen Act Inhibitor 1,$175.75
3050004850,Beta 2 Blycoprotein 1 Ab Ea,$75.75
3050005000,Clotting; Factor Xi,$287.00
3050005001,Clotting; Factor Vii,$256.25
3050005002,Clotting; Factor Xiii,$210.75
3050005003,Clotting; Factor Ix,$323.00
3050005111,Thromboplastin Inhibition Tis,$36.50
3050005221,Fibrin Degradation Products,$164.00
3050005222,Clotting;Factor Ii Prothrombin,$301.75
3050005279,Heparin Anti-Xa,$323.75
3050005286,Factor X Activity,$296.75
3050005292,Hexagonal Phase Phospholipid,$134.50
3050005314,D-Dimer Quantitative,$94.50
3050005342,Factor Viii (Ahg),$149.75
3050005343,Factor Viii Vw,$246.25
3050005353,Factor Viii Vw Ag,$246.25
3050005405,Serum Lysozyme,$166.00
3050005443,Activated Protein C,$188.50
3050005463,Cbc W/Manual Diff          R,$222.25
3050005480,Fibrinogen Level,$129.75
3050005502,Hematocrit,$42.75
3050005503,Hemoglobin,$42.75
3050005545,Antithromb 3 Funct,$32.25
3050005553,Factor V Activity,$248.75
3050005557,Platelet Count Automated,$50.25
3050005563,Protein C Activity,$216.75
3050005570,Protime &/Or Inr,$55.00
3050005572,Ptt,$55.00
3050005576,Rbc Only,$27.50
3050005579,Retic Count-Manual,$54.25
3050005583,Rhogam Rosette Test,$55.50
3050005589,Sedimentation Rate,$45.50
3050005630,Wbc,$40.50
3050005633,Simplate Bleed Time,$50.25
3050005657,Fdp-D Dimer,$303.25
3050005675,Osmotic Fragility,$738.50
3050005751,Ptt Sub,$134.50
3050005752,Russell Vv Diluted,$181.25
3050005788,Leuko Alk Phos W/Ct,$73.25
3050005799,Protein S Free,$228.00
3050005910,Transfusion Rx Worku,$455.50
3050005913,Sickle Cell,$47.25
3050005952,Fetal Rbc(Kleihauer),$162.00
3050006026,Protein C An-Coag,$302.50
3050006027,Protein S Profile,$298.50
3050006069,Pfa 100,$182.25
3050006073,Thrombin Time,$74.25
3050006074,Antithromb 3 Antigen,$77.25
3050007351,Functional Plasminogen,$415.25
3060004850,Bk Qt Pcr Blood/Urine,$624.75
3060004857,Bordatella Pertussis Pcr,$308.00
3060005026,Herpes Simplex Culture/Typing,$300.75
3060005030,Cmv Qualitative Pcr,$404.00
3060005100,Histoplasma Antigen,$204.00
3060005101,Neisseria Gonorr Naa,$308.75
3060005102,Hiv-1 Na Quan,$666.50
3060005122,C Diff Amplified Probe,$234.50
3060005265,Hsv I/Ii Dna By Pcr,$636.75
3060005268,Hepatitis B-Surf Ag,$112.75
3060005270,Hepatitis B Virus By Pcr,$604.75
3060005272,Concentration For Inf Agents,$69.00
3060005273,Smear Fluorescent/A F Stain,$50.00
3060005284,Cyclospora Smear Stool,$119.00
3060005303,Hepatits C Rna Amp Probe,$403.25
3060005306,Chlamydia Dna,$308.75
3060005307,Influenza-Waived,$104.75
