Procedure ID,Description,Amount
825704,PROTECTR NRV AXO3.5X20MM,3125.00
825705,PRTC NRV 5MM 20MM AXOGRD,3125.00
825706,PRTC NRV 7MM 20MM AXOGRD,3125.00
825707,PROTECTR NRV AXGRD40X3.5,3875.00
825709,LINER R3 20D 66-68X32MM ,1500.00
825727,CMPNT FEM 3LT KN PST STB,4000.00
825729,CATH BLN 3.5MM 140CM 1.5,2286.52
825736,NL 15MM 300MM FEM NLEX  ,4534.00
825744,LEAD DC SPNT 6947M62    ,10250.00
825745,LEAD DC SPNT DF4 6947M55,10250.00
825746,NL 14MM 44CM RT TROCH IM,5019.25
825750,WEDGE TIB SCR 10 LGN5-6 ,2722.50
825751,WEDGE FEM 15MM LGN 4KN  ,2041.87
825753,STEM FEM HIP XTD 16.25  ,6250.00
825756,STENT URET 8.5FR 26CM .0,254.65
825762,SCREW NON-LCK 4.7X25    ,187.50
825765,NAIL IM TI 380X10 FEM CN,4239.50
825804,ROD CONN VRTX SLCT 3.5MM,1500.00
825859,HOOK SPNL 4.5MM LMNA    ,875.00
825957,INSERT JRNYII SZ1-2 11MM,1875.00
825960,SCREW SPN VRTXMAX 3.5X28,1800.00
825961,SCREW SPN MP-AXL 3.5X28 ,1800.00
826193,TEMPLATE BNDRG LNG CALC ,610.56
826221,STENT AAA 13MMX90MM     ,7160.00
826223,STENT AAA 16MMX39MM     ,712.25
826268,OSTEOTOME THN 3IN 12MM  ,1145.27
826269,OSTEOTOME 3INX8MM FLX TH,720.04
826302,SCREW AXSOS LCK 5X30MM  ,321.62
826308,CATHETER DLV SYS 130CM 5,424.30
826311,ANCHOR SUT 7.0MM SWVLCK ,1447.50
826326,DRILL CANNULATED 2.5MM D,1794.60
826346,SUTURE VLOC 2-0 GS-21 9I,121.55
826381,CATHETER ART 8FR 110CM  ,2483.41
826397,CAGE CLYDESDALE 10X45   ,9000.00
826406,CATH BLNDIL .014 5FR 146,865.44
826430,CATH DRN 12FR 45CM LSDPR,287.69
826486,FILTER PRFSN PALL .2UM D,27.01
826501,NEEDLE BX 16GA 16.5CM OS,77.27
826506,STENT BIL PRTG 8X40X120 ,2187.50
826631,SCREW SET CSPN          ,225.00
826636,INSERT ACTB +4X62X36MM  ,2446.25
826637,SPACER 9393008 CRESCENT ,6250.00
826638,SPACER 9393010 CRESCENT ,6250.00
826654,TUBE 16FR STR REPL GSTRM,116.84
826678,BLADE CHSL 2.5INX8MM FLX,299.67
826686,SCREW BN 2.7MM 16MM LCP ,296.25
826689,STAPLER INT 4MM TI ENDO ,884.71
826691,SPACER 9393011 CRESCENT ,5625.00
826696,CAP ESCPSL 1.2MM SLF HL ,47.60
826698,CATHETER INTVN .025IN 7F,1903.83
826706,GLND PEG CORTILOC M30   ,4937.50
826707,COMPNT GLND PEG AWLS 413,4397.50
826786,GLND COMPONENT  M35 PEG ,8375.00
826787,GLND COMPONENT  S40 PEG ,4937.50
826789,GLND COMPONENT  XL60 PEG,4937.50
826811,RELOAD STPLR 0D 4.8MM MF,526.34
826830,CATH RFLX 5F .058X1.15X8,4940.06
826832,RESTORESENSOR IMPLT NEUR,39750.00
826890,CEMENT KYPHO XPEDE 17CC ,745.52
826898,DRSNG THN 3.4X2.4IN ABS ,17.26
826949,SCREW BN PHNX 5X65MM    ,591.30
826999,INTRO CLSCSHTH 7FR 13CM ,137.29
827210,SPACER SPNL 26X7MM      ,6750.00
827213,SPACER SPNL 26X15MM CPST,6250.00
827226,MESH SURG VNTRLT 13X10IN,5300.00
827301,TS-NON EXCLUSIVE ALLOGRA,1047.80
827302,INTRODUCER CATH 55CM 8.8,298.57
827303,INTRODUCER SHTH 6FR 65CM,467.34
827325,STENT VASC 8-6MM 40MM TP,5250.00
827334,DRESSING PETRO 9X5IN XR ,75.91
827342,PLATE SHRT 2.4--2.7 2HL ,2344.52
827345,SCREW TRSL VA LCK 2.7X20,373.00
827400,PLATE HAND PRFL 57-10379,986.45
827439,SCISSORS STR BLNT/SHRP S,16.13
827440,HANDLE QC SWVL CAP SCRDR,1492.09
827442,TROCAR OPTW BLDLSS 5X75 ,88.86
827467,CTH URET KMP ACC 5F 65  ,199.45
827482,STAPLER INT CRV ADJ 25MM,2274.13
827483,STAPLER INT CRV ADJ 29MM,2274.13
827492,GUN BNCMNT KYPHN2       ,820.61
827494,CARTRDGE BNCMNT KYPHN   ,347.72
827496,DEVICE INFLTN BIG60 60ML,148.36
827497,ENERGEN DR DF4 ICD      ,24850.00
827500,LINER ACTB 4 NTRL 58X36 ,2446.25
827505,LEAD ICD ETAK 1COIL 59CM,10875.00
827506,STAPLER VASC EGIA 60MM  ,2037.46
827515,SCREW P-AX 5.5MMX45MM   ,1800.00
827534,CLIP ANRSM 3MM CRV DISP ,524.25
827535,CLIP ANRSM 4MM CRV DISP ,524.25
827536,CLIP ANRSM 2MM STR DISP ,504.00
827537,CLIP SET AVM 3MM        ,504.00
827538,CLIP ANRSM 4MM STR DISP ,504.00
827539,CLIP ANRSM 5MM YSRGL TI ,495.65
827549,ICD ENERGEN DFR E140    ,24850.00
827553,KWIRE ORTH 150X1.6MM    ,183.47
827555,HEAD HUM 508-32-103     ,1875.00
827557,STEM HUM 10MM MNOBLCK RS,12500.00
827558,NAIL 9MM 38CM SP CNDL FE,4561.25
827574,SCREW ANKL FT NLCK3.5X20,475.00
827580,SCREW LCK 5X14          ,186.75
827581,SCREW LCK 5X30          ,186.75
827632,GW VSC TFE CTD 260 .03  ,87.62
827641,SCREW ANKL FT NLCK3.5X26,403.75
827671,CATH ABL 7F 4MM 2-5-2 M ,5617.47
827697,PLATE SPN XLNK32-37X4.75,1500.00
827709,STENT COR INTGR 2.25X08 ,3500.00
827710,STENT COR INTGR 2.25X12 ,3500.00
827711,STENT COR INTGR 2.25X14 ,3500.00
827712,STENT COR INTGR 2.25X18 ,3500.00
827713,STENT COR INTGR 2.25X22 ,3500.00
827714,STENT COR INTGR 2.25X26 ,3500.00
827715,STENT COR RX 2.25X30MM  ,3500.00
827716,STENT COR INTGR 2.50X08 ,3500.00
827717,STENT COR INTGR 2.50X12 ,3500.00
827718,STENT COR INTGR 2.50X14 ,3500.00
827719,STENT COR INTGR 2.50X18 ,3500.00
827720,STENT RESLUTE RX 2.50X22,3500.00
827721,STENT COR INTGR 2.50X26 ,3500.00
827722,STENT COR INTGR 2.50X30 ,3500.00
827723,STENT COR INTGR 2.75X08 ,3500.00
827724,STENT COR INTGR 2.75X12 ,3500.00
827725,STENT COR INTGR 2.75X14 ,3500.00
827726,STENT COR INTGR 2.75X18 ,3500.00
827727,STENT COR INTGR 2.75X22 ,3500.00
827728,STENT COR INTGR 2.75X26 ,3500.00
827729,STENT COR INTGR 2.75X30 ,3500.00
827730,STENT COR INTGR 3.0X09MM,3500.00
827731,STENT 3.0X12MM RESOLUTE ,3500.00
827732,STENT COR INTGR 3.0X15MM,3500.00
827733,STENT COR INTGR 3.0X18MM,3500.00
827734,STENT SYST RX 3.0 X 22  ,3500.00
827735,STENT SYST RX 3.0 X 26  ,3500.00
827736,STENT SYST RX 3.0 X 30  ,3500.00
827743,STENT SYST RX 3.5 X 09  ,3500.00
827744,STENT SYST RX 3.5 X 12  ,3500.00
827745,STENT SYST RX 3.5 X 15  ,3500.00
827746,STENT SYST RX 3.5 X 18  ,3500.00
827747,STENT SYST RX 3.5 X 22  ,3500.00
827748,STENT SYST RX 3.5 X 26  ,3500.00
827750,STENT SYST RX 3.5 X 30  ,3500.00
827751,STENT SYST RX 4.0 X 09  ,3500.00
827752,STENT SYST RX 4.0 X 12  ,3500.00
827753,STENT SYST RX 4.0 X 15  ,3500.00
827754,STENT SYST RX 4.0 X 18  ,3500.00
827755,STENT SYST RX 4.0 X 22  ,3500.00
827758,STENT SYST RX 4.0 X 26  ,3500.00
827759,STENT SYST RX 4.0 X 30  ,3500.00
827762,SCREW SPN MP-AXL 6.5X50 ,1800.00
827763,ICD ENERGEN CRT DF4 N140,35027.50
827776,APPLCTR ENDO 34CM SRGFLO,176.00
827777,SCREW SET BRK OFF 5.5   ,225.00
827782,CATH ARMDA 6FR 10X80X20 ,701.01
827784,CATHETER BLNDIL 10X80X40,701.01
827785,CATHETER BLNDIL 10X80X60,701.01
827786,CATHETER BLNDIL 10X80X80,701.01
827787,CATH ARMDA PTA 12X135X20,701.01
827788,CATH ARMDA PTA 12X135X40,701.01
827789,CATHETER BLNDL 12X135X60,701.01
827791,CATHETER BLNDL 12X135X80,701.01
827794,CATHETER BLNDIL 12X80X40,701.01
827796,CATHETER BLNDIL 12X80X60,701.01
827797,CATHETER BLNDIL 12X80X80,701.01
827799,CATH ARMDA PTA 14X135X40,701.01
827800,CATHETER BLNDL 14X135X60,701.01
827802,CATHETER BLNDL 14X135X80,701.01
827804,CATHETER BLNDIL 14X80X40,701.01
827805,CATHETER BLNDIL 14X80X60,701.01
827806,CATHETER BLNDIL 14X80X80,701.01
827810,CATHETER BLNDIL 3X80X20 ,701.01
827812,CATHETER BLNDIL 3X80X40 ,701.01
827813,CATH ARMDA PTA 4X135X20 ,700.22
827814,CATH ARMDA PTA 4X135X40 ,701.01
827817,CATH BLNDIL 5FR 4X80X20 ,701.01
827818,CATH BLNDL PTA 4X40 80CM,700.22
827821,CATH ARMDA PTA 5X135X20 ,701.01
827822,CATH ARMDA PTA 5X135X40 ,701.01
827825,ARMADA 35 PTA CATHETER 5,701.01
827826,ARMADA 35 PTA CATHETER 5,701.01
827829,CATH ARMDA PTA 6X135X20 ,701.01
827830,CATH ARMDA PTA 6X135X40 ,701.01
827835,CATH ARMDA 5FR 6X80X20  ,701.01
827836,CATH ARMDA PTA 6X80X40  ,701.01
827840,CATH ARMDA PTA 7X135X40 ,701.01
827843,ARMADA 35 PTA CATHETER 7,701.01
827844,CATH BLNDIL 7X80X40     ,701.01
827851,CATH ARMDA 6FR 8X80X20  ,701.01
827854,CATH ARMADA 8X40MM 80CM ,70.41
827855,CATHETER BLNDIL 8X80X60 ,701.01
827858,CATH ARMDA PTA 9X135X40 ,701.01
827861,CATH ARMDA PTA 9X20X80  ,701.01
827866,COMPNT FEM JRNEY2 SZ5 RT,5000.00
827867,INSERT ARTC XLPE SZ3-4  ,1875.00
827868,INSERT ARTC SZ3-4 12MM  ,1875.00
827869,INSERT ARTC LT 3-4 10MM ,1875.00
827870,INSERT JRNY2 SZ3 13MM   ,1875.00
827871,INS JRNYII XLPE SZ3-4   ,1875.00
827875,INS JRNY II 10MM 5-6 RT ,1875.00
827877,INSERT XLPE JRNY2 10MM  ,1875.00
827885,INSERT 9MM JOURNEY II   ,1875.00
827891,COMPNT FEM JRNYII RT KN3,5000.00
827894,COMPNT FEM JRNY2 LT SZ6 ,5000.00
827896,COMPNT FEM LT KN SZ7    ,5000.00
827898,INSERT JRNYII 9MM 1-2 RT,1875.00
827899,INS JRNYII 18MM SZ 7-8 L,1875.00
827900,INS JRNYII 15MM SZ 7-8 L,1875.00
827901,INSERT JRNY2 10MM SZ1-2 ,1875.00
827902,STEM FEM 10MM SCR LNG4  ,2041.87
827905,CANNULA LUER ADPT 15GA  ,10.63
827908,PORT VALVE BIOPSY 711135,21.64
827909,INS JRNYII 12MM SZ 1-2 L,1875.00
827910,INS JRNYII 13MM SZ 1-2 L,1875.00
827911,INSERT JRNY2 13MM RT 5-6,1875.00
827912,INS JRNYII 15MM SZ 5-6 R,1875.00
827913,INS JRNYII 18MM SZ 5-6 R,1875.00
827914,INSERT JRNYII 9MM 5-6 LT,1875.00
827915,INSERT JRNY2 10MM SZ 5-6,1875.00
827922,INTRODUCER SHTH 6FR 23CM,102.67
827923,INTRODUCER SHTH 7FR 23CM,102.67
827924,INTRODUCER SHTH 8FR 23CM,102.67
827925,INSERT JRNY2 1-2 11MM RT,1875.00
827927,INSERT JRNYII 12MM SZ1-2,1875.00
827928,INS JRNYII 13MM SZ 1-2 R,1875.00
827929,INSERT JRNYII 11MM SZ7-8,1875.00
827930,INSERT JRNY2 7-8 10MM LT,1875.00
827931,INS JRNYII 18MM SZ 7-8 R,1875.00
827932,INS JRNYII 15MM SZ 7-8 R,1875.00
827933,INSERT JRNYII 13MM SZ7-8,1875.00
827934,INS JRNYII 12MM SZ 7-8 R,1875.00
827935,INS JRNYII 11MM SZ 7-8 R,1875.00
827936,INSERT JRNYII 18MM SZ5-6,1875.00
827937,INS JRNYII 15MM SZ 5-6 L,1875.00
827938,INS JRNYII 13MM 5-6 LT  ,1875.00
827939,INS JRNYII 12MM SZ 5-6 L,1875.00
827940,INSERT JRNY2 11MM SZ 5-6,1875.00
827942,INSERT JRNY2 11MM SZ5-6 ,1875.00
827947,INSERT JRNY2 15MM SZ3-4 ,1875.00
827948,INSERT JRNY2 12MM 3-4 LT,1875.00
827950,INS JRNYII 18MM SZ 3-4 R,1875.00
827951,INSERT JRNY2 15MM SZ 3-4,1875.00
827953,INS JRNYII 13MM SZ 3-4 R,1875.00
827954,INSERT JRNY2 9MM RT 3-4 ,1875.00
827955,INS JRNYII 18MM SZ 1-2 L,1875.00
827956,INS JRNYII 15MM SZ 1-2 L,1875.00
827958,INSERT JRNY2 9MM 1-2 LT ,1875.00
827959,INS JRNYII 18MM SZ 1-2 R,1875.00
827970,INSERT ARTC 1-2 RT 15MM ,1875.00
827980,DRSG 20X8IN GNTL ADHRNC ,307.23
827981,DRSNG WND SIL/PU FLM 7X4,48.38
827982,LNR ACT R3 20D 60MM 32MM,1500.00
827986,STENT ENDOVASC FAS08040 ,5687.50
827997,PLATE MINI MXLFCL 16 HL ,612.50
827998,SCREW BN TI L6MM OD2MM  ,176.75
828012,INSERT ARTC 7-8 9MM KN  ,3459.37
828013,STEM FEM LGN SHORT 14X80,1462.50
828014,COMPNT FEM 7 LT KN LGN  ,10878.75
828015,PLATE BS TIB LT LGN7    ,4758.75
828024,COMP HIP ANTHLGY POR SZ7,5625.00
828026,COMPNT FEM 6 LT KN LGN  ,10878.75
828028,COMPNT CNSTRN RT KN SZ4 ,10878.75
828037,STEM FEM HIP STD SZ 17.5,6250.00
828044,STENT BIL HLNK 5X18X135 ,2250.00
828051,STENT BIL HLNK 5.5X12X80,2250.00
828052,PACEMAKER ADPTA LGDRK1  ,9125.00
828056,BLADE ANG CLRCT 2.4MM   ,105.41
828060,CTHDRN APD REG 14F35 PIG,364.27
828086,SCREW TNODSIS CMPR 8X12 ,1125.00
828112,LEAD PCNG QRTET 1458Q/75,5602.50
828113,LEAD PCNG QRTET 1458Q/92,4352.50
828116,NEEDLE ASP 19GA EXP FLX ,1471.23
828117,STENT GFT EN 22X80X16X40,28950.00
828118,STENT BIL PRTG 8X30X80  ,2187.50
828144,PLATE 187 SS 3.5 SCR 10H,3807.00
828146,CATH ABL FOCL 60 4X160  ,2800.20
828149,KIT BN MRRW ASPRATE CONC,5353.12
828153,KIT CATH DRTHN 12102805 ,444.12
828157,SRFC ARTC 12MM NXG LPSFL,1875.00
828170,BIT DRL TWST AO 26X2.5MM,285.20
828171,LNR ACTB R3 0D 52MM 32MM,1500.00
828175,COMPNT SEG 33MM 9-16MM  ,5981.25
828187,PLATE 4.5MM CRVD CNDYL  ,4596.75
828188,SCREW CNDRL LCP 2.5X90MM,677.40
828193,HP ANTHGY PROS SZ7      ,5625.00
828204,STNT EPRSTH 29X6X8MM 7FR,8340.00
828208,SCREW PROFYL 53-17013   ,191.00
828215,CATH BLN 5FR 6MM 135CM  ,724.21
828217,CATH BLN 5FR 3MM 135CM  ,724.21
828218,CATH BLN 5F 3MM 135CM 10,724.21
828233,PLATE 3.5MM SCR 5 HL    ,2724.00
828234,PLATE 3.5MM SCR 7 HL    ,2987.75
828240,COMPONENT FEM 7 LT KN   ,4000.00
828242,GDWR VASC 190CM .035IN  ,303.69
828250,CATHETER EP BLU 92CM 6FR,269.94
828253,SCREW MP-AXL SPN 5.5X55 ,2187.50
828259,DRILL SURG BTNDS 4MM SCR,713.98
828262,CATH ARTHMY TRBHWK XMED ,9896.66
828263,DEVICE CLSR MYNX 6-7FR  ,597.50
828288,TRAY UVC W/ SAFETY COMPO,214.39
828294,PLATE 77MM 2.4MM SCR 5X7,2683.75
828304,NAIL IM SP CNDL 14X38MM ,4432.50
828316,SCREW LCP CORT 1.5X12MM ,123.18
828331,SHELL ACTB CONTIN OO 64M,3662.50
828332,LINER ACTB CONT OO 64X36,2290.00
828333,SCREW CORTICAL 5.0 X 55M,603.25
828342,PLATE MINI 6HL 1.5MM    ,123.18
828349,GRAFT ILIAC LMB 20X90MM ,7160.00
828359,HD HUM VRSA 54X27X55    ,2250.00
828397,BALLN PWRCRS 5X80X150   ,709.65
828472,COMPNT SEG COLR 9-16MM  ,4781.25
828488,COLLAR SEGMENTAL TM 9-16,9543.75
828525,NEEDLE PEDICLE ACCESS DI,96.59
828528,LEAD PCNG QRTET 1458Q/86,5602.50
828553,NAIL HUM IM NLEX 7X230MM,5227.92
828555,SCREW BN 2.3MM 24MM SMTL,228.25
828559,SURGIFLO THROMBIN 8ML   ,792.27
828586,CRT-D QDRA DF1 CD3249-40,41805.00
828588,CATHETER BLNDIL 10MM 80C,672.67
828592,CATHETER BLNDIL 9MM 80CM,672.67
828593,LEAD PCNG DF4 64CM 293  ,10875.00
828594,LEAD PCNG DF4 59CM 295  ,10875.00
828595,LEAD PCNG DF4 64CM 296  ,10875.00
828611,PLATE TIB 8HOLE 3.5     ,4103.25
828626,LINER ALTRX NEUT 32X50  ,2375.00
828645,TUBE 80X10X7MM CUF CLIP ,265.56
828646,TUBE 88X11X8MM CLIP IN  ,270.86
828674,TROCAR LPSCP 100X5MM XCL,88.86
828682,SCREW BN 5MM 50MM PHNX T,730.00
828697,CATH XTRT PRNTO V4 6.0F ,1557.79
828701,SHEATH LSR 50CM 14FR 9.5,7270.50
828712,SHEATH LSR 50CM 12FR 7.5,7270.50
828713,SHEATH LSR 50CM 16FR 11.,7270.50
828736,PLATE VSN NEW LCK 27.5MM,2500.00
828771,STENT EVRLMS 144CM2.5MM ,3500.00
828772,STENT EVRLMS 144CM2.75MM,3500.00
828773,STENT EVRLMS 3MM32MM    ,3500.00
828774,STENT COR MK 3.50X32X144,3500.00
828777,STENT EVRLMS 38MM2.75MM ,3500.00
828778,STENT COR 3MM144CM38MM  ,3500.00
828779,PE PLUS (MR)3.50 MMX38MM,3500.00
828780,STENT PRMUS ELMT+ 4X38  ,3500.00
828798,LINER ACTB PNCL NTRL 48M,1375.00
828811,QTRT LEAD 1458Q/75      ,5602.50
828924,ARMADA 35 PTA CATHETER 9,701.01
828925,CATHETER BLNDIL 9X80X60 ,701.01
828933,SCREW P-AX 4.5MMX30MM   ,1800.00
828934,SCREW P-AX 5.5MMX30MM   ,1800.00
828938,ICD ENERGEN DR E143     ,24850.00
828942,ROD SPN CNTRD 5.5X35MM  ,450.00
828953,VALVE ARWY 7MM NTNL FRM ,6625.00
828954,VALVE ARWY 6MM NTNL FRM ,6625.00
828977,SCREW SPNL MAS 6.5X45   ,2187.50
829013,MESH SURG VNTRLT 14X12IN,5568.75
829015,MESH SURG VNTRLT 10X6IN ,3205.00
829055,CATH ABL 108 7FR 6MM MED,3687.94
829058,CATHETER CRYABL FRZR MAX,4573.04
829059,CATHETER EP 15MM LOOP AC,2643.51
829060,CATHETER EP 20MM LOOP AC,2643.51
829065,KIT ABL ARCTIC FRNT MNL ,649.07
829099,COMPONENT ELBOW SMALL   ,2000.00
829254,SOLUTION IRR RNGR 1000ML,36.98
829264,OSTEOTOME 3INX10MM CRV F,720.04
829265,DEVICE 14IN 30 ATM BSX C,123.91
829312,SCREW CNDYL T25 2.5X80MM,677.40
829344,SOL IV DEX 5% 50ML      ,178.77
829346,WAND PROCISE PLASMA MLW ,1917.73
829352,PLATE 105MM SS 3.5MM SCR,2320.25
829410,STENT VASC 6MM 40MM 80CM,1850.00
829435,STENT VASC 10MM 40MM 80C,1850.00
829441,STENT ABS PRO 6X30X135  ,2250.00
829442,STENT ABS PRO 6X40X135  ,2520.00
829443,KIT PRCRDCTS PRVC PGTL  ,560.95
829445,STENT ABS PRO 6X80X135  ,2250.00
829446,STENT VSC ABST 6X100X135,2500.00
829450,STENT ABS PRO 7X40X135  ,2250.00
829460,STENT VSC ABST 8X100X135,2500.00
829473,NAIL 11MM 42CM SP CNDL  ,4561.15
829479,GFT STNT 212MM 44MM 25FR,48737.50
829480,STENT GFT VLNT 44X44X150,46237.50
829487,EXPANDER TISS 600ML     ,3875.00
829509,GUIDEWIRE VASC 300CM .01,1764.00
829519,SHELL ACTB 58MM MLHL R3 ,3751.87
829520,STEM HIP COLR POR 260X13,12521.25
829524,BLOCK LGN 3-4 5MM LT KN ,2458.12
829525,BLOCK AUGMT LGN 3-4 15MM,2435.62
829549,CAGE SPNL 25M 25M T2 XVB,10018.13
829552,NAIL 14MM 44CM SP CNDL  ,4841.60
829555,COMPNT GLND SHLDR46X46MM,2750.00
829556,CMPNT GLND CMNTLS INV/R ,3375.00
829559,RLD ECHLN LPSCP BLCK 60M,507.85
829574,CMPNT FEM 4RT MDL L-L KN,3250.00
829575,COMPONENT TIBTRY 4 FX BR,2500.00
829576,SCREW BN 3.5MM 14MM LCP ,63.28
829577,STENT EPRSTH 2.5MM 5CM 1,6987.50
829599,KIT JGRKNT DISP CRV 1.5 ,800.00
829620,BIT DRL LORENZ 01-9192  ,560.95
829622,HEAD GLND 36MM AN SHLD  ,3375.00
829623,WIRE FX 2MM 60MM KRSH   ,37.00
829628,KIT PROC ADPT EDG 90D   ,3899.18
829629,KIT PROC ADPT EDG 180D  ,3899.18
829637,CMPNT SIGMA HIP SZ4 7MM ,1375.00
829648,BIT DRL 2.0MMX1.10MM STR,920.82
829664,GRAFT BN VTSS BIOACTV 2X,2178.00
829680,BNDG 10YDX4IN ZNO DOME  ,36.58
829681,BIT DRL 11MM TIB FEM    ,785.19
829688,CATH URET IMGR2 5FR 65CM,84.18
829689,COUNTERSNK DISP 3.5MM   ,322.97
829709,WASHER FEM PROX CRVD 4MM,3356.25
829710,COMPONENT FEM PROX 38MM ,16350.00
829711,LEAD DEFIB LINOX 65X18CM,10187.50
829713,STYLET STR GRY 58CM     ,149.49
829714,DEVICE V-LOC 180 2-0 GS-,91.69
829715,SCREW INTFR 35X12 DLT   ,805.00
829716,STEM HUM 10MM REV CMPRH ,16405.00
829791,COIL EMBL 3CM 3MM NST MI,172.50
829792,COIL EMBL 5CM 2MM NST   ,172.50
829793,COIL EMBL 5CM 2MM NST MI,172.50
829794,COIL EMBL 7CM 3MM NST MI,187.50
829796,COIL EMBL 7CM 4MM NST MI,187.50
829797,COIL EMBL 7CM 6MM NST 3.,187.50
829798,COIL EMBL 14CM 14MM NST ,205.00
829799,COIL EMBL .035 14CM 16MM,205.00
829800,COIL EMBL .035 14CM 18MM,205.00
829801,COIL EMBL .035 14CM 20MM,205.00
829803,COIL EMBL .035 20CM 18MM,252.50
829804,COIL EMBL 20MM NST 3.2LO,252.50
829808,SCREW BNE TI L26MM OD5MM,577.25
829813,PLATE 42MM SS 2.4MM SCR ,2395.75
829815,PLATE NAR 6.MM 2.4MM    ,2588.75
829817,GRASPER LAPSCP HYBRD JW ,607.38
829824,CAPSULE GSEN ADV        ,761.59
829831,GRAFT SFT TIS ASEP 26CM ,3791.25
829832,EXPANDER TISS 12X11CM BR,3875.00
829835,SCREW BN 4.75MM20MM TI  ,187.50
829836,TRAY HUM LCK RING 44MM  ,6075.00
829932,CATH ARMDA PTA 4X135X150,701.01
829934,CATH ARMDA PTA 5X135X150,701.01
829940,CATH ARMDA PTA 5X135X200,701.01
829942,CATH ARMDA PTA 4X135X200,701.01
829944,CATH ARMDA PTA 4X135X250,701.01
829945,CATH ARMDA 5FR 5X135X250,701.01
829947,CATH ARMDA 5FR 6X135X150,701.01
829949,CATH ARMDA PTA 6X135X200,701.01
829950,CATH ARMDA PTA 6X135X250,701.01
829952,CATH ARMDA PTA 7X135X150,701.01
829953,CATH ARMDA PTA 7X135X200,701.01
830112,LINER ACTB NEUT HIP36X52,2446.25
830114,PLATE ANG SM TI HNG TRGH,994.50
830148,SOLUTION IRR 0.9% NACL P,200.22
830168,CATH COBRA #2 5FR 65CM  ,64.90
830184,SOLUTION IRR 0.9% NACL P,15.34
830185,STEM HUM AN SHLD 48D    ,1500.00
830301,INSERT SHEARS ESURG 8MM ,1607.74
830303,MOLD ADPT NK STG1 6MM   ,1329.32
830355,CATH EMPRA 06X3.75MM    ,798.95
830357,CATHETER BLNDIL 1.9-2.7F,422.59
830374,CATH EMPRA 12X2.50MMPTCA,798.95
830375,CATH EMPRA 12X2.75MMPTCA,798.95
830376,CATH EMPRA 12X3.00MMPTCA,798.95
830380,CATH EMPRA 12X4.00MMPTCA,798.95
830384,CATH EMPRA 15X2.50MMPTCA,798.95
830394,CATH EMPRA 15X3.50MMPTCA,798.95
830502,EXPANDER TISS 400ML STY ,3875.00
830516,ROD SPN CNTOR BCK 5.5MM ,450.00
830524,CATHETER GD 90CM 6FR .07,141.68
830607,MRKR RAD W NDL 20CM 18GA,180.00
830611,REAMER SURG 19MM HD RIA ,1315.63
830726,STEM MONOBLCK 12X10MM   ,12500.00
830754,CUTTER PWRD ECHLN FLX 45,1090.06
830759,LINER ACTB R3 20D 62X44 ,1500.00
830764,PLATE 4.5MM VA-LCP CRVD ,5320.30
830773,CATH OTW 2.5X100X150CM  ,958.16
830826,ELECTRODE ESURG SLP FRNT,1873.67
830829,STNT EPRSTH THOR 10CM 26,31290.00
830906,CATH IU BAKRY 24FR 54CM ,871.33
831000,PASSER KIT SUT UCL STRL ,3543.57
831001,CLIP SET AVM 5MM        ,504.00
831006,SCREW FX NLCK 4.75X15   ,187.50
831007,FEM PROX TIS ATCHMNT 7 F,3356.25
831020,NAIL 9MM 40CM SP CNDL T2,5515.50
831021,ELECTRDE ESURG LOOP FRNT,1873.67
831030,GRAFT NRV AVANC 50X4-5MM,6125.00
831032,GWIRE PRESSUREWR AERIS  ,2177.75
831033,BEARING SHL HUM +3 44-36,1812.50
831034,GRAFT HUM TIS 30MM 203MM,4625.00
831036,BODY PROX 42 LG W/SCR TI,14540.00
831037,AUGMENT REGENEREX SM TI ,11575.00
831038,STEM MOD W/SCR 9 150    ,11530.00
831041,SCREW SPN CPSR 6.5X40MM ,1800.00
831047,DRESSING 12X4IN SLFADH L,137.68
831053,STENT VSC EVFLX 6F 6X200,2750.00
831058,CATHETER ANGIO IL3.75 CR,328.41
831072,SLEEVE HUM FRACT 9MM    ,550.00
831086,GUIDEWIRE VASC 180CM .01,220.99
831089,SCREW BN ORTH 3.2X34MM  ,910.00
831091,STYLET VERT ACC CEMENT D,129.84
831100,PLATE BASE GNSIS2 8LT KN,2500.00
831111,HEAD OFFST MOD 19MMX56MM,2750.00
831140,STEM FEM PRIM HI OFST   ,5625.00
831141,NAIL IM TI 480X10 FEM CN,4534.00
831143,NAIL IM TI 460X11 FEM CN,4534.00
831144,NAIL IM TI 480X11 FEM CN,4534.00
831145,NAIL IM TI L460MM OD12MM,4534.00
831146,NAIL IM TI 480X12 FEM CN,4534.00
831147,NAIL IM TI L460MM OD13MM,4534.00
831148,NAIL IM TI 48X13 NAIL-EX,4534.00
831149,NAIL 14MM 300MM FEM NLEX,4155.00
831150,PLATE 1MM MNDB 7 HL     ,1787.50
831151,BLADE SHVR 130MM 5MM    ,224.22
831152,PLATE NAR 63MM 2.4MM    ,2757.50
831153,PLATE NAR 72MM 2.4MM    ,2859.50
831154,PLATE NAR 72MM 2.4MM    ,2859.50
831157,SCREW 2.3X6MM 41-2306   ,215.00
831165,MESH SURG 9CM PRTX VNTRL,1063.50
831168,CATH GD TIG4 6FR 100CM  ,328.41
831169,CATH GD 6FRIL3.5 LTIKARI,328.41
831170,CATH GD TIG4 6FR 100CM  ,328.41
