"SVCCD","Description","PRICE1","As of Date"
"1217100","TAMSULOSIN 0.4MG CAP",4.50,"2/5/2019"
"1217105","TERAZOSIN 1MG CAP   ",3.80,"2/5/2019"
"1217120","THIAMINE 100MG TAB  ",4.50,"2/5/2019"
"1217129","THYROID 60MG TAB    ",7.40,"2/5/2019"
"1217134","TIMOLOL .25% OS 5ML ",9.70,"2/5/2019"
"1217138","TOBR.3-DEX.1%OS2.5ML",129.00,"2/5/2019"
"1217139","TOBR.3-DEXA.1%OIN3.5",619.00,"2/5/2019"
"1217141","TOPIRAMATE 25MG TAB ",4.50,"2/5/2019"
"1217143","TRAMADOL 50MG TAB   ",4.50,"2/5/2019"
"1217147","TRAZODONE 50MG TAB  ",4.50,"2/5/2019"
"1217154","GUAIFENE SR 600MG TB",4.50,"2/5/2019"
"1217156","TRIAMT/HCTZ 37.5 TAB",4.50,"2/5/2019"
"1217161","TRIHEXYPHENIDY 2MGTB",7.80,"2/5/2019"
"1217168","TUBERCU 5U/.1ML .1ML",28.00,"2/5/2019"
"1217170","URSODIOL 250MG      ",7.80,"2/5/2019"
"1217171","VALACYCLOVI 500MG TB",9.10,"2/5/2019"
"1217179","VASOPRESSIN 20U/ML  ",366.00,"2/5/2019"
"1217182","VENLAFAXI 75MG SR CP",4.50,"2/5/2019"
"1217183","VENLAFAXINE 75MG TAB",7.80,"2/5/2019"
"1217185","VENLAFAXI 37.5M SRCP",4.50,"2/5/2019"
"1217187","VERAPAMIL 80MG TAB  ",4.50,"2/5/2019"
"1217189","VERAPAMIL 240MG CRTB",4.50,"2/5/2019"
"1217190","VERAPAMIL 120MG CRTB",4.40,"2/5/2019"
"1217192","FLUOXETINE 10MG CAP ",4.50,"2/5/2019"
"1217193","VERAPAMIL 180MG CRTB",4.50,"2/5/2019"
"1217197","WARFARIN 10MG TAB   ",9.40,"2/5/2019"
"1217198","WARFARIN 1MG TAB    ",4.50,"2/5/2019"
"1217199","WARFARIN 2.5MG TAB  ",4.50,"2/5/2019"
"1217200","WARFARIN 5MG TAB    ",4.50,"2/5/2019"
"1217201","WARFARIN 7.5MG TAB  ",9.10,"2/5/2019"
"1217207","ZINC OX 20% OINT 30G",7.40,"2/5/2019"
"1217211","ZIPRASIDONE 20MG CAP",7.40,"2/5/2019"
"1217212","ZOLPIDEM 5MG TAB    ",4.50,"2/5/2019"
"1217213","FUROSEMIDE 20MG TAB ",4.50,"2/5/2019"
"1217214","FUROSEMIDE 40MG TAB ",4.50,"2/5/2019"
"1217215","GABAPENTIN 300MG CAP",4.50,"2/5/2019"
"1217216","GABAPENTIN 100MG CAP",4.50,"2/5/2019"
"1217217","GABAPENTIN 400MG CAP",4.50,"2/5/2019"
"1217218","GALANTAMINE 4MG TAB ",7.80,"2/5/2019"
"1217223","GEMFIBROZIL 600MG TB",4.50,"2/5/2019"
"1217224","GENTAMCYI.3%OIN 3.5G",32.00,"2/5/2019"
"1217229","GLIMEPIRIDE 2MG TAB ",4.50,"2/5/2019"
"1217232","GLIPIZIDE 5MG TAB   ",7.80,"2/5/2019"
"1217245","HALOPERIDOL 1MG TAB ",4.50,"2/5/2019"
"1217246","HALOPERIDOL 5MG TAB ",4.50,"2/5/2019"
"1217256","CALC CARB 500MG CHW ",4.50,"2/5/2019"
"1217260","CALCIUM CL 10% 10ML ",24.00,"2/5/2019"
"1217261","FLUOXETINE 20MG CAP ",4.50,"2/5/2019"
"1217266","CAPTOPRIL 12.5MG TAB",7.50,"2/5/2019"
"1217267","CAPTOPRIL 25MG TAB  ",7.80,"2/5/2019"
"1217270","CARBAMAZEPINE 200MGT",20.00,"2/5/2019"
"1217294","CEFUROXIME 250MG TAB",9.20,"2/5/2019"
"1217295","CELECOXIB 100MG CAP ",14.00,"2/5/2019"
"1217301","CETIRIZINE 5MG/5ML  ",11.00,"2/5/2019"
"1217304","CHLORDIAZEPOXIDE 25M",4.50,"2/5/2019"
"1217306","CHLORDIAZEPOXIDE 5MG",4.50,"2/5/2019"
"1217314","CHLORTHALIDONE 25MGT",4.50,"2/5/2019"
"1217318","CILOSTAZOL 100MG TAB",4.40,"2/5/2019"
"1217323","CIPROFLOXA .3% 2.5ML",15.00,"2/5/2019"
"1217328","CITALOPRAM 20MG TAB ",4.50,"2/5/2019"
"1217329","NA CIT500-CIT A334/5",7.80,"2/5/2019"
"1217331","CLARITHROMY 500MG TB",15.00,"2/5/2019"
"1217334","CLINDI2.5-CHLOR5MGCP",7.25,"2/5/2019"
"1217335","CLINDAMYCIN 150MG CP",4.50,"2/5/2019"
"1217338","CLINDAMYCIN600MG/4ML",17.00,"2/5/2019"
"1217339","CLONAZEPAM 0.5MG TAB",4.50,"2/5/2019"
"1217340","CLONIDINE-TTS-1 .1MG",69.00,"2/5/2019"
"1217341","CLONIDINE-TTS-2 .2MG",114.00,"2/5/2019"
"1217343","CLONIDINE 0.1MG TAB ",4.50,"2/5/2019"
"1217346","CLOPIDOGREL 75MG TAB",4.50,"2/5/2019"
"1217348","CLOTRIMAZ 1%CRM 30GM",9.50,"2/5/2019"
"1217350","CLOTRIMAZOLE 10MG TR",7.80,"2/5/2019"
"1217352","COCAINE 4% 4ML SOLN ",467.00,"2/5/2019"
"1217354","ACET/CODEI 300/30 TB",4.50,"2/5/2019"
"1217361","PROMET6.25-COD10/5ML",4.50,"2/5/2019"
"1217362","COLCHICINE 0.6MG TAB",20.00,"2/5/2019"
"1217370","CYCLOBENZAPRINE 10MG",4.20,"2/5/2019"
"1217371","CYCLOPENTO 1%OS 2ML ",17.00,"2/5/2019"
"1217372","CYPROHEPTADINE 4MGTB",4.50,"2/5/2019"
"1217389","DIAZEPAM 2MG TAB    ",4.50,"2/5/2019"
"1217390","DIAZEPAM 5MG TAB    ",4.50,"2/5/2019"
"1217391","DICLOFEN .1%OS 2.5ML",8.80,"2/5/2019"
"1217400","DIGOXIN 0.125MG TAB ",4.50,"2/5/2019"
"1217401","DIGOXIN 0.25MG TAB  ",4.50,"2/5/2019"
"1217404","DILTIAZEM 30MG TAB  ",4.50,"2/5/2019"
"1217406","DILTIAZE 180MG SR CP",25.00,"2/5/2019"
"1217412","HYDRALAZINE 25MG TAB",4.50,"2/5/2019"
"1217413","HYDRALAZINE 10MG TAB",4.50,"2/5/2019"
"1217416","HCTZ 25MG TAB       ",4.50,"2/5/2019"
"1217427","HYDROCORT 1%CR 30GM ",14.00,"2/5/2019"
"1217433","HYDROXYZINE 10MG TAB",4.40,"2/5/2019"
"1217443","HYOSCYAMI.125MG SLTB",7.80,"2/5/2019"
"1217444","IBUPROFEN 100MG/5ML ",1.00,"2/5/2019"
"1217445","IBUPROFEN 200MG TAB ",1.00,"2/5/2019"
"1217446","IBUPROFEN 400MG TAB ",4.50,"2/5/2019"
"1217447","IBUPROFEN 600MG TAB ",4.50,"2/5/2019"
"1217453","INDOMETHACIN 25MG CP",4.50,"2/5/2019"
"1217466","ISONIAZID 300MG TAB ",4.50,"2/5/2019"
"1217468","ISOSORBIDE DI 10MGTB",7.80,"2/5/2019"
"1217473","ISOSORB MON 30MGSRTB",7.80,"2/5/2019"
"1217480","KETAMINE 500MG/10ML ",16.00,"2/5/2019"
"1217481","KETOCONAZ 2%SHAM 120",116.00,"2/5/2019"
"1217482","KETOCONAZ 2%CRM 15GM",59.00,"2/5/2019"
"1217486","KETOROLAC 10MG TAB  ",7.80,"2/5/2019"
"1217487","LABETALOL 100MG/20ML",16.00,"2/5/2019"
"1217488","LABETALOL 100MG TAB ",4.50,"2/5/2019"
"1217489","LACTULOSE 20GM/30ML ",7.80,"2/5/2019"
"1217493","LAMOTRIGINE 100MG TB",4.50,"2/5/2019"
"1217498","LATANOPR.005%OS 2.5M",21.00,"2/5/2019"
"1217504","LEVOFLOXACIN 250MGTB",4.50,"2/5/2019"
"1217506","LEVOTHYROXI 25MCG TB",7.40,"2/5/2019"
"1217507","LEVOTHYROX 125MCG TB",7.40,"2/5/2019"
"1217509","LEVOTHYROXI 50MCG TB",7.40,"2/5/2019"
"1217513","LEVOTHYROXIN 75MCGTB",7.40,"2/5/2019"
"1217514","LEVOTHYROXI 88MCG TB",7.40,"2/5/2019"
"1217516","LIDOCAINE 2% GEL 5ML",19.00,"2/5/2019"
"1217521","LIDOCAINE 2% INJ 20M",19.00,"2/5/2019"
"1217527","LIDOCAINE-MPF1% 30ML",19.00,"2/5/2019"
"1217530","LISINOPRIL 5MG TAB  ",4.50,"2/5/2019"
"1217531","LIDOCAINE-MPF1% 10ML",16.00,"2/5/2019"
"1217538","LIDO2.5-PRIL2.5CR 5G",14.00,"2/5/2019"
"1217543","LINEZOLID 600MG TAB ",15.00,"2/5/2019"
"1217544","LIOTHYRONINE 25MCGTB",8.20,"2/5/2019"
"1217545","LIOTHYRONINE 5MCG TB",7.80,"2/5/2019"
"1217549","LITHIUM CARB 150MGCP",4.50,"2/5/2019"
"1217550","LOPERAMIDE 2MG CAP  ",4.50,"2/5/2019"
"1217552","LORATADINE 10MG TAB ",4.50,"2/5/2019"
"1217553","LORAZEPAM 0.5MG TAB ",4.50,"2/5/2019"
"1217554","LORAZEPAM 1MG TAB   ",4.50,"2/5/2019"
"1217555","LOSARTAN 50MG TAB   ",7.80,"2/5/2019"
"1217558","LOXAPINE 25MG CAP   ",7.80,"2/5/2019"
"1217561","MAGNESIUM CITR 300ML",7.80,"2/5/2019"
"1217564","MAGNESIUM OX 400MGTB",4.50,"2/5/2019"
"1217571","DIPHENHY 12.5/5ML 5M",7.80,"2/5/2019"
"1217573","DIPHENHYDRAMI25MG CP",4.50,"2/5/2019"
"1217575","DIPHENO2.5-ATR.025TB",4.50,"2/5/2019"
"1217581","DIVALPROEX 250MGDRTB",20.00,"2/5/2019"
"1217582","DIVALPROEX 125MGDRCP",7.80,"2/5/2019"
"1217583","DIVALPROEX 500MGDRTB",20.00,"2/5/2019"
"1217588","DOCUSATE NA 100MG CP",4.50,"2/5/2019"
"1217589","DONEPEZIL 5MG TAB   ",4.50,"2/5/2019"
"1217595","DOXEPIN 10MG CAP    ",4.50,"2/5/2019"
"1217596","DOXEPIN 25MG CAP    ",4.50,"2/5/2019"
"1217600","DOXYCYCLINE 100MG IV",47.00,"2/5/2019"
"1217609","ENALAPRIL 5MG TAB   ",4.50,"2/5/2019"
"1217611","ENTACAPONE 200MG TAB",9.90,"2/5/2019"
"1217618","RACEPINEPH 2.25% .5M",8.30,"2/5/2019"
"1217619","ERGOCALCI 50000UN CP",7.80,"2/5/2019"
"1217624","ERYTHR OP5MG/GM 1GM ",24.00,"2/5/2019"
"1217632","ESMOLOL 10MG/ML 10ML",17.00,"2/5/2019"
"1217634","ESTRADIOL 1MG TAB   ",4.50,"2/5/2019"
"1217649","ETOMIDATE 2MG/ML 10M",23.00,"2/5/2019"
"1217651","FAMOTIDINE 20MG/2ML ",16.00,"2/5/2019"
"1217652","FAMOTIDINE 20MG TAB ",1.00,"2/5/2019"
"1217664","FLUTICASO 110MCG 12G",9.10,"2/5/2019"
"1217671","FLUVOXAMINE 50MG TAB",7.80,"2/5/2019"
"1217672","FOLIC ACID 1MG TAB  ",1.00,"2/5/2019"
"1217684","FENTANYL 25MCG/HR PT",80.00,"2/5/2019"
"1217685","FENTANYL 50MCG/HR PT",100.00,"2/5/2019"
"1217686","FENTANYL 75MCG/HR PT",185.00,"2/5/2019"
"1217687","FENTANY 100MCG/HR PT",180.00,"2/5/2019"
"1217689","FERR SULF 300MG/5 UD",7.80,"2/5/2019"
"1217691","FERR SULF 325MG TAB ",4.50,"2/5/2019"
"1217696","FLUCONAZOLE 100MG TB",7.80,"2/5/2019"
"1217697","FLUDROCORTIS .1MG TB",7.80,"2/5/2019"
"1217698","FLUMAZENIL 0.5MG/5ML",17.00,"2/5/2019"
"1217712","MEDROXYPROGE 2.5MGTB",4.50,"2/5/2019"
"1217714","MEGESTROL ACE 40MGTB",4.50,"2/5/2019"
"1217716","MELOXICAM 7.5MG TAB ",4.50,"2/5/2019"
"1217741","HYDROCORT 25MG SUPP ",20.00,"2/5/2019"
"1217742","BUT50-APAP325-CF40TB",4.50,"2/5/2019"
"1217743","ARTIFIC TEARS OS15ML",9.40,"2/5/2019"
"1217769","CARBID10-LEVO100MGTB",4.50,"2/5/2019"
"1217770","CARBI25-LEVOD250MGTB",4.50,"2/5/2019"
"1217771","CARVEDILO 3.125MG TB",4.50,"2/5/2019"
"1217779","DANTROLENE 20MG INJ ",288.00,"2/5/2019"
"1217796","SOD PHOS ENEMA 135ML",8.30,"2/5/2019"
"1217798","MINERAL OIL EN 135ML",8.30,"2/5/2019"
"1217801","GLYCOPYRROLATE 1MGTB",7.80,"2/5/2019"
"1217802","GOLYTELY 4L         ",21.00,"2/5/2019"
"1217808","HYDROCORT 20MG TAB  ",7.80,"2/5/2019"
"1217810","HYDROMORPHONE 2MG TA",4.50,"2/5/2019"
"1217811","HYDROXYCHLOR 200MGTB",10.00,"2/5/2019"
"1217816","LAMOTRIGINE 25MG TAB",4.50,"2/5/2019"
"1217818","LISINOPRIL 20MG TAB ",4.50,"2/5/2019"
"1217825","METFORMIN 500MG TAB ",4.50,"2/5/2019"
"1217826","METFORMIN 850MG TAB ",4.50,"2/5/2019"
"1217827","METHYLPHENIDT 5MG TB",7.80,"2/5/2019"
"1217830","METOPROLOL 50MG SRTB",7.80,"2/5/2019"
"1217833","MISOPROSTO 100MCG TB",7.80,"2/5/2019"
"1217837","MORPHINE 30MG SR TAB",7.80,"2/5/2019"
"1217839","MUPIROCIN 2%OIN 22GM",25.00,"2/5/2019"
"1217840","NABUMETONE 500MG TAB",7.00,"2/5/2019"
"1217847","NITROGLY. 50MG/250ML",15.00,"2/5/2019"
"1217851","OXYCODONE 20MG SR TB",15.00,"2/5/2019"
"1217873","PIOGLITAZONE 15MG TB",7.80,"2/5/2019"
"1217879","PRIMIDONE 250MG TAB ",7.80,"2/5/2019"
"1217880","PROBENECID 500MG TAB",21.00,"2/5/2019"
"1217888","PSYLIUM PACK        ",4.50,"2/5/2019"
"1217897","ROPINIROLE 1MG TAB  ",4.50,"2/5/2019"
"1217904","SULFASALAZIN 500MGTB",4.50,"2/5/2019"
"1217905","SUMATRIPTAN 25MG TAB",7.80,"2/5/2019"
"1217909","TERAZOSIN 5MG CAP   ",3.80,"2/5/2019"
"1217914","THEOPHYLLI 400MG TAB",8.00,"2/5/2019"
"1217918","TOBRAMYCIN UPTO 80MG",16.00,"2/5/2019"
"1217919","TOBRAMYCI .3% OS 5ML",12.00,"2/5/2019"
"1217939","VITAMIN E 400IU CAP ",1.00,"2/5/2019"
"1217940","WARFARIN 2MG TAB    ",4.50,"2/5/2019"
"1217952","LEVOFLOXIN 500MG TAB",4.50,"2/5/2019"
"1217957","EZETIMIBE 10MG TAB  ",29.00,"2/5/2019"
"1217972","METFORMIN 500MG SRTB",4.50,"2/5/2019"
"1217978","METHOCARBAM 500MG TB",4.50,"2/5/2019"
"1217982","METHYLENE BLUE1%10ML",537.00,"2/5/2019"
"1217986","METOCLOPRAMID 10MGTB",4.50,"2/5/2019"
"1217988","METOLAZONE 2.5MG TAB",4.50,"2/5/2019"
"1217990","METOPROLOL 50MG TAB ",4.50,"2/5/2019"
"1217991","METOPROLO 1MG/ML 5ML",16.00,"2/5/2019"
"1218007","MIRTAZAPINE 15MG TAB",4.50,"2/5/2019"
"1218008","MIRTAZAPINE 15MG ODT",7.80,"2/5/2019"
"1218014","CEFOXITIN 1GM IJ    ",17.00,"2/5/2019"
"1218016","NIACIN 250MG CR CAP ",4.50,"2/5/2019"
"1218033","MONTELUKAST 10MG TAB",7.80,"2/5/2019"
"1218035","MORPHINE 15MG SR TAB",7.80,"2/5/2019"
"1218037","MORPHINE 15MG TAB   ",4.50,"2/5/2019"
"1218053","NAFCILLIN 2GM SOLR  ",34.00,"2/5/2019"
"1218056","NALTREXONE 50MG TAB ",7.60,"2/5/2019"
"1218060","NAPROXEN 250MG TAB  ",4.50,"2/5/2019"
"1218068","NEO/POLY/DEX.1%OS 5M",53.00,"2/5/2019"
"1218073","NEO-POLY-HC OTIC10ML",70.00,"2/5/2019"
"1218082","NICOTINE 7MG/24HR PT",7.80,"2/5/2019"
"1218083","NICOTINE 14MG/24HR P",7.80,"2/5/2019"
"1218084","NICOTINE 21MG/24HR P",16.00,"2/5/2019"
"1218087","NIFEDIP OSM 30MGSRTB",7.80,"2/5/2019"
"1218089","NIFEDIPINE 10MG CAP ",7.80,"2/5/2019"
"1218091","NITROFURANTOIN50MGCP",7.80,"2/5/2019"
"1218098","NITROGLYC .2MG/HR PT",7.80,"2/5/2019"
"1218102","NITROGLYCE .4MG SLTB",42.00,"2/5/2019"
"1218107","NOREPINEPH 4MG/4ML  ",17.00,"2/5/2019"
"1218108","NORTRIPTYLINE 10MGCP",4.50,"2/5/2019"
"1218109","NORTRIPTYLIN 25MG CP",4.50,"2/5/2019"
"1218112","NYSTATIN 500000U/5ML",7.80,"2/5/2019"
"1218113","NYSTAT 100KU/G CR15G",16.00,"2/5/2019"
"1218118","OFLOXACIN .3%OS 5ML ",8.50,"2/5/2019"
"1218120","OLANZAPINE 2.5MG TAB",4.70,"2/5/2019"
"1218126","ORPHENADR UP TO 60MG",19.00,"2/5/2019"
"1218127","OSELTAMIVIR 75MG CAP",45.00,"2/5/2019"
"1218130","OXCARBAZEPI 150MG TB",4.50,"2/5/2019"
"1218131","OXYBUTYNIN 5MG TAB  ",4.50,"2/5/2019"
"1218133","OXYCODONE 5MG TAB   ",7.80,"2/5/2019"
"1218143","CEFDINIR 300MG CAP  ",21.00,"2/5/2019"
"1218147","PANTOPRAZO 40MG ECTB",7.40,"2/5/2019"
"1218151","PAROXETINE 20MG TAB ",4.50,"2/5/2019"
"1218156","POT CL20MEQ MIC CRTB",7.80,"2/5/2019"
"1218168","PHENYLEPH 2.5%OS 2ML",118.00,"2/5/2019"
"1218184","POLYETH GLY 3350 PKT",7.80,"2/5/2019"
"1218190","POTAS CHL 10MEQ CRTB",4.50,"2/5/2019"
"1218194","K PHOS DI 3MM/ML 15M",49.00,"2/5/2019"
"1218201","PRAMIPEXOLE 1MG TAB ",4.40,"2/5/2019"
"1218204","PRAVASTATIN 20MG TAB",4.50,"2/5/2019"
"1218205","PRAZOSIN 1MG CAP    ",3.80,"2/5/2019"
"1218208","PREDNIS ACE 1%OS 5ML",171.00,"2/5/2019"
"1218211","PRIMIDONE 50MG TAB  ",7.80,"2/5/2019"
"1218217","PROMETHAZINE 12.5 SP",25.00,"2/5/2019"
"1218226","PROPRANOLOL 10MG TAB",4.50,"2/5/2019"
"1218227","PROPRANOLOL 40MG TAB",3.80,"2/5/2019"
"1218230","PSEUDOPHED 30MG TAB ",1.00,"2/5/2019"
"1218233","PYRIDOSTIGMI 60MG TB",7.80,"2/5/2019"
"1218234","PYRIDOXINE 50MG TAB ",1.00,"2/5/2019"
"1218235","QUETIAPINE 100MG TAB",7.80,"2/5/2019"
"1218236","QUETIAPINE 25MG TAB ",4.50,"2/5/2019"
"1218256","RISPERIDONE 1MG TAB ",9.40,"2/5/2019"
"1218257","RIVASTIGMINE 1.5MGCP",11.00,"2/5/2019"
"1218261","ROPINIROLE 0.5MG TAB",4.50,"2/5/2019"
"1218267","SCOPOLAMINE 1.5MG PT",66.00,"2/5/2019"
"1218272","SERTRALINE 50MG TAB ",4.50,"2/5/2019"
"1218275","SILVER NITRATE APPLI",9.00,"2/5/2019"
"1218278","SILV SULF 1%CRM 50GM",36.00,"2/5/2019"
"1218279","SIMETHICONE 80MG CHW",4.50,"2/5/2019"
"1218280","SIMETH 40MG/.6ML .6M",1.00,"2/5/2019"
"1218290","SOD BICARB 8.4% 50ML",28.00,"2/5/2019"
"1218299","SOD CHL .9% 3ML NEB ",4.50,"2/5/2019"
"1218304","SOD PHOS 45MMOL/15ML",49.00,"2/5/2019"
"1218309","SOTALOL 80MG TAB    ",4.50,"2/5/2019"
"1218310","SPIRONOLACTON 25MGTB",7.80,"2/5/2019"
"1218313","SUCRALFATE 1GM TAB  ",7.80,"2/5/2019"
"1218319","SULFA-TMP 800-160 TB",7.80,"2/5/2019"
"1218337","OPTHAL IRR INTR 15ML",11.00,"2/5/2019"
"1218341","GI COCKTAIL         ",271.00,"2/5/2019"
"1218388","TOPIRAMATE 100MG TAB",4.50,"2/5/2019"
"1218390","MECLIZINE 25MG TAB  ",7.80,"2/5/2019"
"1218393","OLANZAPINE 5MG TAB  ",4.50,"2/5/2019"
"1218395","DONEPEZIL 10MG TAB  ",4.50,"2/5/2019"
"1218398","LOSARTAN 25MG TAB   ",7.50,"2/5/2019"
"1218416","BUEDSON .5MG/2ML INH",41.00,"2/5/2019"
"1218419","CLONAZEPAM 1MG TAB  ",7.80,"2/5/2019"
"1218430","OPTHAL IRR INTR 500M",21.00,"2/5/2019"
"1218454","SOD CHLORIDE 1GM TAB",4.50,"2/5/2019"
"1218458","OLANZAPINE 5MG ODT  ",7.80,"2/5/2019"
"1218465","PRAVASTATIN 40MG TAB",4.40,"2/5/2019"
"1218484","AMILORIDE 5MG TAB   ",7.80,"2/5/2019"
"1218501","CARVEDILOL 12.5MG TB",4.50,"2/5/2019"
"1218510","VENLAFAXINE 50MG TAB",3.90,"2/5/2019"
"1218551","ACARBOSE 50MG TAB   ",7.80,"2/5/2019"
"1218557","AMOX 250MG/5ML 150ML",4.50,"2/5/2019"
"1218584","TOPIRAMATE 200MG TAB",7.80,"2/5/2019"
"1218614","MINERAL OIL 10ML    ",47.00,"2/5/2019"
"1218617","WARFARIN 3MG TAB    ",7.80,"2/5/2019"
"1218630","POVI-IODINE 5%OS 30M",21.00,"2/5/2019"
"1218636","AMLODIPINE 10MG TAB ",7.80,"2/5/2019"
"1218639","AZITHROM 40MG/ML 30M",21.00,"2/5/2019"
"1218640","DOFETILIDE .125MG CP",20.00,"2/5/2019"
"1218643","ATORVASTATIN 40MG TB",7.80,"2/5/2019"
"1218668","DIVALPROE 125MG DRTB",20.00,"2/5/2019"
"1218673","DESMOPRESS 0.2MG TAB",8.30,"2/5/2019"
"1218677","CLOZAPINE 25MG TAB  ",7.40,"2/5/2019"
"1218678","CLOZAPINE 100MG TAB ",7.80,"2/5/2019"
"1218725","FLECAINIDE 50MG TAB ",7.80,"2/5/2019"
"1218736","METRONIDAZO 500MG TB",7.80,"2/5/2019"
"1218752","NEO/BAC/POLY UD PKT ",8.30,"2/5/2019"
"1218763","NYSTAT 100KU/G CR30G",28.00,"2/5/2019"
"1218769","LIDO 5% OINT 35.4GM ",27.00,"2/5/2019"
"1218777","BUPROPION 100MG TAB ",7.80,"2/5/2019"
"1218816","LIDOCAINE-MPF1% 5ML ",17.00,"2/5/2019"
"1218823","LIDO 4% TOP SOLN 50 ",155.50,"2/5/2019"
"1218825","LIDOCAINE 2% GEL 4ML",13.00,"2/5/2019"
"1218840","FA/B COMP W/C CAP   ",7.80,"2/5/2019"
"1218844","FEASP/POL-SUC-C-T-FA",7.80,"2/5/2019"
"1218915","CYANOCOBAL 100MCG TB",1.00,"2/5/2019"
"1218916","CYANOCOBA 1000MCG TB",4.50,"2/5/2019"
"1218923","ASPIRIN 600MG SUPP  ",8.30,"2/5/2019"
"1218930","IPRATROP .06%SP 15ML",69.00,"2/5/2019"
"1218967","UREA 20% CREAM 85GM ",28.00,"2/5/2019"
"1218987","NEO/POLY/HC1%OTIC 10",64.00,"2/5/2019"
"1218993","BACITR 500U/GM 30GM ",8.30,"2/5/2019"
"1219006","RISPERIDONE .25MG TB",4.50,"2/5/2019"
"1219025","CEPHALEXIN 250MG CAP",4.50,"2/5/2019"
"1219030","DILTIAZEM 90MG TAB  ",4.60,"2/5/2019"
"1219036","CARB50-LEVO200MGSRTB",7.80,"2/5/2019"
"1219039","ENALAPRIL 20MG TAB  ",4.50,"2/5/2019"
"1219047","CLOMIPRAMINE 25MG CP",36.00,"2/5/2019"
"1219061","MIDODRINE 5MG TAB   ",4.50,"2/5/2019"
"1219093","ZONISAMIDE 100MG CAP",8.30,"2/5/2019"
"1219132","PERMETHRIN 5%CRM 60G",130.00,"2/5/2019"
"1219161","MELATONIN 3MG TAB   ",4.10,"2/5/2019"
"1219174","APAP 650MG/20.3ML   ",7.80,"2/5/2019"
"1219177","ARIPIPRAZOLE 10MG TB",20.00,"2/5/2019"
"1219191","BUPI-MPF.25%/EPI 30M",16.00,"2/5/2019"
"1219212","CHOLESTYR LT POW 4GM",7.80,"2/5/2019"
"1219226","CLINDAMYCI 900MG/6ML",17.00,"2/5/2019"
"1219238","CLOTRIM VAG 1%CRM45G",11.00,"2/5/2019"
"1219249","COLLAGENA 250OIN 30G",120.00,"2/5/2019"
"1219260","DEXTROM POLI 30MG/5M",4.50,"2/5/2019"
"1219266","DILTIAZEM 125MG/25ML",17.00,"2/5/2019"
"1219332","FLUORESC NA 1MG STRP",8.40,"2/5/2019"
"1219333","FLUORESCITE 10% 5ML ",66.00,"2/5/2019"
"1219347","FOLIC ACID 1MG/0.2ML",15.00,"2/5/2019"
"1219353","GENTAMICIN UPTO 80MG",312.00,"2/5/2019"
"1219360","GLYCOPYR 0.2MG/ML 2M",53.00,"2/5/2019"
"1219361","GLYCOPYRRO 1MG/5ML I",23.00,"2/5/2019"
"1219370","GUAIF-COD 200-20/10M",7.80,"2/5/2019"
"1219401","HYDROXYUREA 500MG CP",7.80,"2/5/2019"
"1219419","LEVOTHYROX 112MCG TB",7.40,"2/5/2019"
"1219421","LIDOCAIN 1%/EPI 50ML",21.00,"2/5/2019"
"1219423","LIDOCAIN 2%/EPI 20ML",19.00,"2/5/2019"
"1219431","LORAZEPAM 2MG/ML 1ML",6.80,"2/5/2019"
"1219454","METRONID 500MG/100ML",16.00,"2/5/2019"
"1219468","NIACINAMIDE 500MG TB",4.50,"2/5/2019"
"1219474","SOD CHLOR .9% 1000ML",100.00,"2/5/2019"
"1219475","SOD CHLOR .9% 3000ML",155.00,"2/5/2019"
"1219520","POLY10K-TRIM.1%OS10M",19.00,"2/5/2019"
"1219522","POLYVINYL 1.4%OS 15M",8.30,"2/5/2019"
"1219551","ROCURON 10MG/ML 10ML",31.00,"2/5/2019"
"1219556","SELENIUM 50MCG TAB  ",4.50,"2/5/2019"
"1219561","SILV SULF 1%CRM 25GM",20.00,"2/5/2019"
"1219577","SULFAME800-TMP160/20",9.40,"2/5/2019"
"1219623","ZIPRASIDONE 60MG CAP",16.00,"2/5/2019"
"1219633","LITHIUM CA 300MGCRTB",7.80,"2/5/2019"
"1219649","OXYMETAZLN HCL.05%30",3.90,"2/5/2019"
"1219666","SALINE.65%NAS SP 45M",8.80,"2/5/2019"
"1219677","CLOT1/BETA.05%CR 45G",148.00,"2/5/2019"
"1219691","DILTIAZE 120MG SR CP",21.00,"2/5/2019"
"1219708","BETHANECHOL 10MG TAB",4.50,"2/5/2019"
"1219721","GENTAMYC 0.3%OS 5ML ",11.00,"2/5/2019"
"1219733","BUSPIRONE 15MG TAB  ",4.70,"2/5/2019"
"1219754","DICYCLOMINE 10MG CAP",4.10,"2/5/2019"
"1219790","MIRTAZAPINE 30MG ODT",7.80,"2/5/2019"
"1219800","NYS100K-TRI.1OIN 15G",372.00,"2/5/2019"
"1219810","PETROLATUM GEL 30GM ",11.00,"2/5/2019"
"1219820","PRAMIPEXOLE .25MG TB",4.00,"2/5/2019"
"1219829","SENNOSIDES 8.6MG TAB",4.50,"2/5/2019"
"1219841","TRIAMCNOLO.5%CRM15GM",23.00,"2/5/2019"
"1219867","MAG HYD400MG/5ML 30M",7.80,"2/5/2019"
"1219871","LACTASE 3000IU TAB  ",4.50,"2/5/2019"
"1219884","BENZO/MENTH 6-10 LOZ",12.00,"2/5/2019"
"1219898","DILTIAZEM 25MG/5ML V",16.00,"2/5/2019"
