Price List: SE Health Price List,,
Service Name,Procedure Code,Price ($)
Cryoglobulins  Qualitative,82595,162.94
Cryoglobulin Qualitative   82679-A,82595,84.49
Vitamin B12,82607,216.80
Vitamin B12   84800-A,82607,218.91
Pernicious Anemia Cascade   SH80155,82607,69.05
Cystatin C,82610,95.28
Dhea,82626,368.14
Dehydroepiandrosterone Sulfate,82627,307.23
11-Deoxycortisol  SH80107,82634,108.97
Vitamin D 1 25 Dihydroxy,82652,307.23
Pancreatic Elastase  Pe-1,82656,487.46
Tpmt Enzyme Activity   83058-A,82657,167.87
Lyosomal Storage Disorders  80424-G,82657,21.19
Electrophoretic Technique   80806-B,82664,53.01
Erythropoietin,82668,355.54
Estradiol 83012,82670,299.51
Estrogen Total Serum,82672,256.81
Estriol 80661,82677,92.20
Estriol   82677-B,82677,92.42
Estriol,82677,107.96
Estrone,82679,341.85
Ethylene Glycol 82096,82693,94.32
Fecal Fat  Qualitative,82705,245.88
72hr Quant Fecal Fat 82094,82710,104.22
Ferritin,82728,218.91
Fetal Fibronectin,82731,944.62
Folic Acid  Folate,82746,245.88
Folic Acid   84800-B,82746,208.50
Rbc Folate,82747,248.49
Galactose - Mayo  84103,82760,191.54
Galactosemia Reflex B  SH80156,82775,121.42
Galactose Transferase   80424-C,82776,21.19
Iga  Immunoglobulin A 85745,82784,184.45
Igd  Immunoglobulin D 84234,82784,254.12
Igg  Immunoglobulin G 85743,82784,184.45
Igm  Immunoglobulin M 85744,82784,184.45
Immunoglobulin G Csf 80462,82784,116.65
Gamma Globulins A/G/M   83489-A,82784,26.58
Gammaglobuins   80621-A,82784,15.69
Gammaglobulin   80865-A,82784,45.47
Gammaglobulin Each   80141-B,82784,148.41
Gammaglobulin Each   80898-A,82784,34.81
Gammaglobulins   80546-C,82784,25.78
Igg   84210-B,82784,46.98
Immunoglobulin  Igg   84745-B,82784,28.49
Immunoglobulin Iga   84745-D,82784,28.49
84855-A - Immunoglobulin Igg 84855-A,82784,24.64
Immunoglobulin Igm   84745-C,82784,28.49
Immunoglobulins  Igg  Iga  Igm   82784-A,82784,29.83
82244-A - Gammaglobulins 82244-A,82784,19.68
Gammaglobulins  80639-A,82784,48.94
Ige Immunoglobulin E,82785,184.45
Gamma Globulin E   83489-B,82785,26.58
IgE  SH80052-A,82785,30.88
IgE (Immunoglobuilin E)  SH80071-A,82785,8.82
IgE (Immunoglobulin E)  SH80120-A,82785,34.87
IgE (Immunoglobulin E)  SH80141-A,82785,10.15
Igg Subclasses 4 80657,82787,72.94
Igg-Subclass Panel  1-4   84210-A,82787,46.98
Arterial Blood Gas (ABG),82805,400.96
Shunt Study 40823,82805,1580.97
Gastrin,82941,216.80
Pancreatic Glucagon,82943,124.64
Glucose  Csf 84380,82945,139.49
Glucose Misc Fluid,82945,125.79
Glucose Pericardial 80362,82945,125.79
Glucose Peritoneal 80361,82945,125.79
Glucose Pleural 80363,82945,125.79
Glucose Synovial 80364,82945,51.46
Glucose Csf   82054-B,82945,139.49
Glucose  Serum 84330,82947,125.79
Glucose Screen - Wc/hc 82947,82947,0.00
Glucose Qnt Blood   81053-A,82947,125.79
Glucose Serum  82192-B,82947,125.79
Glucose Quantitative  82623-D,82947,44.06
Glucose Screen  Rec Rm,82948,0.00
Glucose  2 Hr Pp 84332,82950,184.45
Glucose 1Hr Pp,82950,184.45
Post Glucose Dose   81053-B,82950,125.79
Glucose Tolerance 3 Spec   82069-A,82951,185.94
Glucose Tolerance 3 Spec   82071-A,82951,144.56
Tolerance Test  3 Specimens   84339-A,82951,62.00
Tolerance Test  3 Specimens   84340-A,82951,133.36
Tolerance Test  3 Specimens   84345-A,82951,133.36
Tolerance Test 3 Specimens   84010-A,82951,133.36
Glucose Tolerance Ea Addl   82069-B,82952,185.94
Glucose Tolerance Ea Addl   82071-B,82952,144.56
Tolerance Test - Each Add'L   84010-B,82952,44.47
Tolerance Test  Ea Addl   84339-B,82952,62.00
Tolerance Test  Each Add'L   84340-B,82952,44.47
Tolerance Test  Each Add'L   84345-B,82952,44.47
G-6-Pd Quantitative   82085-A,82955,39.59
G-6-Pd  Qualitative,82960,139.49
Rhc Glucose Accuchek,82962,10.98
RHC WC GLUCOSE  ACCUCHEK 82556,82962,10.98
Ggt Or Ggtp 85739,82977,131.17
Gamma Glutamyltransferase   81359-D,82977,77.83
Fructosamine,82985,111.43
Fsh-follicle Stimulating Horm 84710,83001,312.18
FSH Follicle Stimulating Hormone  82191-A,83001,312.18
Lh - Luteinizing Hormone,83002,272.76
LH Lutenizing Hormone  82191-B,83002,272.76
Human Growth Hormone,83003,238.15
Haptoglobin 86090,83010,190.42
Haptoglobin   81359-B,83010,77.83
Iodine Serum Or Plasma 80905,83018,123.12
Heavy Metal Qnt  SH80126-B,83018,70.82
Cobalt Plasma  SH80207,83018,155.71
Beryllium  80144,83018,210.61
Hgb Fractionation & Quant   80424-F,83020,21.19
Hemoglobin Electrophoresis 83020,83021,218.91
Fetal Screen,83030,264.27
Hemoglobin A-1C,83036,173.95
Hemoglobin A-1C (Peds Clinic),83036,132.30
Methmoglobin 40770-B,83050,149.73
Plasma Free Hemoglobin,83051,66.33
24hr Urine Histamine 82183,83088,347.21
Histamine Level,83088,411.41
Assay of Homocysteine,83090,64.24
Homocysteine Urine 82210,83090,241.22
Homocysteine  80542-A,83090,147.14
Homovanillic Acid   83208-B,83150,35.57
5Hiaa,83497,198.15
5Hiaa Random Urine   82098-A,83497,48.22
17-hydroxyprogesterone 83282,83498,229.91
Congenital Adrenal Hyperplasia  80424-B,83498,21.19
17-Hydroxyprogesterone  80906-C,83498,100.06
Antichromatin Igg 81405,83516,83.07
Anti-histone Ab 83524,83516,264.55
Anti-mullerian Hormone 82279,83516,151.97
Anti-proteinase 3 82214,83516,102.32
Ccp Igg Antibodies 80126,83516,129.58
Histone Antibodies 80566,83516,170.26
Histone Autoantibodies 82147,83516,111.85
Tissue Transglutaminase Igg 82144,83516,215.81
T-transglutaminase Iga 80383,83516,114.37
Anti-Gladian Antibody   84560-A,83516,299.08
Immunoassay For Analyte Multip   80276-A,83516,125.79
Immunoassay Infectious Agent   80123-A,83516,23.21
Immunoassay Infectious Agent   86255-A,83516,62.35
Immunoassay Multi Step   80865-B,83516,45.47
Immunoassay Multi Step   80898-B,83516,34.81
Immunoassay for Analyte  80639-B,83516,48.94
Alpha Gal IgE  SH80106,83516,111.17
Cystic Fibrosis  80424-H,83516,21.19
Acetylcholine Recept Ab Modl 80891,83519,310.47
Acetylcholine Receptor Blockin 80281,83519,545.03
Adenal 21-hydroxylase Antibody 80900,83519,108.97
Alpha Subunit Free,83519,225.21
Growth Horm Releasing Horm 82680,83519,415.88
Insulin Lgbp-1 82705,83519,123.81
Musk Qnt Titer Abs Test 80679,83519,1142.51
Pancreatic Polypeptide 81357,83519,260.40
Pth Related Peptide 83517,83519,465.74
Thyrotropin Receptor Ab 83516,83519,376.39
Trypsin 80796,83519,184.72
Immunoassay   82135-A,83519,333.58
Ria Each Analyte   81370-C,83519,78.37
Immunoassay Quantitative by RIA,83519,75.74
Immunoassay Quantitative by Ria CSF,83519,62.48
Anti-gbm Ab 83522,83520,275.45
Anti-mpo Antibodies 80497,83520,213.51
Calprotectin 84400,83520,355.59
Centomere Antibodies Igg 80684,83520,172.81
Glomerular Basement Memb 80039,83520,346.01
Inhibin B 80780,83520,278.04
Insulin Lgbp-3 80478,83520,139.07
Insulin-like Growth Factor 2 80569,83520,191.60
Interleukin 6 82093,83520,286.39
Lipoprotein  A 83521,83520,154.89
Platelet Antibody 4 80574,83520,328.35
Soluble Transferrin Receptor,83520,316.97
Tryptase Urine 83428,83520,212.19
Immunoassay Nos   81375-A,83520,121.08
80041-A - Immunoassay Qnt Nos 80041-A,83520,339.18
Immunoassay Quant Nos   80908-A,83520,46.39
Ria Not Otherwise Specified   81370-B,83520,78.37
Mature Typtase Forward  80022,83520,185.19
Methotrexate Plasma - BJC  SH80112,83520,76.81
GQ1b Antibody IgG  SH80206,83520,97.42
Immunoassay NOS  82604-A,83520,91.44
Immunoassay NOS  80650-A,83520,313.08
Immunoassay NOS  86490-A,83520,479.66
Vasc Endothelial Growth Factor VEGF  SH80263,83520,324.47
14-3-3 Protein CSF MML,83520,133.42
Insulin Levels 81227,83525,182.19
Insulin Total   80117-B,83525,69.25
Insulin Free   80117-A,83527,69.15
Iron  Total 84752,83540,129.06
Iron,83540,109.76
Iron Binding Capacity,83550,107.16
SH80111 - 17-Ketosteroids Urine SH80111,83586,174.60
Lactic Acid  Lactate  - Csf,83605,224.46
Lactic Acid  Lactate  - Serum 84910,83605,173.95
Ldh  Lactate Dehygrogenase 83615,83615,139.49
Ldh Csf,83615,139.49
Ldh Misc Fluid 80342,83615,139.49
Ldh Pericardial 80344,83615,139.49
Ldh Peritoneal 80343,83615,139.49
Ldh Pleural 80345,83615,139.49
Ldh   83616-A,83615,60.24
Isoenzymes   83616-B,83625,60.24
Lactoferrin,83630,332.36
Lead Level 82155,83655,176.81
Lead   81255-C,83655,42.01
Lead   81256-B,83655,80.19
Lead  80045-C,83655,50.80
Fetal Lung Maturity 80875-A,83661,172.14
Lamellar Bodies,83664,192.76
Lipase,83690,159.46
Lipase Body Fluid  82241,83690,92.73
Lipase Fluid  SH80236,83690,89.49
Lipoprotein Electrophoresis  82019-B,83700,32.18
High Resolution Fractionation   80488-A,83701,207.72
Lipoprotein Quantitation   82607-B,83704,110.42
Hdl  High Density Lipo,83718,155.29
Measured Ldl,83721,155.29
LC Rflx Direct LDL,83721,52.25
Magnesium 82043,83735,180.44
Magnesium Rbc 83735,83735,269.35
Magnesium 80004-D,83735,94.96
Magnesium Urine   80308-B,83735,162.94
82437-H - Magnesium 82437-H,83735,23.60
Magnesium Urine  80309,83735,162.94
Manganese Serum,83785,178.90
Mass Spec Analyte Nos   80424-A,83789,21.19
Mercury Level 84182,83825,272.76
Mercury   81255-D,83825,42.01
Mercury   81256-C,83825,107.56
Mercury  80045-D,83825,50.80
Metanephrines  Urine Fraction 82586,83835,318.15
Metanephrines Plasma,83835,490.93
Metanepherines   80850-B,83835,51.70
Myelin Basic Protein 84916,83873,256.81
84855-D - Myelin Basic Protein 84855-D,83873,24.64
Myoglobin Serum Quantitative 83028,83874,106.39
Myoglobin Urine Quantitative 80340,83874,106.13
Bnp 83519,83880,368.67
Alpha 2-Macroglobulin   81359-A,83883,77.83
Nephelometry   80823-A,83883,71.28
Nephelometry Ea Analyte   81390-A,83883,64.21
5-Nucleotidase,83915,208.50
Oligoclonal Banding 84915,83916,352.27
Oligoclonal Banding   84855-B,83916,24.64
Organic Acids Total Qnt Each   80859-B,83918,186.63
Organic Acid Urine,83919,138.24
Methylmalonic Acid Urine,83921,141.30
Methylmalonic Adid Plasma 82130,83921,304.54
Organic Acids Total Qnt Each   83549-B,83921,131.42
Osmolality  Serum 85741,83930,139.49
Osmolality Blood   83483-A,83930,67.35
Osmolality Serum  82192-D,83930,139.49
Osmolality  Urine,83935,139.49
82437-I - Osmolality Urine 82437-I,83935,23.60
83937 - Osteocalcin,83937,234.87
Oxalate  Urine,83945,184.45
82437-J - Oxalate 82437-J,83945,23.60
Parathyroid Hormone,83970,350.09
Pth  Intact Only 83970,83970,350.09
PTH FNAB Needle Wash MML,83970,283.15
Ph  Stool 82801,83986,96.63
Ph  Urine 82800,83986,96.63
Ph Misc Fluid,83986,96.63
Ph Pericardial 80331,83986,96.63
Ph Peritoneal 80330,83986,96.63
Ph Pleural 80332,83986,96.63
Phencyclidine GC/MS Urine  SH80094,83992,91.40
Phencyclidine (PCP) GC/MS Conf  80293,83992,74.46
PCP Confirm Meconium Mayo  SH80298,83992,290.87
Phenylalanine Qn Pl,84030,137.67
Alkaline Phosphatase 84075,84075,129.06
Alkaline Phosphatase   82460-A,84075,58.66
Isoenzymes   82460-B,84080,58.66
Alkaline Phos Bone Specific  81402,84080,123.70
Pg 80875-B,84081,172.14
Phosphorus  Serum,84100,139.49
Phosphorus  Urine 84925,84105,144.88
Phosphorous Urine   84303-A,84105,144.88
82437-K - Phosphorous Urine 82437-K,84105,23.60
Prophobilinogen Qnt Random 83485,84110,82.90
Testosterone Bioavailable,84110,201.00
AmniSure ROM,84112,148.32
Porphyrins  Urine Quant 81011,84120,312.18
Prophyrins Random Urine,84120,138.48
Potassium  K+  -  Serum 84140,84132,112.52
Potassium 80004-B,84132,94.96
Potassium Serum  82623-B,84132,44.06
Potassium  Urine 84145,84133,112.52
Potassium   80429-B,84133,112.52
Potassium Urine   80352-A,84133,112.52
82437-L - Potassium Urine 82437-L,84133,23.60
Pre Albumin,84134,176.81
Pregnalone Ms,84140,147.32
Progesterone,84144,184.45
Procalcitonin,84145,226.94
Prolactin 84780,84146,336.22
Prolactin   81407-A,84146,336.22
Psa - Diagnostic,84153,227.23
Psa - Screening,84153,227.23
Psa - Total   84153-B,84153,125.79
Psa Total   82325-A,84153,33.46
"Prostate Health Index (phi), Serum MML",84153,63.86
Prostate Specific Antigen MML,84153,65.92
Psa - Free   84153-A,84154,125.79
Psa Free   82325-B,84154,33.46
"Free PSA, S",84154,56.00
Protein  Total Serum,84155,122.94
Total Protein 80621-B,84155,15.69
84170-B - Protein Total 84170-B,84155,57.14
"Protein Elec + Interp, Serum LC225920 84155",84155,26.88
Protein  Total Urine 84180,84156,176.81
Total Protein 12 Hr Urine,84156,122.94
Total Protein Urine 84304-A,84156,122.94
Total Protein Urine   80783-A,84156,45.86
Total Protein Urine  82194-B,84156,122.94
Protein Total Urine  88418-A,84156,176.81
Total protein Urine  80121-A,84156,62.32
Total protein Urine  82175-A,84156,60.84
Total Protein Csf 84195,84157,131.17
Total Protein Misc Fluid 84192,84157,131.17
Total Protein Pericardial 80358,84157,131.17
Total Protein Peritoneal 80357,84157,131.17
Total Protein Pleural 80355,84157,131.17
Total Protein Synovial,84157,52.52
Protein Csf   82054-C,84157,131.17
Total Protein Other Source   80860-A,84157,40.20
Serum Integrated 1,84163,168.28
Protein Electrophoresis  Serum 84165,84165,162.94
Protein Electrophoresis   80621-C,84165,15.69
"Protein Elec + Interp, Serum LC225920 84165",84165,26.88
Protein Elect Csf 82180,84166,126.13
Electrophoresis On Fluid   81367-B,84166,181.60
Electrophoresis Oth Fluid   80783-B,84166,45.86
Electrophoresis Other Source   80860-B,84166,40.20
Protein Electrophoresis Other Fluid  80121-B,84166,62.32
Protein Electrophoresis Other Fluid  82175-B,84166,60.84
Paraneoplastic Autoab WB CSF  SH80164,84182,371.46
Paraneoplastic Autoantibody WB  SH80266,84182,335.25
MML Rflx CRMP-5-IgG WBlt Serum,84182,243.81
MML Rflx CRMP-5-IgG WBlt CSF,84182,330.50
MML Rflx Paraneoplastic Autoab WB Conf S,84182,258.00
MML Rflx Paraneoplastic Autoab WB Conf C,84182,330.50
Protoporphyrin Free Rbc Zinc,84202,110.67
Proinsulin,84206,180.68
Vitamin B-6,84207,267.14
Pyruvic Acid,84210,136.22
Pyruvate Kinase Rbc,84220,261.08
Acetychlorine Receptor Ab 84291,84238,368.14
Renin Activity 85800,84244,238.15
Renin   82686-B,84244,179.13
Renin   80122-B,84244,95.55
Vitamin B2 WB  SH80239,84252,80.64
Selenium Serum,84255,248.49
Serotonin Serum,84260,437.82
Sex Hormone Bind Glob,84270,262.61
Sodium  Na  - Serum 84295,84295,109.76
Sodium 80004-A,84295,94.96
Sodium (Na) - Serum  82192-A,84295,109.76
Sodium 82623-A,84295,44.05
Sodium  Urine 84296,84300,112.52
Sodium   80429-A,84300,112.52
Sodium Urine   80420-A,84300,112.52
82437-M - Sodium Urine 82437-M,84300,23.60
Sodium Pleural Fluid 82139,84302,109.76
Sodium Stool,84302,112.52
Somatomedin-C,84305,363.20
Adenosine Deaminase 82221,84311,193.59
Phospholipids Serum 82285,84311,64.49
Adenosine Deaminase Pleural Fl  SH80217,84311,230.18
Porphyrins Total Plasma  80526,84311,309.36
Specific Gravity Fluid,84315,71.38
Specific Gravity Body Fluid  SH80280,84315,79.72
82437-N - Sulfate Urine 82437-N,84392,23.60
Testosterone  Free,84402,325.97
Testosterone Free 80499,84402,103.48
Testosterone; Free   83410-A,84402,232.60
Testosterone,84403,184.45
Testosterone Total   80428-B,84403,100.50
Testosterone; Total   83410-B,84403,232.60
Testosterone Free   80428-A,84410,100.50
Vitamin B1,84425,227.23
Vitamin B1 Whole Blood 82087,84425,88.66
Thyroglobulin Markr Lymph Node 80912,84432,346.43
Thyroglobulin   84778-A,84432,56.55
Thyroglobulin by IMA  SH80254,84432,85.92
Thyroglobulin by RIA  SH80255,84432,85.92
Thyroglobuilin by LCMS  SH80256,84432,174.60
Assay of Thyroglobulin,84432,38.46
T4  Thyroxine 83455,84436,152.02
Free T4 By Dialysis  Mayo,84439,207.81
Thyroxine Free  Free T4 84705,84439,318.15
Free T4   83456-A,84439,318.15
Thyroxine Free (Free T4)  82193-B,84439,318.15
SH80146 - Thyroxine (T4) Free Direct S SH80146,84439,56.62
Thyroxine Binding Globulin-Tbg,84442,176.20
Tsh 83480,84443,301.76
Tsh   80424-E,84443,21.19
Tsh   83456-B,84443,301.76
TSH  82193-A,84443,301.76
Thyroid Cascade Profile  SH80221,84443,56.62
Thyroid Stimulating Immunoglob,84445,190.10
Vitamin E 84446,84446,222.17
Vitamin E   82615-B,84446,49.26
Sgot/Ast,84450,162.94
Sgpt/alt 85742,84460,139.49
Alt   81359-F,84460,77.83
Trasferrin,84466,208.50
Triglicerides,84478,173.95
80488-B - Triglycerides 80488-B,84478,207.72
Triglycerides Body Fluid  SH80284,84478,282.74
T3 Uptake,84479,107.16
T3 Uptake  SH80041,84479,55.62
T3 Total 84481,84480,156.97
Free T3 85723,84481,424.71
Reverse T3,84482,128.16
Troponin I 84484,84484,424.71
Troponin   80430-C,84484,424.71
Urea Nitrogen  Blood  Bun 84520,84520,125.79
Bun   84040-A,84520,107.16
Urea Nitrogen Blood (BUN)  82192-C,84520,125.79
Urea Nitrogen  Urine 84519,84540,131.17
84301-A - Urea Nitrogen Urine 84301-A,84540,131.17
Uric Acid  Serum 84550,84550,155.29
Uric Acid   82256-A,84550,36.89
Uric Acid  Urine 24 Hr,84560,166.38
Uric Acid  Urine 84551,84560,168.48
82240 - Uric Acid Body Fluid 82240,84560,57.05
82437-O - Uric Acid Urine 82437-O,84560,23.60
Vma 83140,84585,218.91
Vma Urine   80124-B,84585,54.47
85071-B - Vma Urine 85071-B,84585,46.15
Vip,84586,352.27
Antidiuretic Hormone 80618,84588,234.59
Vasopressin  Adh   83483-B,84588,67.35
Vitamin A,84590,267.14
Vitamin A   82615-C,84590,49.26
Vitamin K1,84597,551.85
Methanol Blood,84600,162.94
Zinc,84630,216.80
C Peptide,84681,280.44
Beta Hcg  Quantitative 82867,84702,301.76
Beta Hcg Tumor Marker,84702,138.48
Hcg   82677-C,84702,92.42
"Gonadotropin, Chorionic (hCG); Qnt",84702,107.96
82865 - Beta Hcg Qualitative 82865,84703,238.87
Beta Hcg Qualitative  Er,84703,238.87
Osmolality  Stool 85751,84999,133.96
Potassium Stool,84999,112.52
Potassium Body Fluid SH80282,84999,79.30
85040 - Differential - Blood 85040,85007,96.63
85023-B - Manual Differential,85007,79.07
80380 - Hematocrit Spun,85013,85.62
80422-A - Hematocrit 80422-A,85014,85.62
85055 - Hematocrit 85055,85014,85.62
Blood Count; Hematocrit   85059-B,85014,39.81
80404-C - Hematocrit 80404-C,85014,85.62
84900-A - Hematocrit; Other Than Spun 84900-A,85014,62.50
Hemoglobin 40770-A,85018,37.28
85050 - Hgb Hemoglobin 85050,85018,93.85
RHC WC HEMOGLOBIN 82557,85018,9.03
84900-B - Hemoglobin 84900-B,85018,75.29
Hemoglobin  85021-B,85018,43.33
RHC Hemoglobin,85018,9.03
85010 - Cbc With Diff 85010,85025,216.99
84685 - Cbc W/O Diff,85027,162.94
85023-A - Complete Cbc 85023-A,85027,177.82
Automated Rbc   82085-B,85041,39.59
80381 - Reticulocyte Count Manual,85044,131.17
85640 - Reticulocyte Cell Count,85045,131.17
85350 - Eosinophil Count 85350,85048,139.49
85030 - Wbc White Blood Count,85048,85.62
86076 - Platelets Count Plt 86076,85049,107.16
Blood Count; Platelet Automat   85059-C,85049,39.81
82750-E - Platelet 82750-E,85049,122.94
80404-D - Platelet Count Automated 80404-D,85049,107.16
80422-B - Platelet Count Automated 80422-B,85049,107.16
Bone Marrow Smear,85097,120.00
80412 - Factor 2 Activity,85210,359.92
Factor V Activity,85220,170.68
85230 - Factor 7,85230,294.13
85450 - Factor 8,85240,371.43
Factor 8 One Stage   80486-A,85240,84.89
85245 - Van Willebrand Factor Activity,85245,160.93
Factor 8 Ristocetin Cofactor   80486-B,85245,84.89
Adamts 13  Vwf Cleaving 80573,85246,248.80
85246 - Von Will. Factor Ag,85246,154.54
Factor 8 Antigen   80486-C,85246,84.89
85455 - Factor 9,85250,368.14
85260 - Factor 10,85260,294.13
Factor Xa 82143,85260,297.53
85270 - Factor 11,85270,294.13
82437-G - Creatinine Other Source 82437-G,85270,23.60
85290 - Factor 13,85291,265.71
81229 - Anti Thrombin III,85300,341.85
Antithrombin Iii Act   80788-A,85300,82.07
Antithrombin III Activity  80542-B,85300,147.14
Antithrombin Antigen 82509,85301,94.12
Antithrombin Iii Antigen   80788-B,85301,82.07
84181 - Protein C Antigenic,85302,381.85
Protein C Antigen   80864-A,85302,85.56
Protein C Antigen   82527-A,85302,73.57
81231 - Protein C Functional,85303,318.15
Protein C Activity   80864-B,85303,85.56
Protein C Activity  80542-C,85303,147.14
80304-A - Protein S Total 80304-A,85305,191.09
Protein S Total   80816-A,85305,83.90
Protein S Total   82527-B,85305,73.57
85306 - Protein S Activity 85306,85306,334.13
80304-B - Protein S Free 80304-B,85306,191.19
Protein S Free   80816-B,85306,83.90
Protein S Free   82527-C,85306,73.57
Protein S Free  80542-D,85306,147.14
Protein C Resistance,85307,143.36
Activated Protein C Resistance  80542-E,85307,147.14
Activated Clotting Time,85347,53.98
82750-C - Fdp,85362,125.79
85400 - Fdp-fibrinogen Degradation Pro 85400,85362,208.50
85380 - D-Dimer Quantitative,85379,281.61
82750-A - Fibrinogen 82750-A,85384,125.79
85375 - Fibrinogen 85375,85384,162.94
80431-C - Fibrinogen 80431-C,85384,162.94
81389 - Fibrinogen Antigen,85385,153.74
Fondaparinux Anti-xa 83492,85520,129.30
Heparin Anti-xa 80481,85520,66.45
Heparin Anti-Xa  SH80103,85520,148.51
85540 - Lap-Leukocyte Alk Phosphatase,85540,379.67
83761 - Lysozyme,85549,67.27
Osmotic Fragility Erythrocyte  SH80143,85555,452.94
Osmotic Fragility Incubated,85557,345.29
P2Y12 Platelet Inhibition,85576,228.11
80422-C - Platelet Aggregat Epinephrine 80422-C,85576,217.61
80404-E - Platelet Aggregate Epinephrin 80404-E,85576,86.97
80405 - Platelet Aggregation Adp 80405,85576,86.97
Platelet Aggregation Agent   85059-A,85576,79.61
Hexagonal Phase Phospholipid,85598,143.99
80404-A - Prothrombin Time Pt,85610,112.52
80431-A - Prothrombin Time 80431-A,85610,112.52
84030-B - Prothrombin Time 84030-B,85610,96.63
82750-D - Prothrombin Time 82750-D,85610,122.94
85610 - Pt Protime 85610,85610,112.52
Lupus Anticoagulant Screen 80439,85612,321.11
Dilute Russell'S Viper Venom,85613,143.28
80264-A - Russel Viper Venom Diluted 80264-A,85613,121.86
Dilute Russels Viper Venom,85613,65.81
dRVVT Mix  SH80004,85613,109.15
dRVVT Confirmation,85613,138.57
Dilute Russles Viper Venom  SH80131-A,85613,97.93
dRVVT Mix  SH80132,85613,109.15
dRVVT Confirm  SH80132,85613,138.57
Diluted Russell Viper Venom  80542-F,85613,147.14
85655 - Sedimentation Rate-westergreen 85655,85652,93.85
82256-B - Esr 82256-B,85652,29.83
85018 - Sickle Cell Screen 85018,85660,109.76
Hemoglobin S Scrn B  SH80187,85660,113.82
82014 - Thrombin Time,85670,254.12
Thrombin Time   SH80122-A,85670,77.69
Thrombin Time  SH80131-B,85670,97.93
Thromboplastin Inhibition   80554-C,85705,50.45
Thromboplastin Inhibition  SH80131-C,85705,97.93
80404-B - Part Thromboplastin Time Ptt,85730,139.49
82750-B - Ptt 82750-B,85730,125.79
84030-A - Ptt 84030-A,85730,131.17
85730 - Ptt-partial Thromboplasin Time 85730,85730,139.49
80431-B - Ptt 80431-B,85730,139.49
80264-B - Ptt Sub Plasma Fractions Ea 80264-B,85732,121.86
PTT Plasma Frac Substut,85732,65.81
PPT-LA Mix,85732,89.33
PTT-LA Mix  SH80003,85732,129.30
Thromboplastin Time Substitution  SH80131-D,85732,97.93
PTT Plasma Frac Subtut  80542-G,85732,147.14
84940 - Viscosity,85810,67.83
84061 - Allergen-wheat 84061,86003,162.94
80171 - Rast A Fumigatus 80171,86003,106.32
80186 - Rast American Cockroach 80186,86003,106.32
80168 - Rast Almond 80168,86003,106.32
80199 - Rast American Elm 80199,86003,106.32
80181 - Rast Beef 80181,86003,106.32
80174 - Rast Bermuda Grass 80174,86003,106.32
80176 - Rast Brazil Nut 80176,86003,106.32
80184 - Rast C Herbarum 80184,86003,131.03
80179 - Rast Cashew Nut 80179,86003,106.32
80180 - Rast Cat Hair Std 80180,86003,106.32
Rast Catfish 80654,86003,63.17
80182 - Rast Cedar Mountain 80182,86003,106.32
80156 - Rast Chicken 80156,86003,106.32
Rast Cinnamon 80714,86003,70.12
Rast Clam 80715,86003,70.12
Rast Coconut 80700,86003,70.12
Rast Codfish 80717,86003,70.12
80187 - Rast Corn 80187,86003,106.32
80189 - Rast Cottonwood Tree 80189,86003,106.32
Rast Crab 80719,86003,70.12
Rast Curvularia Lunata 80534,86003,72.22
80192 - Rast D Farinae Mite 80192,86003,106.32
80195 - Rast D Pteronyssinus 80195,86003,106.32
80193 - Rast Dog Hair/dander 80193,86003,106.32
Rast Egg White 80811,86003,70.12
80200 - Rast E Purpurascen 80200,86003,106.32
80196 - Rast Egg Whole 80196,86003,106.32
80204 - Rast F Moniliforme 80204,86003,106.32
Rast Green Pea 80740,86003,70.12
80205 - Rast Hazel Nut/filbert 80205,86003,106.32
83541 - Rast Honeybee 83541,86003,72.22
Rast Honeydew 80810,86003,70.12
80244 - Rast Johnson Grass 80244,86003,131.03
80211 - Rast Latex 80211,86003,106.32
Rast Lobster 82091,86003,72.22
80214 - Rast M Racemooosus 80214,86003,106.32
80212 - Rast Maple/box Elder 80212,86003,106.32
80213 - Rast Marsh Elder Rough 80213,86003,106.32
80190 - Rast Milk Cow 80190,86003,106.32
Rast Oat 80735,86003,70.12
Rast Oyster 80739,86003,70.12
80223 - Rast P Betae 80223,86003,106.32
80222 - Rast Peanut 80222,86003,106.32
80218 - Rast Pecan Nut 80218,86003,106.32
80220 - Rast Pecan Tree 80220,86003,106.32
80221 - Rast Penicillium M1 80221,86003,106.32
80231 - Rast Pigweed Rough 80231,86003,106.32
80157 - Rast Pistachio Nut 80157,86003,106.32
80162 - Rast Pork 80162,86003,106.32
80229 - Rast Ragweed Short 80229,86003,106.32
Rast Rhizopus Nigricans 80532,86003,72.22
80232 - Rast Russian Thistle 80232,86003,106.32
Rast Scallop 80749,86003,70.12
Rast Shrimp 82092,86003,72.22
80234 - Rast Soybean 80234,86003,106.32
80238 - Rast Sycamore 80238,86003,106.32
80239 - Rast Timothy 80239,86003,106.32
80240 - Rast Tomato 80240,86003,106.32
80241 - Rast Walnut Food 80241,86003,106.32
Rast Walnut Pollen 80630,86003,63.17
80170 - Rast White Ash 80170,86003,106.32
82128 - Rast White Mulberry 82128,86003,63.17
80242 - Rast White Oak 80242,86003,106.32
80163 - Rast White Potato 80163,86003,106.32
"Allergen Specific IgE , Each 80023-A",86003,10.41
80131-A - Allergen Mold 80131-A,86003,33.64
