Mnemonic,Name,  Std Price  , Self Pay Price 
4023596,CSR-PWG SCREW NON-LOCK 2.5 18, $252.00 , $189.00 
4023597,CSR-PEG SCREW NON-LOCK 2.5 20M, $252.00 , $189.00 
4023598,CSR-PEG SCREW LK FUL THRD 2 14, $252.00 , $189.00 
4023599,CSR-PORT BIO FLO," $1,080.00 ", $810.00 
4023600,CSR-FEMORAL OPEN BOX PS LT 75M," $10,178.00 "," $7,633.50 "
4023601,CSR-PIN GUIDE 2.5MM, $303.00 , $227.25 
4023602,CSR-OSS LONG TIBIAL BASE 75MM," $11,877.00 "," $8,907.75 "
4023603,CSR-FEMORAL RESURFACING OSSLT5," $25,283.00 "," $18,962.25 "
4023604,CSR-BEARING TIBIAL OSS18MM," $3,874.00 "," $2,905.50 "
4023605,CSR-YOKE OSS," $3,618.00 "," $2,713.50 "
4023606,CSR-AXLE OSS," $1,552.00 "," $1,164.00 "
4023607,CSR-PIN LOCKING OSS, $756.00 , $567.00 
4023608,CSR-BUSHING FEMORAL OSS," $1,430.00 "," $1,072.50 "
4023609,CSR-BUSHING TIBIAL OSS," $1,023.00 ", $767.25 
4023610,CSR-STEM IMINTERLO OSS14X150MM," $6,174.00 "," $4,630.50 "
4023611,CSR-MOD LATERALIZE FEM13.5X147," $13,734.00 "," $10,300.50 "
4023612,CSR-SCREW CAN NAILING6.5X80MM, $782.00 , $586.50 
4023613,CSR-SCREW CAN NAILING6.5X85MM, $782.00 , $586.50 
4023614,CSR-NAILHIP FX AFIXU RT9X320MM," $6,822.00 "," $5,116.50 "
4023615,CSR-SCREW NAILLAG AFIXU10.5X85," $1,898.00 "," $1,423.50 "
4023616,CSR-WIRE GUIDE BALL NOSE3.0X80, $418.00 , $313.50 
4023617,CSR-ACETABULAR LOCK RING 22, $630.00 , $472.50 
4023618,CSR-TAPER ADAPTER MINUS3 NECK, $764.00 , $573.00 
4023619,CSR-CERAMIC HEAD 28MM," $6,596.00 "," $4,947.00 "
4023620,CSR-CANNULA VENOM 20GA 15CM, $108.00 , $81.00 
4023621,CSR-SCISSOR LAP 5X45, $137.00 , $102.75 
4023622,CSR-APPLIER DIRECT DRI CLIP10, $252.00 , $189.00 
4023623,CSR-DRILL BIT CANNULATED 5.0, $728.00 , $546.00 
4023624,CSR-BEARING TIBIAL PS 14X63/67," $3,593.00 "," $2,694.75 "
4023625,CSR-BEARING TIBIAL CR 10X71/75," $8,561.00 "," $6,420.75 "
4023626,CSR-KIT ENDO BASIC, $29.00 , $21.75 
4023627,CSR-WIRE-K 1.0X150MM, $112.00 , $84.00 
4023628,CSR-SCREW CORTICAL 3.5X24MM, $83.00 , $62.25 
4023629,CSR-SCREW CORTICAL 4.0X14MM, $141.00 , $105.75 
4023630,CSR-CASE CONTACT LENS, $4.00 , $3.00 
4023631,CSR-NAIL UNIVERSA FEMOR 13X32," $5,019.00 "," $3,764.25 "
4023632,CSR-END CAP UNI IMPINGING, $504.00 , $378.00 
4023633,CSR-SCREW CORTICAL BONE 4.5X40, $116.00 , $87.00 
4023634,CSR-SCREW SELFTAP CORT  6.5X65, $558.00 , $418.50 
4023635,CSR-SCREW SELFTAP CORT 6.5X70, $558.00 , $418.50 
4023636,CSR-SCREW CORTICAL 6.5X75, $558.00 , $418.50 
4023637,CSR-DRILL BIT INCH 3.8, $504.00 , $378.00 
4023638,CSR-PIN GUIDE 3.2X14, $339.00 , $254.25 
4023639,CSR-BEARING TIBIALCR12X71/75MM," $3,778.00 "," $2,833.50 "
4023640,CSR-PEG FULL THREAD2.5X26MM, $252.00 , $189.00 
4023641,CSR-SCREW CORTICAL3.5X16MM, $252.00 , $189.00 
4023642,CSR-BEAR TIBIAL DCM PS10X63/67," $4,263.00 "," $3,197.25 "
4023643,CSR-NAIL FIX 11MM 130DEG 340MM," $8,252.00 "," $6,189.00 "
4023644,CSR-TROCAR 5X100 (CFB03), $58.00 , $43.50 
4023645,CSR-KIT ENDO BASIC, $29.00 , $21.75 
4023646,CSR-TROCAR 12X100 FIXATION, $94.00 , $70.50 
4023647,CSR-HARMONIC ACE, $738.00 , $553.50 
4023648,CSR-FEMUR POROUS CR LT 67.5MM," $9,886.00 "," $7,414.50 "
4023649,CSR-BEARI TIBIAL CR 12MMX71/75," $8,561.00 "," $6,420.75 "
4023650,CSR-SCREW BONE SELF TAP 6.5X40, $389.00 , $291.75 
4023651,CSR-DRILL BIT 2.0, $166.00 , $124.50 
4023652,CSR-KIT IVAS 10/3," $4,381.00 "," $3,285.75 "
4023653,CSR-DRILL HAND 11G, $300.00 , $225.00 
4023654,CSR-VERTEPORT 11G, $235.00 , $176.25 
4023655,CSR-CANNULA IVAS 11G, $245.00 , $183.75 
4023656,CSR-HEAD COMP MOD 28MM + 3MM," $1,991.00 "," $1,493.25 "
4023657,CSR-SCREW CANN CANCELL 4.0X20, $490.00 , $367.50 
4023658,CSR-SCREW CANN CANCELL 4.0X22, $490.00 , $367.50 
4023659,CSR-CABLE OR 2X8 61CM EXTENSIO, $4.00 , $3.00 
4023660,CSR-ELECTRODE CUT LOOP 24FR, $90.00 , $67.50 
4023661,CSR-SLEEVE SMOOTH BLADED 5MM R, $64.00 , $48.00 
4023662,CSR-TROCAR SMOOTH BLADED 5MM R, $64.00 , $48.00 
4023663,CSR-SHIELD BL Z THREAD 11X100R, $64.00 , $48.00 
4023664,CSR-TROCAR SMOOTH BLADED 5X100, $103.00 , $77.25 
4023665,CSR-TUBING MAIN ARTHROSCOPY PU, $72.00 , $54.00 
4023666,CSR-SCISSOR LAP 5X35CM R, $91.00 , $68.25 
4023667,CSR-NEEDLE INSUFFLATION 120MMR, $24.00 , $18.00 
4023668,CSR-NEEDLE INSUFFLATION 150MMR, $24.00 , $18.00 
4023669,CSR-RETRIEVAL SYSTEM 10MM R, $151.00 , $113.25 
4023670,CSR-RETRIEVAL SYSTEM 5MM R, $151.00 , $113.25 
4023671,CSR-CUFF DUAL PORT SGL BLAD 30, $36.00 , $27.00 
4023672,CSR-CUFF DUAL PORT SGL BLAD 34, $36.00 , $27.00 
4023673,CSR-TUBULA PLATE 8HOLE 3.5X100, $252.00 , $189.00 
4023674,CSR-SCREW CANCE NON LOC 4.0X50, $141.00 , $105.75 
4023675,CSR-PLATE CONDYLAR 6H LT4.5170," $7,395.00 "," $5,546.25 "
4023676,CSR-SCREW CANNUL LK 7.3MMX85MM," $1,401.00 "," $1,050.75 "
4023677,CSR-SCREW CANNUL LC 5.0MMX35MM, $944.00 , $708.00 
4023678,CSR-SCREW CANNUL LC 5.0MMX75MM, $944.00 , $708.00 
4023679,CSR-KIT CHOLE SJB, $627.00 , $470.25 
4023680,CSR-KIT CHOLE WADLEY, $627.00 , $470.25 
4023681,CSR-KIT CHOLE JOSEPH, $720.00 , $540.00 
4023682,CSR-TIBIAL BEARING 20MMX63/67M," $4,263.00 "," $3,197.25 "
4023683,CSR-BEARING TIB DCM PS16X71/75," $4,263.00 "," $3,197.25 "
4023684,CSR-FEMORAL CR INTERLOK LT67.5," $9,886.00 "," $7,414.50 "
4023685,CSR-PEG FULL THREAD 2.5X16, $252.00 , $189.00 
4023686,CSR-FEMORAL OPEN BOX PS RT 75.," $10,178.00 "," $7,633.50 "
4023687,CSR-GARMENT BELT BACK BRAVE, $288.00 , $216.00 
4023688,CSR-OFF LOAD PRESSURE RELIEF S, $279.00 , $209.25 
4023689,CSR-MOD LATERALIZ FEM 12.5X145," $13,734.00 "," $10,300.50 "
4023690,CSR-LINER WALL HI SZ 26," $4,173.00 "," $3,129.75 "
4023691,CSR-MAL/HEAD SHELL 3HL 62MM," $4,680.00 "," $3,510.00 "
4023692,CSR-PLATE NAR MINI LOCK22X41RT," $3,597.00 "," $2,697.75 "
4023693,CSR-DRILL BIT 2.2MM, $278.00 , $208.50 
4023694,CSR-SCREW NON LOCK 18MMX2.7MM, $152.00 , $114.00 
4023695,CSR-SCREW NON LOCK 2.7MMX20MM, $152.00 , $114.00 
4023696,CSR-SCREW NON LOCK 2.7MMX22MM, $152.00 , $114.00 
4023697,CSR-SCREW LOCK 18MMX2.7MM, $422.00 , $316.50 
4023698,CSR-SCRW LOCK 20MMX2.7, $422.00 , $316.50 
4023699,CSR-SCREW LOCK 22MMX2.7, $422.00 , $316.50 
4023700,CSR-SCREW LOCK 24MMX2.7MM, $422.00 , $316.50 
4023701,CSR-BEARING TIBIAL 14MM 63/67M," $8,561.00 "," $6,420.75 "
4023702,CSR-MOD LATERALIZ FEMOR7.5X135," $13,734.00 "," $10,300.50 "
4023703,CSR-LINER ACETA HIWALL SZ22 28," $9,530.00 "," $7,147.50 "
4023704,CSR-LAT FEMORAL REDUCER 12X140," $13,734.00 "," $10,300.50 "
4023705,CSR-CERAMENT," $5,703.00 "," $4,277.25 "
4023706,CSR-MOD HEAD W/VARIAB 42X21X43," $7,553.00 "," $5,664.75 "
4023707,CSR-GLENOID BASE HYBRID 4MM SM," $6,970.00 "," $5,227.50 "
4023708,CSR-SHOULDER STEM STND 11MM," $16,362.00 "," $12,271.50 "
4023709,CSR-FEMORAL FX HIP ECHO 9MM," $4,821.00 "," $3,615.75 "
4023710,CSR-ACETABULAR LOCK RING SZ 24, $645.00 , $483.75 
4023711,CSR-LINER ACETABULAR 32MM SZ25," $9,530.00 "," $7,147.50 "
4023712,CSR-MOD FEMOR TAPELOC 17.5X155," $13,734.00 "," $10,300.50 "
4023713,CSR-BEARING TIBIAL PS 14X71/75," $3,593.00 "," $2,694.75 "
4023714,CSR-NAIL FIXATI 11MM 130D380M," $8,543.00 "," $6,407.25 "
4023715,CSR-SET SECONDARY MED/HANGER, $3.39 , $2.54 
4023716,CSR-SET EXTENSION, $7.38 , $5.54 
4023717,CSR-SET EXTENSION SIDE CLAMP, $7.53 , $5.65 
4023718,CSR-SET CATH EXTENSION 8.5, $5.28 , $3.96 
4023719,CSR-SET CATH EXTENSION 7.6, $6.65 , $4.99 
4023720,CSR-SET EXTENSION LUER SLIP 6., $5.06 , $3.80 
4023721,CSR-CONNECTOR NEEDLELESS, $3.92 , $2.94 
4023722,CSR-STOPCOCK LG BORE 4-WAY, $7.25 , $5.44 
4023723,CSR-SET MINIVOLUME EXTENSION, $6.53 , $4.90 
4023724,CSR-BEAR TIBIA DCM PS 10X79/83," $4,263.00 "," $3,197.25 "
4023725,CSR-BEARING TIBIAL PS 12X63/67," $8,561.00 "," $6,420.75 "
4023726,CSR-PLATE CONDY 8HL RT 4.5X206," $7,532.00 "," $5,649.00 "
4023727,CSR-DRILL BIT 4.3MM QC 180MM, $591.00 , $443.25 
4023728,CSR-SCREW CANNUL LOCK 5.0X50MM, $944.00 , $708.00 
4023729,CSR-SCREW LOCK SLT-TPNG 5MMX44, $702.00 , $526.50 
4023730,CSR-SCREW LOCK SLF-TPN 5MMX46, $702.00 , $526.50 
4023731,CSR-PACK DRAPE HAND, $27.00 , $20.25 
4023732,CSR-PACK DRAPE UTILITY W/TAPE, $4.00 , $3.00 
4023733,CSR-PACK ABDOMINAL MAJOR/GENER, $70.00 , $52.50 
4023734,CSR-PACK LAPAROTOMY/NO GOWNS, $28.00 , $21.00 
4023735,CSR-PACK CYSTOSCOPY, $20.00 , $15.00 
4023736,CSR-DRAPE SHOULDER, $73.00 , $54.75 
4023737,CSR-PACK ARTHROSCOPY, $95.00 , $71.25 
4023738,CSR-PACK STOVKINETTE 12X48, $12.00 , $9.00 
4023739,CSR-DRAPE SPLIT U/SHT, $7.00 , $5.25 
4023740,CSR-COVER TABLE 44X90, $5.00 , $3.75 
4023741,CSR-SHEET DRAPE 40X58, $4.00 , $3.00 
4023742,CSR-COVER MAYO STAND STERILE, $3.00 , $2.25 
4023743,CSR-DRAPE HIP W/POUCHES, $40.00 , $30.00 
4023744,CSR-COVER MAYO STAND XL, $6.00 , $4.50 
4023745,CSR-PLATE LCPOLECRANON 2.7/3.5," $4,983.00 "," $3,737.25 "
4023746,CSR-SCREW SLF TNP 2.7X26MM, $220.00 , $165.00 
4023747,CSR-SCREW SLF TNP 2.7X28MM, $220.00 , $165.00 
4023748,CSR-SCREW SLF TNP 2.7X38MM, $220.00 , $165.00 
4023749,CSR-SCREW LOCK RECESS 2.7X30MM, $684.00 , $513.00 
4023750,CSR-SUTURE ETH BK PS 2-0 585H, $13.00 , $9.75 
4023751,CSR-SUTURE VIC 0 VIOLT 27 J479, $6.00 , $4.50 
4023752,CSR-SUTURE VIC O VIOLT VCP340H, $6.00 , $4.50 
4023753,CSR-SUTURE VICR 0 PLUS VCP334H, $6.00 , $4.50 
4023754,CSR-SUTURE VIC 1 VIOLT VCP864H, $7.00 , $5.25 
4023755,CSR-SUTURE VICRLY 1CTX VCP365H, $6.00 , $4.50 
4023756,CSR-SUTURE VICR 2 PLUS VCP259H, $6.00 , $4.50 
4023757,CSR-SUTURE VIC 2 FS-1 VCP443H, $8.00 , $6.00 
4023758,CSR-SUTURE VIC 3 CT-1 VCP338H, $6.00 , $4.50 
4023759,CSR-SUTURE VIC 3-0 VIOLT J316H, $6.00 , $4.50 
4023760,CSR-SUTURE VIC 4 PS-2 VCP496G, $14.00 , $10.50 
4023761,CSR-SUTURE SILK 2-0 BLK FS685H, $6.00 , $4.50 
4023762,CSR-SUTURE SILK 3 BLK SH C013D, $28.00 , $21.00 
4023763,CSR-SUTURE 0 PLUS CT-2 PDP334H, $9.00 , $6.75 
4023764,"CSR-Suture Mono 4-0 18""", $17.00 , $12.75 
4023765,CSR-SUTURE MONO PLS KS MCP523H, $9.00 , $6.75 
4023766,CSR-SUTURE ETHIL BK 3-0 663H, $6.00 , $4.50 
4023767,CSR-STAPLER CIRCULAR 29MM LONG," $1,193.00 ", $894.75 
4023768,CSR-RELOAD ECHELON GRAY 45MM, $492.00 , $369.00 
4023769,CSR-STAPLER POWERED ECHEL 45MM," $1,283.00 ", $962.25 
4023770,CSR-STAPLER POWERED ECHEL 60MM," $1,480.00 "," $1,110.00 "
4023771,CSR-STAPLER PROXIMATE 75MM BLU, $539.00 , $404.25 
4023772,CSR-STAPLER PROXIMATE 55MMBLUE, $361.00 , $270.75 
4023773,CSR-RELOAD PROXIMATE 75MM BLUE, $288.00 , $216.00 
4023774,CSR-RELOAD PROXIMATE 55MM BLUE, $200.00 , $150.00 
4023775,CSR-STAPLER PROIMATE PLUS MD S, $4.00 , $3.00 
4023776,CSR-APPLIER LIGACLIP MCA SMALL, $202.00 , $151.50 
4023777,CSR-APPLIER LIGACLIP MCA LG, $206.00 , $154.50 
4023778,CSR-APPLIER LIGACLIP MCA MED, $236.00 , $177.00 
4023779,CSR-BEARING TIBIAL PS 10X63/67," $8,561.00 "," $6,420.75 "
4023780,CSR-PLATE DVR ANATOMIC WIDE RT," $2,344.00 "," $1,758.00 "
4023781,CSR-PEG SMOOTH 2.0X26, $252.00 , $189.00 
4023782,CSR-SCREW PEG NON LCKNG 2.5X22, $252.00 , $189.00 
4023783,"CSR-Suture CG CT 0 27""", $10.00 , $7.50 
4023784,CSR-PLATE DISTAL FIBU 6HOLE LT," $4,464.00 "," $3,348.00 "
4023785,CSR-SCREW SLT-TPN 2.7MMX12MM, $220.00 , $165.00 
4023786,CSR-SCREW LOCKING 2.7MM REC 14, $684.00 , $513.00 
4023787,CSR-DISIMPACTOR TRI-PACK, $245.00 , $183.75 
4023788,CSR-RELOAD WHITE ECHELON 45MM, $492.00 , $369.00 
4023789,CSR-RELOAD BLUE ECHELON 45MM, $492.00 , $369.00 
4023790,CSR-BABCOCK ENDOPATH 10MM, $280.00 , $210.00 
4023791,CSR-PLATE FIBULA 3.5 LCP 7HLLT," $3,118.00 "," $2,338.50 "
4023792,CSR-SCREW BONE LOCKING 2.7X12, $569.00 , $426.75 
4023793,CSR-SCREW BONE LOCKING 2.7X14, $569.00 , $426.75 
4023794,CSR-SCREW BONE LOCKING 2.7X16, $569.00 , $426.75 
4023795,CSR-BEARING TIBIAL CR 10X79/83," $3,773.00 "," $2,829.75 "
4023796,CSR-HEX WRENCH, $270.00 , $202.50 
4023797,CSR-TUNNELING TOOL," $1,080.00 ", $810.00 
4023798,CSR-STEERING KIT STYLET, $666.00 , $499.50 
4023799,CSR-CEMENT TWIN PEGGED FEMORAL," $10,732.00 "," $8,049.00 "
4023800,CSR-TIBIAL TRAY MEDIAL RT STAN," $8,406.00 "," $6,304.50 "
4023801,CSR-BEARING MENISCAL MED RT 5M," $3,928.00 "," $2,946.00 "
4023802,CSR-BLADE SAW OXFORD STABLECUT," $1,581.00 "," $1,185.75 "
4023803,CSR-TIBIAL BEARING 10X87/91," $4,097.00 "," $3,072.75 "
4023804,CSR-SCREW CONICAL CANN 5MMX40M, $836.00 , $627.00 
4023805,CSR-SCREW CANN CONICAL 7.3X65M," $1,250.00 ", $937.50 
4023806,CSR-SCREW CANN LOCK 7.3MMX65MM," $1,401.00 "," $1,050.75 "
4023807,CSR-UNNA FLEX ELASTIC UNNA BOO, $18.00 , $13.50 
4023808,CSR-PLATE TIBIA SM 3.5MM 87LT," $7,355.00 "," $5,516.25 "
4023809,CSR-SCREW LOCKING 70MM 3.5, $602.00 , $451.50 
4023810,CSR-BIT DRILL CALIBRATED 2.8MM, $584.00 , $438.00 
4023811,CSR-RELOAD BLUE (TR35B), $356.00 , $267.00 
4023812,CSR-RELOAD WHITE (TR35W), $356.00 , $267.00 
4023813,CSR-STAPLER ETS FLEX 35, $840.00 , $630.00 
4023814,CSR-BEAR TIBIA DCM PS+14X79/83," $4,263.00 "," $3,197.25 "
4023815,CSR-PLATE CLAV LCP 3.5 5HLRT94," $4,295.00 "," $3,221.25 "
4023816,CSR-SCREW SLF TPNG 2.7MMX18MM, $569.00 , $426.75 
4023817,CSR-NAIL FIXA 11MM 130DEG 380," $8,252.00 "," $6,189.00 "
4023818,CSR-STAPLER CIRCULAR 25MM," $1,058.00 ", $793.50 
4023819,CSR-CUTTER PROXIMATE TX 30MM B, $300.00 , $225.00 
4023820,CSR-SUTURE CG 1, $10.00 , $7.50 
4023821,CSR-SUTURE PLAIN GUT 2/0, $10.00 , $7.50 
4023822,CSR-SUTURE CG 1, $10.00 , $7.50 
4023823,CSR-PLATE LATERAL FIBULA 2.7 4," $4,047.00 "," $3,035.25 "
4023824,CSR-SUTURE VICRYL 2-0 VCP328H, $6.00 , $4.50 
4023825,CSR-SUTURE SILK 2-0 623H, $5.00 , $3.75 
4023826,CSR-SUTURE PDS 0 Z990G, $17.00 , $12.75 
4023827,CSR-SUTURE CG 5-0 687G, $19.00 , $14.25 
4023828,CSR-SUTURE ETHIBOND 5 B499T, $11.00 , $8.25 
4023829,CSR-SUTURE ETHILON 4-0 662H, $6.00 , $4.50 
4023830,CSR-PACK U BAR/UNIVERSAL, $39.00 , $29.25 
4023831,CSR-MOD CALCAR FEMORAL PROX 34," $31,317.00 "," $23,487.75 "
4023832,CSR-MOD HEAD 40% DISTAL 13X220," $13,284.00 "," $9,963.00 "
4023833,CSR-SUTURE CG 3-0, $10.00 , $7.50 
4023834,CSR-BEARING TIBIAL PS 10X79/83," $3,593.00 "," $2,694.75 "
4023835,CSR-MOD HEAD W/VARIAB 46X18X53," $7,553.00 "," $5,664.75 "
4023836,CSR-CUTTER PROXIM GREEN TX30MM, $294.00 , $220.50 
4023837,CSR-CUTTER PROXIMA BLUE TX60MM, $304.00 , $228.00 
4023838,CSR-CUTTER PROMIM GREEN TX60MM, $304.00 , $228.00 
4023839,CSR-STAPLER CIRCULAR 33MM LONG," $1,059.00 ", $794.25 
4023840,"CSR-Set Extension 42""", $14.00 , $10.50 
4023841,CSR-PACK EXTREMITY LOWER, $32.00 , $24.00 
4023842,CSR-PACK LITHOTOMY/ABDOM MAJOR, $19.00 , $14.25 
4023843,CSR-SUTURE STRATAFIX PDO CTX, $70.00 , $52.50 
4023844,CSR-BEARING TIBIAL PS 14X87/91," $3,593.00 "," $2,694.75 "
4023845,CSR-SUTURE CG 0 SG14T, $11.00 , $8.25 
4023846,CSR-SUTURE VICRYL 1 J353H, $2.00 , $1.50 
4023847,CSR-SUTURE VICRYL 0 JJ31G, $9.00 , $6.75 
4023848,CSR-SUTURE VICRYL 0 TIES J906G, $6.00 , $4.50 
4023849,CSR-SUTURE ETHL 3-0FS-1 669H, $2.00 , $1.50 
4023850,CSR-SUTURE ETHL 3 PS-2 1669H, $3.00 , $2.25 
4023851,CSR-SUTURE CG 3-0 G122H, $3.00 , $2.25 
4023852,CSR-SUTURE ETHILON 5-0698G, $10.00 , $7.50 
4023853,CSR-SUTURE ETHILON 3-0 627H, $5.00 , $3.75 
4023854,CSR-SUTURE ETHILON6-0697G, $11.00 , $8.25 
4023855,CSR-SUTURE ETHILON 2-0628H, $5.00 , $3.75 
4023856,CSR-SUTURE ETHILON 2 490T, $10.00 , $7.50 
4023857,CSR-SUTURE ETHILON 6-0 1665G, $11.00 , $8.25 
4023858,CSR-SUTURE VICRYL 5-0 VCP490G, $12.00 , $9.00 
4023859,CSR-SUTURE VICRYL 4-0 VCP662H, $7.00 , $5.25 
4023860,CSR-SUTURE VICRYL 3-0 VCP497G, $12.00 , $9.00 
4023862,CSR-SUTURE VICRYL PLUS3-0 356H, $6.00 , $4.50 
4023863,CSR-SUTURE VICRYL 2-0 UR-6 J60, $6.00 , $4.50 
4023864,CSR-SUTURE VICRYL 0 VCP870H, $6.00 , $4.50 
4023865,CSR-SUTURE ETHIBOND 0 X412H, $6.00 , $4.50 
4023866,CSR-SUTURE ETHIBOND 0 CT-1X424, $6.00 , $4.50 
4023867,CSR-SUTURE PDP 2-0 CT-1 339H, $8.00 , $6.00 
4023868,CSR-SUTURE ETHIBOND 2-0 CT-2 4, $6.00 , $4.50 
4023869,CSR-SUTURE ETHIBOND 1 OS-4 518, $8.00 , $6.00 
4023870,CSR-SUTURE SILK 0 A306H, $4.00 , $3.00 
4023871,CSR-SUTURE SILK 2-0 A305H, $8.00 , $6.00 
4023872,CSR-SUTURE SILK TIES 4/0 A183H, $6.00 , $4.50 
4023873,CSR-SUTURE SILK 3-0 684H, $6.00 , $4.50 
4023874,CSR-SUTURE SILK 3-0 C017D, $28.00 , $21.00 
4023875,CSR-SUTURE CG TIES 0 L114G, $11.00 , $8.25 
4023876,CSR-SUTURE CG 1 L115H, $9.00 , $6.75 
4023877,CSR-SUTURE CG 2-0 G127H, $10.00 , $7.50 
4023878,CSR-SUTURE CG 2-0 883H, $10.00 , $7.50 
4023879,CSR-SUTURE CG 1 48G, $30.00 , $22.50 
4023880,CSR-SUTURE CG 0 GG128, $10.00 , $7.50 
4023881,CSR-SUTURE CG 2-0 G123H, $10.00 , $7.50 
4023882,CSR-SUTURE CG 6-0 794G, $51.00 , $38.25 
4023883,CSR-SUTURE CG 6-0 790G, $47.00 , $35.25 
4023884,CSR-SUTURE CG 2-0 801H, $10.00 , $7.50 
4023885,CSR-SUTURE CG 3-0 852H, $10.00 , $7.50 
4023886,CSR-SUTURE CG 4-0G121H, $10.00 , $7.50 
4023887,CSR-SUTURE CG3-0 636H, $9.00 , $6.75 
4023889,CSR-SUTURE SILK TIES 2-0 A185H, $5.00 , $3.75 
4023890,CSR-SUTURE SILK TIES 3-0 A184H, $5.00 , $3.75 
4023891,CSR-SUTURE ETHILON 4-0 1864G, $13.00 , $9.75 
4023892,CSR-SUTURE ETHILON 5-0 661G, $6.00 , $4.50 
4023893,CSR-SUTURE PROLENE 0 8412H, $7.00 , $5.25 
4023894,CSR-SUTURE PROLENE 0 8424H, $7.00 , $5.25 
4023895,CSR-SUTURE PROLENE 1 8425H, $7.00 , $5.25 
4023896,CSR-SUTURE PROLENE 1 8824G, $11.00 , $8.25 
4023897,CSR-SUTURE PROLENE 2 8825G, $13.00 , $9.75 
4023898,CSR-SUTURE PROLENE 2-0 8411H, $7.00 , $5.25 
4023899,CSR-SUTURE PROLENE 2-0 8833H, $8.00 , $6.00 
4023900,CSR-SUTURE PROLENE 4-0 8682G, $13.00 , $9.75 
4023901,CSR-SUTURE PROLENE 5-0 8890H, $17.00 , $12.75 
4023902,CSR-SUTURE PROLENE 3-0 8632G, $15.00 , $11.25 
4023903,CSR-SUTURE PROLENE 6-0 EPM8706, $192.00 , $144.00 
4023904,CSR-BALLOON SEEKER EM FRO6X17," $3,510.00 "," $2,632.50 "
4023905,CSR-BALLOON SEEKER EM SPH 6X17," $1,350.00 "," $1,012.50 "
4023906,CSR-INFLATOR KIT BALLOON, $720.00 , $540.00 
4023907,CSR-CATH ANGIOGRAPHIC 5FRX100C, $87.00 , $65.25 
4023908,CSR-KIT IVAS 10MM," $4,381.00 "," $3,285.75 "
4023909,CSR-BIOPSY IVAS 11G, $391.00 , $293.25 
4023910,CSR-LASSO QUICKPASS 45 CURVE L, $576.00 , $432.00 
4023911,CSR-LASSO QUICKPASS 45 CURVE R, $576.00 , $432.00 
4023912,CSR-LABRAL TAPE WHITE 1.5MM 36, $234.00 , $175.50 
4023913,CSR-SUTURE ANCHO PUSH 2.9X12.5," $1,440.00 "," $1,080.00 "
4023914,CSR-KIT DISP FOR 2.9 SHORT PUS, $630.00 , $472.50 
4023915,CSR-CANNULA TWIST IN 8.25MX7CM, $90.00 , $67.50 
4023916,CSR-BEARING TIBI CR 10MMX63-67," $8,561.00 "," $6,420.75 "
4023917,CSR-TIGHTROPE MINI CMC 1.1MM," $3,222.00 "," $2,416.50 "
4023918,CSR-SCREW BONE SELF TAP 6.5X45, $389.00 , $291.75 
4023919,CSR-FEMUR POROUS RT 75MM," $13,533.00 "," $10,149.75 "
4023920,CSR-KIT MULTI LUMEN PI 7FRX20C, $457.00 , $342.75 
4023921,OR-DUAL LUMEN CATH 10/50, $219.00 , $164.25 
4023922,CSR-BALLOON SEEKER EM MAX 6X7," $1,710.00 "," $1,282.50 "
4023923,CSR-ANKLE SYNDE ZIPTIGH 909857," $1,937.00 "," $1,452.75 "
4023924,CSR-MAL/HEAD ACET SHELL 3HL 60," $4,680.00 "," $3,510.00 "
4023925,CSR-KIT ACCESSORY AMS 700," $2,024.00 "," $1,518.00 "
4023926,CSR-SYSTEM CEEP SCROTAL RETRAC," $1,163.00 ", $872.25 
4023927,CSR-PUMP MS 700CX PRECONNECT," $29,330.00 "," $21,997.50 "
4023928,CSR-RESERVOIR AMS 700," $7,132.00 "," $5,349.00 "
4023929,CSR-NAVIG HD SHEATH 12/14 46CM, $447.00 , $335.25 
4023930,CSR-NAVIG HD SHEATH 12/14 36CM, $447.00 , $335.25 
4023931,CSR-UROMAX URETERAL BALL 12X10, $936.00 , $702.00 
4023932,CSR-UROMAX URETERAL BALL 15X10, $936.00 , $702.00 
4023933,CSR-UROMAX URETERAL BALL 12X4, $936.00 , $702.00 
4023934,CSR-UROMAX URETERAL BALL 15X4, $936.00 , $702.00 
4023935,CSR-MOD LATERALIZ FEMOR7.5X135," $13,734.00 "," $10,300.50 "
4023936,CSR-BEARIN TIBI DCMPS 16X79/83," $4,263.00 "," $3,197.25 "
4023937,CSR-SCREW CAN DISP SHEATH 7X25, $594.00 , $445.50 
4023938,CSR-SCREW BIOCOMP INTERF FULL," $1,210.00 ", $907.50 
4023939,CSR-FEMORAL CR INTLOK RT 67.5M," $9,886.00 "," $7,414.50 "
4023940,CSR-LINER ACETABULAR 28MM," $4,173.00 "," $3,129.75 "
4023941,CSR-KIT 2 PIECE OSTOMY SURG PO, $65.00 , $48.75 
4023942,CSR-BELT OSTOMY ADJ 42, $35.00 , $26.25 
4023943,CSR-SEAL EAKIN COHESIVE, $15.00 , $11.25 
4023944,CSR-CRUTCH CHILD, $66.00 , $49.50 
4023945,CSR-CRUTCH ADULT TALL, $70.00 , $52.50 
4023946,CSR-CRUTCH MEDIUM ADULT STANDA, $44.00 , $33.00 
4023947,CSR-CRUTCH YOUTH STANDARD, $44.00 , $33.00 
