Price List: SE Health Stoddard County Price List,,
Service Name,Procedure Code,Price ($)
CT LOW EXT LT W,73701,1763.00
PB CT LOW EXT LT W,73701,1763.00
CT LOW EXT RT W,73701,1763.00
PB CT LOW EXT RT W,73701,1763.00
CT LOW EXT LT W/WO,73702,1876.00
PB CT LOW EXT LT W/WO,73702,1876.00
CT LOW EXT RT W/WO,73702,1876.00
PB CT LOW EXT RT W/WO,73702,1876.00
CTA LOW EXT LT W O & W,73706,1861.00
CTA LOW EXT RT W O & W,73706,1861.00
LOW EXT W/O CONTRAST,73718,1631.00
MRI LOW EXT LT W O CONT,73718,1775.00
PB MRI LOW EXT LT W O CONT,73718,1775.00
MRI LOW EXT RT W O CONT,73718,1775.00
PB MRI LOW EXT RT W O CONT,73718,1775.00
LOW EXT W/O & W,73720,2363.00
MRI LOW EXT LT W O & W,73720,1973.00
PB MRI LOW EXT LT W O & W,73720,1973.00
MRI LOW EXT RT W O & W,73720,1973.00
PB MRI LOW EXT RT W O & W,73720,1973.00
LOW JOINT W/O,73721,1594.00
MRI LOW JOINT LT W O,73721,1775.00
PB MRI LOW JOINT LT W O,73721,1775.00
MRI LOW JOINT RT W O,73721,1775.00
PB MRI LOW JOINT RT W O,73721,1775.00
MRI LOW JOINT LT W O & W,73723,1973.00
PB MRI LOW JOINT LT W O & W,73723,1973.00
MRI LOW JOINT RT W O & W,73723,1973.00
PB MRI LOW JOINT RT W O & W,73723,1973.00
ABDOMEN AP,74000,169.00
PB ABDOMEN AP,74000,225.00
ABDOMEN AP,74018,225.00
ABD COMP W REC/ERECT,74019,324.00
ABD COMP W DEC/ERECT,74020,243.00
PB ABD COMP W REC/ERECT,74020,324.00
ABD ACUTE W CHEST,74022,391.00
ABD ACUT,74022,265.00
PB ABD ACUTE W CHEST,74022,391.00
CT ABDOMEN W/O,74150,1425.00
ABDOMEN W/O CONTRAST,74150,1069.00
PB CT ABDOMEN W/O,74150,1425.00
CT ABDOMEN W,74160,1763.00
CT KIDNEYS W,74160,1763.00
ABD W,74160,1900.00
PB CT ABDOMEN W,74160,1763.00
PB CT KIDNEYS W,74160,1763.00
CT ABDOMEN W/WO,74170,2850.00
ABDOMEN W/O & W CONT,74170,2138.00
PB CT ABDOMEN W/WO,74170,2850.00
CTA ABD/PELV WOW,74174,3914.00
CTA ABDOMEN W/WO,74175,1861.00
CT ABDOMINAL ANEURYSM,74175,1861.00
PB CT ABDOMINAL ANEURYSM,74175,1861.00
CT ABD/PELV WO,74176,2850.00
ABDOMEM PELVIS W/O,74176,2138.00
PB CT ABD/PELV WO,74176,2850.00
CT ABD/PELV W,74177,3150.00
ABD/PELV W CONTRAST,74177,2363.00
PB CT ABD/PELV W,74177,3150.00
CT ABD/PELV W/WO,74178,3350.00
ABD/PELV W/O & W CON,74178,2513.00
PB CT ABD/PELV W/WO,74178,3350.00
MRI ABDOMEN W/O CONTRAST,74181,1775.00
PB MRI ABDOMEN W/O CONTRAST,74181,1775.00
MRI ABDOMEN W CONTRAST,74182,1923.00
MRI MRI ABDOMEN W CONTRA,74182,1923.00
PB MRI ABDOMEN W CONTRAST,74182,1923.00
PB MRI MRI ABDOMEN W CONTRA,74182,1923.00
MRI ABDOMEN W/O & W CONT,74183,2072.00
ABDOMEN W/O & W CONT,74183,2363.00
PB MRI ABDOMEN W/O & W CONT,74183,2072.00
MRA ABDOMEN W W/O,74185,3162.00
SWALLOW FUNCTION,74230,515.00
UGI W AIR/KUB,74247,783.00
SMALL BOWEL SERIES,74250,525.00
PB SMALL BOWEL SERIES,74250,525.00
BARIUM ENEMA,74270,695.00
BARIUM ENEMA A/C,74280,1025.00
CHOLANG INTRAOP,74300,664.00
CHOLANG EXIST CATH,74305,677.00
IVP INFUSION,74410,711.00
PB IVP INFUSION,74410,711.00
IVP W NEPHROTOMO,74415,788.00
CYSTOGRAM 3 + VIEWS,74430,460.00
CYSTOGRAM VOIDING,74455,464.00
HYSTEROSALPIINGOGRAM,74740,900.00
CTA AA ILIOFEM R/O,75635,3090.00
VENOGRAM UNILATERAL,75820,886.00
VENOGRAM LT,75820,886.00
VENOGRAM RT,75820,886.00
VENOGRAM BIL,75822,1648.00
VENACAVAGRAM INF,75825,2575.00
US USG CATH PLACEMENT,75989,618.00
FLUOROSCOPY < 1HR,76000,500.00
FLUOROSCOPY > 1HR,76001,670.00
WHOLE BODY FB 1 VIEW,76010,258.00
PB WHOLE BODY FB 1 VIEW,76010,258.00
ABS/FIST/SINUS TRACT,76080,459.00
PB ABS/FIST/SINUS TRACT,76080,459.00
MM SURG SPECIMEN BREAST,76098,252.00
CT 3D WO POSTPROCESSING,76376,284.00
PB CT 3D WO POSTPROCESSING,76376,284.00
CT LIMITED/LOCALIZED,76380,779.00
PB CT LIMITED/LOCALIZED,76380,779.00
US SOFT TISSUE HD/NECK,76536,495.00
US THYROID,76536,422.00
US THYROID,76536,371.00
PB US SOFT TISSUE HD/NECK,76536,495.00
US CHEST,76604,633.00
US SOFT TISSUE,76604,464.00
PB US CHEST,76604,633.00
PB US SOFT TISSUE,76604,464.00
US BREAST UNI COMPLETE,76641,568.00
BREAST COMPLETE,76641,368.00
US BREAST LT COMPLETE,76641,568.00
US BREAST RT COMPLETE,76641,568.00
US BREAST UNI LIMITED,76642,468.00
BREAST LIMITED,76642,368.00
US BREAST LT LIMITED,76642,468.00
US BREAST RT LIMITED,76642,468.00
US ABDOMEN COMPLETE,76700,775.00
ABDOMEN COMPLETE,76700,581.00
PB US ABDOMEN COMPLETE,76700,775.00
US ABDOMEN LIMITED,76705,628.00
US GALLBLADDER,76705,628.00
US LIVER/GALLBLADDER,76705,630.00
US GALLBLADDER,76705,472.00
PB US ABDOMEN LIMITED,76705,628.00
PB US GALLBLADDER,76705,628.00
PB US LIVER/GALLBLADDER,76705,630.00
US AAA SCREEN,76706,309.00
US RENAL,76770,628.00
US AORTA,76770,471.00
PB US RENAL,76770,628.00
US LIMITED,76775,469.00
US PREGNANCY,76801,363.00
US NEW OB > 14WKS,76801,475.00
PB US PREGNANCY,76801,363.00
US PREG 1ST TRI EA ADDL,76802,309.00
PB US PREG 1ST TRI EA ADDL,76802,309.00
US PREG AFT 1ST TRI SGL,76805,680.00
PREG AFT 1ST TRI SGL,76805,432.00
PB US PREG AFT 1ST TRI SGL,76805,680.00
US PREG AFT 1ST TRI ADD,76810,309.00
US PELVIS OB MULTI,76810,506.00
PB US PREG AFT 1ST TRI ADD,76810,309.00
US PREG DETAIL EXAM SGL,76811,515.00
PB US PREG DETAIL EXAM SGL,76811,515.00
US PREG DETAIL EXAM ADD,76812,309.00
PB US PREG DETAIL EXAM ADD,76812,309.00
US PREG 1ST TRI NTM 1 G,76813,515.00
PB US PREG 1ST TRI NTM 1 G,76813,515.00
US PREG 1ST TRI NTM ADD,76814,324.00
PB US PREG 1ST TRI NTM ADD,76814,324.00
US PREGNANCY LIMITED,76815,515.00
PELVIC OB LIMITED,76815,496.00
PB US PREGNANCY LIMITED,76815,515.00
US PREGNANCY FOLLOWUP,76816,412.00
PB US PREGNANCY FOLLOWUP,76816,412.00
US TRANSVAGINAL OB,76817,633.00
TRANSVAGINAL OB,76817,581.00
PB US TRANSVAGINAL OB,76817,633.00
US BPP W NST,76818,464.00
BIOPHYSICAL,76819,443.00
US FETAL ECHO 2D,76825,1030.00
US FETAL ECHO DOPPLER,76827,824.00
PB US FETAL ECHO DOPPLER,76827,824.00
US TRANSVAGINAL,76830,775.00
TRANSVAGINAL NON OB,76830,581.00
PB US TRANSVAGINAL,76830,775.00
US SALINE INF SONOHYST,76831,824.00
PB US SALINE INF SONOHYST,76831,824.00
US PELVIC,76856,635.00
PELVIC NON OB COMP,76856,476.00
PB US PELVIC,76856,635.00
US BLADDER,76857,340.00
US BLADDER,76857,238.00
PB US BLADDER,76857,340.00
US SCROTUM/CONTENTS,76870,628.00
SCROTUM & CONTENTS,76870,471.00
PB US SCROTUM/CONTENTS,76870,628.00
US TRANSRECTAL,76872,773.00
PB US TRANSRECTAL,76872,773.00
US EXTREMITY,76881,615.00
US EXT NON-VASC LT,76881,474.00
US EXT NON-VASC LT COMP,76881,674.00
PB US EXT NON-VASC LT,76881,474.00
PB US EXT NON-VASC LT COMP,76881,674.00
US EXT NON-VASC RT,76881,474.00
US EXT NON-VASC RT COMP,76881,674.00
PB US EXT NON-VASC RT,76881,474.00
PB US EXT NON-VASC RT COMP,76881,674.00
US EXT NON VASC LIMI,76882,351.00
US EXT NON-VASC LT LTD,76882,468.00
PB US EXT NON-VASC LT LTD,76882,468.00
US EXT NON-VASC RT LTD,76882,468.00
PB US EXT NON-VASC RT LTD,76882,468.00
US GUIDE VASCULAR ACCESS-PROFEE,76937,88.00
US USG NEEDLE PLACEMENT,76942,742.00
US USG ASPIRATION,76942,690.00
US USG BIOPSY,76942,738.00
ECHO GUIDE FOR BX-PROFEE,76942,169.00
INTRAOPERATIVE,76998,194.00
US IR INTRAOPERATIVE,76998,767.00
FLUORO CV ACC DEV PL,77001,411.00
CT GUIDED BX,77012,1435.00
PB CT GUIDED BX,77012,1435.00
MM TOMO RT SCREENING,77061,75.00
MM TOMO LT SCREENING,77061,75.00
MM TOMO LT DIAG,77061,150.00
MM TOMO RT DIAG,77061,150.00
MM TOMO BIL DIAG,77062,300.00
MM TOMO BILAT SCREENING,77063,75.00
MAMMO DX UNI,77065,113.00
MM MAMMO DX LT,77065,325.00
MM MAMMO DX RT,77065,325.00
MM MAMMO DX BIL,77066,232.00
MM MAMMO SCREEN BIL,77067,240.00
MAMMO SCREEN UNI,77067,340.00
MM MAMMO SCREEN LT,77067,210.00
MM MAMMO SCREEN RT,77067,210.00
STRESS VIEW JOINT,77071,310.00
PB STRESS VIEW JOINT,77071,310.00
BONE AGE STUDY,77072,613.00
PB BONE AGE STUDY,77072,613.00
BONE LENGTH STUDY,77073,613.00
PB BONE LENGTH STUDY,77073,613.00
BONE SURVEY LTD,77074,567.00
PB BONE SURVEY LTD,77074,567.00
BONE SURVEY COMP,77075,1545.00
PB BONE SURVEY COMP,77075,1545.00
BONE SURVEY INFANT,77076,587.00
PB BONE SURVEY INFANT,77076,587.00
JOINT SURVEY 1 VIEW,77077,613.00
PB JOINT SURVEY 1 VIEW,77077,613.00
DEXA BONE DENSITY AX,77080,390.00
DEXA BONE DENSITY AX,77080,293.00
DEXA BONE DENS PERIP,77081,206.00
NM THYROID IMAGE/UP SGL,78014,670.00
THYROID IMAGING W UP,78014,461.00
PB NM THYROID IMAGE/UP SGL,78014,670.00
NM PARATHYROID,78070,591.00
PARATHYROID IMAGING,78070,925.00
PB NM PARATHYROID,78070,591.00
NM LIVER & SPLEEN,78215,558.00
PB NM LIVER & SPLEEN,78215,558.00
NM HEPATOBILIARY,78226,1416.00
HEPATOBILLIARY IMA,78226,528.00
PB NM HEPATOBILIARY,78226,1416.00
NM HEPATOBILIARY EF,78227,1622.00
HEPATOBILIARY EF,78227,638.00
PB NM HEPATOBILIARY EF,78227,1622.00
NM GASTRIC EMPTYING,78264,1391.00
GASTRIC EMPTYING STU,78264,1647.00
PB NM GASTRIC EMPTYING,78264,1391.00
NM ACUTE GI BLOOD LOSS,78278,901.00
PB NM ACUTE GI BLOOD LOSS,78278,901.00
NM INTESTINE (MECKELS),78290,558.00
PB NM INTESTINE (MECKELS),78290,558.00
NM BONE LIMITED,78300,798.00
BONE LIMITED,78300,1004.00
PB NM BONE LIMITED,78300,798.00
NM BONE WHOLE BODY,78306,1288.00
BONE SCAN WHOLE BODY,78306,1189.00
PB NM BONE WHOLE BODY,78306,1288.00
NM BONE 3 PHASE,78315,953.00
BONE 3 PHASE,78315,1144.00
PB NM BONE 3 PHASE,78315,953.00
NM BONE SPECT,78320,868.00
PB NM BONE SPECT,78320,868.00
NM MYO PERF SGL,78451,597.00
PB NM MYO PERF SGL,78451,597.00
NM MYO PERF SPECT MULTI,78452,2700.00
NM MYO SPECT MULTI EFWM,78452,1485.00
MYCARDIAL PERFUSION,78452,844.00
PB NM MYO PERF SPECT MULTI,78452,2700.00
PB NM MYO SPECT MULTI EFWM,78452,1485.00
NM MYO PERF SGL EF WM,78453,630.00
PB NM MYO PERF SGL EF WM,78453,630.00
NM MUGA SGL,78472,1048.00
PB NM MUGA SGL,78472,1048.00
NM MUGA MULTI,78473,1162.00
PB NM MUGA MULTI,78473,1162.00
NM PULM VENT AEROSL SGL,78579,561.00
PULMONARY VENTILATIO,78579,1331.00
PB NM PULM VENT AEROSL SGL,78579,561.00
NM PULM PERF IMAGE,78580,1185.00
PB NM PULM PERF IMAGE,78580,1185.00
NM PULM PERF P W/VENT A,78582,1133.00
PULMONARY VENT & PER,78582,832.00
PB NM PULM PERF P W/VENT A,78582,1133.00
NM PULM VENT AEROSL MLT,78587,568.00
PB NM PULM VENT AEROSL MLT,78587,568.00
NM KIDNEY F/F W/O SGL,78707,744.00
PB NM KIDNEY F/F W/O SGL,78707,744.00
NM BLADDER RESIDUAL,78730,558.00
PB NM BLADDER RESIDUAL,78730,558.00
NM TESTICULAR W FLOW,78761,558.00
PB NM TESTICULAR W FLOW,78761,558.00
NM ABSCESS LOCAL SPECT,78807,664.00
PB NM ABSCESS LOCAL SPECT,78807,664.00
BASIC METABOLIC PNL,80048,175.00
GENERAL HEALTH PNL,80050,622.00
ELECTROLYTE PANEL,80051,112.00
COMP METABOL PNL,80053,288.00
OB PANEL,80055,338.00
LIPID PANEL,80061,186.00
RENAL FUNCTION PANEL,80069,48.00
ACUTE HEPATITIS PNL,80074,378.00
HEPATIC FUNCTION PNL,80076,225.00
DRUG SCR DOT,80100,187.00
DRUG SCREEN WALMART,80100,12.00
TISSUE PREP DRUG ANA,80103,378.00
AMIKACIN QN,80150,252.00
CARBAM (TEGRA) TOT,80156,216.00
CYCLOSPORINE QN,80158,356.00
DIGOXIN QN,80162,170.00
VALPROIC ACID QN,80164,196.00
GENTAMICIN QN,80170,238.00
IMIPRAMINE QN,80174,152.00
LAMOTRIGINE,80175,73.00
LEVETIRACETAM,80177,73.00
LITHIUM QN,80178,110.00
NORTRIPTYLINE QN,80182,294.00
OXCARBAZEPINE,80183,73.00
PHENOBARBITAL QN,80184,210.00
PHENYTOIN TOTAL,80185,190.00
PHENYTOIN FREE,80186,200.00
PRIMIDONE,80188,106.00
SIROLIMUS WHOLE BLOOD,80195,75.00
TACROLIMUS QN,80197,255.00
THEOPHYLLINE QN,80198,190.00
TOBRAMYCIN QN,80200,89.00
TOPIRAMATE QN,80201,172.00
VANCOMYCIN QN,80202,221.00
VANCOMYCIN PEAK,80202,221.00
VANCOMYCIN TROUGH,80202,221.00
DRUG QN NOS,80299,262.00
METHYLPHEINDATE,80299,245.00
LEFLUNOMIDE,80299,78.00
DRUG SCREEN COC,80301,65.00
URINE DRUG SCREEN,80306,252.00
ACETAMINOPHEN,80307,210.00
DRUG SCR MULTI BLD/U,80307,190.00
SALICYLATE QN,80307,141.00
DRUG SCR COC 10,80307,134.00
MYCOPHNOLIC ACID,80332,223.00
AMITRIPTYLINE QN,80335,252.00
CHROMIUM,80335,85.00
BENZODIAZEPINES,80346,72.00
THIOPORINE METABOLITES,80375,345.00
.UA W MICRO AUTO CHARGE ONLY NO RESULTS,81001,82.00
UA W/O MICRO AUTO CHARGE ONLY NO RESULT,81003,26.00
UA MICRO ONLY,81015,24.00
PREGNANCY TEST UR QL,81025,66.00
VOL MEASURE TIME UR,81050,42.00
BCR ABL 1 MAJOR BRK,81206,248.00
BCR ABL 1 MINOR BRK,81207,248.00
FACTOR II (PROTHROMBIN) DNA ANALYSIS,81240,270.00
FACTOR V LEIDEN MUTATION ANALYSIS,81241,335.00
HFE GENE ANALYSIS,81256,168.00
JAK2 GENE ANALYSIS,81270,448.00
NUC ACID PROBE,81479,53.00
ACETONE/KETONE BL QL,82009,88.00
URINE KETONE,82009,88.00
ACYLCARNITINES QN,82017,774.00
ACTH,82024,500.00
ALBUMIN,82040,70.00
ALBUMIN UR,82042,71.00
MICROALBUMIN QN,82043,146.00
ALDOLASE,82085,79.00
ALDOSTERONE,82088,447.00
A-1 ANTITRYSPIN TOT,82103,123.00
ALPHA FETOPROT SERUM,82105,207.00
AMINO ACIDS 6 + QN,82139,265.00
AMMONIA,82140,129.00
AMPHET/METHAMPHET,82145,91.00
AMYLASE,82150,97.00
URINE AMYLASE,82150,24.00
ANDROSTENEDIONE,82157,543.00
ACE,82164,129.00
ARSENIC,82175,202.00
BETA 2 MICROGLOBULIN,82232,120.00
BILIRUBIN TOTAL,82247,93.00
BILIRUBIN DIRECT,82248,65.00
OCCULT BLD OTHER,82271,47.00
OCCULT BLD STL 1-3,82272,43.00
CADMIUM,82300,242.00
VITAMIN D3 25-OH,82306,532.00
CALCITONIN,82308,172.00
RANDOM UR CALCIUM,82310,64.00
CALCIUM TOTAL,82310,64.00
CALCIUM IONIZED,82330,225.00
CALCIUM 24 HR UR QN,82340,104.00
STONE ANALYSIS QN,82360,179.00
CO2,82374,72.00
CARBOXYHEMOGLOBIN,82375,88.00
CEA,82378,253.00
CATECHOLAMINES FRACT,82384,237.00
CERULOPLASMIN,82390,86.00
CHLORIDE BLD,82435,93.00
CHLORIDE UR,82436,51.00
CHOLESTEROL,82465,70.00
CITRATE,82507,238.00
COLLAGEN CROSS LINKS,82523,108.00
COPPER,82525,86.00
CORTISOL FREE,82530,194.00
CORTISOL TOTAL,82533,220.00
CHR COL G/L/HPLC MLT,82542,376.00
COL CHROMATO QN,82542,59.00
CK TOTAL,82550,98.00
CK MB,82553,152.00
CREATININE BLD,82565,70.00
OTHER SOURCE CALCIUM,82570,65.00
RANDOM URINE VMA,82570,74.00
RANDOM URINE 5HIAA,82570,74.00
RANDOM URINE METANEPHRUNES,82570,74.00
CREATININE UR,82570,74.00
CREATININE CLEARANCE,82575,138.00
CRYOGLOBULINS QL SQN,82595,100.00
VITAMIN B12,82607,238.00
CYSTATIN C,82610,142.00
DHEA,82626,366.00
DHEA SULFATE,82627,233.00
DHT,82651,213.00
VITAMIN D 125 DIHYDO,82652,267.00
ERYTHROPOIETIN,82668,186.00
ESTRADIOL,82670,427.00
ESTROGENS TOTAL,82672,104.00
ESTRIOL,82677,352.00
ETHYLENE GLYCOL,82693,69.00
FECAL FAT QL,82705,95.00
FECAL FAT QN,82710,175.00
FERRITIN,82728,185.00
FOLIC ACID SERUM,82746,195.00
FOLIC ACID RBC,82747,202.00
GAMMAGLOBULIN EA,82784,136.00
GAMMAGLOBULIN IGE,82785,194.00
ABG,82803,180.00
VENOUS PH,82803,106.00
GASTRIN,82941,191.00
GLUCOSE BODY FLUID,82945,70.00
GLUCOSE BLD QN,82947,67.00
GLUCOSE BLOOD STRIP,82948,21.00
2 HOUR GLUCOSE W/GLUCOLA,82950,44.00
GTT 1ST 3 SPECIMENS,82951,89.00
GTT EA ADDL SPEC,82952,33.00
G-6-PD QN,82955,26.00
FINGERSTICK BLOOD GLUCOSE,82962,14.00
GGT,82977,91.00
FRUCTOSAMINE,82985,15.00
FSH,83001,244.00
LH,83002,237.00
GROWTH HORMONE (HGH),83003,103.00
HAPTOGLOBIN QN,83010,129.00
HEAVY METAL QN EACH,83018,335.00
HEMOGLOBIN CHROMO,83021,115.00
HEMOGLOBIN GLYCATED,83036,115.00
HEMOSIDERIN QL,83070,50.00
HISTAMIN,83088,364.00
HOMOCYSTEINE,83090,238.00
17 OHCS,83491,266.00
5 HIAA,83497,113.00
RANDOM URINE 5HIAA,83497,113.00
HYDROXYPROG 17-D,83498,245.00
IMMUNOASSAY QL MULT,83516,182.00
GILADIN ANTIBODY IGA,83516,182.00
GILADIN ANTIBODY IGG,83516,182.00
TTG IGA,83516,182.00
TTG IGG,83516,182.00
ANTIGLOMERULAR BASEMENT MEMBRANE ANTIBOD,83516,43.00
IMMUNOASSAY QN RIA,83519,414.00
MUSK AB,83519,1122.00
IMMUNOASSAY QN NOS,83520,249.00
IBD PANEL,83520,2759.00
IBD PANEL W/O REFLUX,83520,1074.00
INSULIN TOTAL,83525,108.00
IRON,83540,95.00
IRON BIND CAP (IBC),83550,95.00
17 KETOSTEROIDS TOT,83586,148.00
17 KETOSTEROIDS FRAC,83593,490.00
LACTIC ACID,83605,206.00
BODY FLUID LDH,83615,70.00
LDH (LD),83615,70.00
LEAD BLD,83655,109.00
LIPASE,83690,113.00
LIPOPROTIEN A,83695,48.00
HDL DIRECT MEASURE,83718,64.00
LDL DIRECT MEASURE,83721,64.00
MAGNESIUM,83735,97.00
MAGNESIUM RBC,83735,97.00
MASS SPECT MS/MS,83785,97.00
MERCURY QN,83825,68.00
RANDOM URINE METANEPHRUNES,83835,485.00
24R HR URINE FRACTIONATED METANEPHRINES,83835,485.00
METANEPHRINES,83835,485.00
MYOGLOBIN,83874,203.00
NATRIURETIC PEPTIDE,83880,194.00
FLC ASSAY,83883,150.00
NEPHELOMETRY NOS,83883,113.00
NICOTINE,83887,136.00
MOLECULAR ISO/EXT,83890,52.00
ISO/EXT HP NUC ACID,83891,53.00
ENZYMATIC DIGEST,83892,155.00
DOT BLOT,83893,51.00
SEPARATION,83894,51.00
AMPLIFICATION 1ST 2,83900,217.00
MOLECULAR AMP MULT,83901,53.00
MOLECULAR DX SEP/ID,83909,207.00
MOLECULAR I&R,83912,53.00
MUTATION ID ENZ LIG,83914,53.00
NUCLEOTIDASE 5,83915,156.00
ORGANIC ACIDS TOT QN,83918,1120.00
METHYLMALONIC ACID,83921,216.00
OPIATES,83925,122.00
OSMOLALITY BLD,83930,20.00
OSMOLALITY UR,83935,137.00
OSTEOCALCIN,83937,171.00
PTH INTACT,83970,94.00
PH BODY FLD,83986,62.00
CLAPROTECTIN FECAL,83993,550.00
ALKALINE PHOSPHATASE,84075,64.00
ALK PHOS ISOENZYME,84080,205.00
PHOSPHOROUS,84100,70.00
PHOSPHORUS UR,84105,69.00
PORPHYRINS US QN,84120,49.00
POTASSIUM,84132,70.00
POTASSIUM UR,84133,67.00
PREALBUMIN,84134,237.00
PREGNENOLONE,84140,113.00
PROGESTERONE,84144,296.00
PROCALCITONIN,84145,78.00
PROCALCITONIN (PCT),84145,412.50
PROLACTIN,84146,298.00
PSA SCREEN,84152,210.00
PSA TOTAL,84153,210.00
PSA FREE,84154,36.00
PROTEIN TOTAL SERUM,84155,106.00
24 HR URINE PROTEIN,84156,20.00
PROTEIN TOTAL UR,84156,177.00
PROTEIN TOTAL OTHER,84157,124.00
PROTEIN ELECTRO BLD,84165,110.00
PROTEIN ELECTRO UR,84166,121.00
PROINSULIN,84206,394.00
VITAMIN B6,84207,288.00
PYRUVATE,84210,27.00
NON-ENDO RECEPTOR AB,84238,256.00
RENIN,84244,271.00
SELENIUM,84255,54.00
SEROTONIN,84260,308.00
SODIUM SERUM,84295,75.00
SODIUM UR,84300,67.00
SODIUM OTHER SOURCE,84302,51.00
CHLORIDE OTHER,84302,65.00
SODIUM OTHER,84302,65.00
SOMATOMEDIN,84305,296.00
SPECTROPHOTOMETRY,84311,51.00
SUGARS SINGLE QL,84376,30.00
TESTOSTERONE FREE,84402,306.00
TESTOSTERONE TOTAL,84403,318.00
VITAMIN B1 (THIAMIN),84425,130.00
THYROGLOBULIN,84432,54.00
T4 TOTAL,84436,95.00
T4 FREE,84439,229.00
TSH,84443,229.00
THYRD STIM IMMUNOGLB,84445,61.10
VITAMIN E,84446,136.00
AST (SGOT),84450,60.00
ALT (SGPT),84460,67.00
TRANSFERRIN,84466,154.00
TRIGLYCERIDES,84478,85.00
T3 UPTAKE,84479,95.00
T3 TOTAL,84480,142.00
T3 FREE,84481,524.00
T3 REVERSE,84482,278.00
TROPONIN QN,84484,180.00
UREA NITROGEN QN,84520,75.00
UREA NITROGEN UR 24H,84540,2.65
URIC ACID BLD,84550,64.00
URIC ACID OTHER,84560,71.00
RANDOM URINE VMA,84585,111.00
VMA,84585,111.00
ADH (VASOPRESSIN),84588,216.00
VITAMIN A,84590,158.00
VITAMIN K,84597,319.00
ZINC,84630,91.00
C-PEPTIDE,84681,228.00
HCG QN,84702,266.00
HCG QL,84703,104.00
HANDLING DRUG SCR,84999,26.00
REFERENCE LAB PROCESSING FEE,84999,26.00
BLEEDING TIME,85002,70.00
.MAN DIFF CHARGE ONLY NO RESULTS,85007,54.00
BLOOD SMEAR MICROSCO,85007,57.00
HEMATOCRIT,85014,36.00
HEMOGLOBIN,85018,41.00
.CBC AUTO DIFF CHARGE ONLY NO RESULTS,85025,123.00
.HEMOGRAM CHARGE ONLY NO RESULTS,85027,36.00
RETIC COUNT MANUAL,85044,104.00
WBC,85048,53.00
PLATELET COUNT AUTO,85049,87.00
FACTOR II,85210,220.00
FACTOR VII,85230,222.00
FACTOR VIII ACTIVITY,85240,97.00
FACTOR VIII VW FACTO,85246,125.00
FACTOR IX,85250,220.00
FACTOR X,85260,220.00
ANTITHROMBIN 3 ACT,85300,548.00
ANTITHROMBIN 3 AG,85301,176.00
PROTEIN C ACTIVITY,85303,482.00
PROTEIN S FREE,85306,513.00
FIBRINOGEN DEGR PROD,85362,28.50
D-DIMER QN,85379,165.00
FIBRINOGEN ACTIVITY,85384,77.00
FIBRINOGEN AG,85385,99.00
HEPARIN ASSAY,85520,314.00
LEUKO ALK PHOS STAIN,85540,45.00
LYSOZYME,85549,154.00
PLATELET AGGREGATION,85576,186.00
PROTIME,85610,60.00
RUSSELL VIP VEN DIL,85613,130.00
REPTILASE TEST,85635,112.00
SED RATE MANUAL,85651,32.00
SICKLE CELL,85660,38.00
THROMBIN TIME PLASMA,85670,78.00
PTT,85730,77.00
LUPUS ANTICOAGULANT,85732,35.00
FEBRILE AGGLUTININS,86000,26.00
RAST TEST EA QN/SQN,86003,56.00
ALLERGY SPECIFIC IGE,86003,56.00
LEUKOCYTE AB,86021,190.00
PLATELET ANTIBODY,86022,124.00
ANA SCREEN,86038,168.00
ASO TITER,86060,120.00
C-REACTIVE PROTEIN,86140,108.00
CRP (HIGH SENSITIV),86141,17.30
BETA 2 GLYCOPRO I AB,86146,150.00
CARDIOLIPIN AB TOTAL,86147,178.00
PHOSPHOLIPID AB,86148,330.00
COLD AGGLUTININ TTR,86157,110.00
COMPLEMENT C3,86160,129.00
COMPLEMENT C4,86160,129.00
COMPLEMENT C5,86160,123.00
COMPLEMENT EA AG,86160,129.00
COMPLEMENT FUNCT ACT,86161,47.00
COMPLEMENT TOT CH50,86162,257.00
CCP AB,86200,226.00
DNA AB DOUBLE,86225,116.00
ANTI-RNP,86235,228.00
EXTRACT NUC AG SCR,86235,181.00
ANTISCLERODERMA 70 ANTIBODIES,86235,228.00
SJOGRENS ANTIBODIES,86235,456.00
ENDOMYSIAL AB,86255,193.00
FLUORESCENT AB SCR,86255,203.00
FLORESCENT NONINFECT,86256,32.00
CA 15-3 (27.29),86300,182.00
CA 19-9,86301,198.00
CA 125,86304,223.00
MONO SCR (HETEROPH),86308,95.00
CHROMOGRANIN A,86316,114.00
EVEROLIMUS WHOLE BLOOD,86316,114.00
IMMUNOASSAY TUMOR AN,86316,103.00
IMMUNODIFFUSION,86329,216.00
IMMUNOFIX ELECT SER,86334,219.00
IMMUNOFIX ELECT OTHR,86335,34.00
INSULIN ANTIBODIES,86337,384.00
INTRINSIC FACTOR AB,86340,124.00
ISLET CELL AB,86341,213.00
GAD 65 AUTOANTIBODY,86341,73.00
LEUKO HISTAMINE REL,86343,270.00
LYMPHOCYTE TRANSFORM,86353,1008.00
B CELL TOTAL COUNT,86355,283.00
NATURAL KILLER TOTAL,86357,269.00
T CELLS TOTAL,86359,283.00
T CELLS ABS CD4 CD8,86360,283.00
T CELLS ABS CD4,86361,68.00
MICROSOMAL AB,86376,118.00
PARTICLE AGG SCR AB,86403,25.00
CRYPTOCOCCAL AG,86403,141.00
RA FACTOR QL,86430,120.00
