"SVCCD","Description","PRICE1","As of Date"
"41237720","TOBRAM.3-DEXAM.1% OINT 3.5GM  ",494.41,"2/5/2019"
"41237897","GABAPENTIN 100MG CAP          ",18.80,"2/5/2019"
"41237930","TRAZODONE 100MG TAB           ",19.23,"2/5/2019"
"41237950","TRAZODONE 50MG TAB            ",21.15,"2/5/2019"
"41238030","TRIAMCINOLONE 0.1% CRM 15GM   ",206.28,"2/5/2019"
"41238100","TRIAMCINOLONE ACET 40MG/ML 1ML",88.48,"2/5/2019"
"41238105","TUBERCULIN 1TU SKIN TEST      ",30.44,"2/5/2019"
"41238140","TRIAMCINOLONE 0.1% OINT 15GM  ",35.25,"2/5/2019"
"41238150","TRIAMCINOLONE 0.5% CRM 15GM   ",63.01,"2/5/2019"
"41238340","TRIFLURIDINE 1% OP 7.5ML      ",738.09,"2/5/2019"
"41238350","TRIHEXYPHENIDYL 2MG TAB       ",8.79,"2/5/2019"
"41238387","GABAPENTIN 300MG CAP          ",25.05,"2/5/2019"
"41238389","GABAPENTIN 400MG CAP          ",30.51,"2/5/2019"
"41238400","TRIHEXYPHENIDYL HCL 5MG TAB   ",8.79,"2/5/2019"
"41238577","RALOXIFENE HCL 60MG TAB       ",46.75,"2/5/2019"
"41238676","MONTELUKAST 10MG TAB          ",59.52,"2/5/2019"
"41238724","AZITHROMYCIN 200MG/5ML 15ML   ",159.68,"2/5/2019"
"41238910","UREA LOTION 10% 180ML         ",119.77,"2/5/2019"
"41238940","URSODIOL 300MG CAP            ",58.16,"2/5/2019"
"41238960","VALPROIC ACID 250MG CAP       ",9.24,"2/5/2019"
"41238980","VANCOMYCIN 1GM INJ            ",525.05,"2/5/2019"
"41239000","VANCOMYCIN 250MG/5ML SOLN 20ML",145.12,"2/5/2019"
"41239010","VANCOMYCIN 500MG INJ          ",369.94,"2/5/2019"
"41239040","VASOPRESSIN 20U/ML 1ML INJ    ",208.97,"2/5/2019"
"41239060","VECURONIUM 10MG INJ           ",461.71,"2/5/2019"
"41239090","VERAPAMIL SR 180MG TAB        ",26.82,"2/5/2019"
"41239140","VERAPAMIL HCL SR 240MG TAB    ",25.05,"2/5/2019"
"41239160","VERAPAMIL 80MG TAB            ",18.31,"2/5/2019"
"41239300","VITAMIN E 100IU CAP           ",1.00,"2/5/2019"
"41239320","VITAMIN E 400IU CAP           ",1.00,"2/5/2019"
"41239380","VITAMIN A&D OINT 60GM         ",13.57,"2/5/2019"
"41239401","WARFARIN 4MG TAB              ",11.15,"2/5/2019"
"41239410","WARFARIN 1MG TAB              ",17.78,"2/5/2019"
"41239420","WARFARIN 2.5MG TAB            ",19.56,"2/5/2019"
"41239430","WARFARIN 2MG TAB              ",19.56,"2/5/2019"
"41239440","WARFARIN 5MG TAB              ",36.03,"2/5/2019"
"41239450","WARFARIN 7.5MG TAB            ",15.26,"2/5/2019"
"41239590","ZINC OXIDE OINT 30GM          ",79.68,"2/5/2019"
"41239670","ZINC SULFATE 220MG CAP        ",20.14,"2/5/2019"
"41239710","PROPAFENONE 150MG TAB         ",22.05,"2/5/2019"
"41239721","DILTIAZEM HCL CD 300MG CAP    ",55.53,"2/5/2019"
"41239760","BLISTEX OINTMENT 6GM          ",13.50,"2/5/2019"
"41239770","GUAIFENESIN DM TAB            ",14.11,"2/5/2019"
"41239830","MAGIC MOUTHWASH               ",39.93,"2/5/2019"
"41239870","NABUMETONE 500MG TAB          ",3.70,"2/5/2019"
"41239880","SERTRALINE 50MG TAB           ",15.68,"2/5/2019"
"41240400","KETOROLAC TROMETH 10MG TAB    ",6.33,"2/5/2019"
"41240620","DILTIAZEM 180MG CD CAP        ",36.03,"2/5/2019"
"41240630","DILTIAZEM HCL 240MG CAPSULE SA",50.04,"2/5/2019"
"41240690","NICOTINE 7MG/24HR PATCH       ",76.18,"2/5/2019"
"41240700","NICOTINE 14MG/24HR PATCH      ",90.81,"2/5/2019"
"41240710","NICOTINE 21MG/24HR PATCH      ",98.62,"2/5/2019"
"41240780","COLYTE FLAVORED 4000ML        ",396.77,"2/5/2019"
"41241235","BUMETANIDE 0.25MG/ML 10ML     ",15.83,"2/5/2019"
"41241250","FLUMAZENIL 0.1MG/ML           ",54.43,"2/5/2019"
"41241410","CLOZAPINE 25MG TAB            ",25.05,"2/5/2019"
"41241420","CLOZAPINE 100MG TAB           ",79.97,"2/5/2019"
"41241610","KETOCONAZOLE 2% SHAMPOO 120ML ",336.06,"2/5/2019"
"41241700","NYSTATIN CREAM 15GM           ",87.67,"2/5/2019"
"41241850","DOCUSATE SODIUM 250MG CAPSULE ",1.41,"2/5/2019"
"41241970","PERCOCET 5/325 TABLET         ",32.87,"2/5/2019"
"41242270","PRAVASTATIN 20MG TAB          ",32.83,"2/5/2019"
"41242810","POLYTRIM GTTS 10ML            ",433.96,"2/5/2019"
"41242840","PHENYLEPHRINE .125% DROPS 15ML",36.24,"2/5/2019"
"41242860","MISOPROSTOL 100MCG TAB        ",15.68,"2/5/2019"
"41243200","LEVOTHYROXINE .088MG TAB      ",18.80,"2/5/2019"
"41243210","LEVOTHYROXINE .112MG TAB      ",23.48,"2/5/2019"
"41243650","CLARITHROMYCIN 250MG TAB      ",2.58,"2/5/2019"
"41243710","SODIUM CHLORIDE .9% 20ML      ",115.17,"2/5/2019"
"41243800","DESMOPRESSIN ACETATE 4MCG/ML  ",458.04,"2/5/2019"
"41243970","LOTRISONE CREAM 45GM          ",818.45,"2/5/2019"
"41244090","MORPHINE 1MG/ML 10ML P.F.     ",120.53,"2/5/2019"
"41244460","ATENOLOL 25MG TAB             ",15.68,"2/5/2019"
"41244590","STRONG IODINE SOLUTION 15ML   ",45.50,"2/5/2019"
"41244660","HEPARIN SODIUM 1000U/ML 30ML  ",90.81,"2/5/2019"
"41244668","LIDOCAINE HCL 2% JELLY 5ML    ",123.67,"2/5/2019"
"41244670","HEPARIN SODIUM 20000U/ML 1ML  ",127.32,"2/5/2019"
"41244690","PROTAMINE SULFATE 10MG/ML 5ML ",229.09,"2/5/2019"
"41245000","ANBESOL 7.5GM GEL             ",27.78,"2/5/2019"
"41245510","SENNA 6.5% LIQUID 75ML        ",25.56,"2/5/2019"
"41246900","AMLODIPINE 5MG TAB            ",25.83,"2/5/2019"
"41246980","MORPHINE SA 15MG TAB          ",36.59,"2/5/2019"
"41247020","DILTIAZEM CD 120MG CAP        ",28.17,"2/5/2019"
"41247650","MESALAMINE 400MG TAB          ",19.23,"2/5/2019"
"41247750","OCUVITE TAB                   ",1.00,"2/5/2019"
"41247940","DICLOFENAC 0.1% 2.5ML OPTH SOL",403.88,"2/5/2019"
"41248050","SUMATRIPTAN 6MG 0.5ML INJ     ",801.32,"2/5/2019"
"41248110","PAROXETINE 20MG TAB           ",45.40,"2/5/2019"
"41248220","EMLA CREAM 5GM                ",143.65,"2/5/2019"
"41248230","FINASTERIDE 5MG TAB           ",43.99,"2/5/2019"
"41248370","ENOXAPARIN 40MG/0.4ML INJ     ",443.72,"2/5/2019"
"41248400","SOTALOL 80MG TAB              ",23.48,"2/5/2019"
"41248420","LORATADINE 10MG TAB           ",12.13,"2/5/2019"
"41248486","POTASSIUM CITRATE 1080MG TAB  ",10.92,"2/5/2019"
"41248488","RISPERIDONE 2MG TAB           ",82.72,"2/5/2019"
"41248530","SEPTRA 5ML ORAL SUSP          ",19.56,"2/5/2019"
"41248560","NEPHROCAPS                    ",12.20,"2/5/2019"
"41248570","EPIPEN 0.3MG INJ              ",694.82,"2/5/2019"
"41248640","ZOLPIDEM TARTRATE 5MG TAB     ",33.63,"2/5/2019"
"41248760","CYANOCOBALAMIN 500MCG TAB     ",8.79,"2/5/2019"
"41248790","DRONABINOL 2.5MG CAP          ",53.32,"2/5/2019"
"41248930","LIDOCAINE W/ EPI 1% 30ML      ",98.79,"2/5/2019"
"41248950","MEDROXYPROGESTERONE 150MG INJ ",846.72,"2/5/2019"
"41249440","CALCIUM GLUCONATE 10% 50ML    ",42.61,"2/5/2019"
"41249498","TERBINAFINE 1% CREAM 30GM     ",662.61,"2/5/2019"
"41249890","HYDROXYZINE HCL 25MG TAB      ",22.05,"2/5/2019"
"41249998","TRIPLE ANTIBIOTIC OINT 30GM   ",43.27,"2/5/2019"
"41250080","METRONIDAZOLE 0.75% 70GM VAG  ",680.83,"2/5/2019"
"41250190","PROPARACAINE HCL 0.5% 15ML    ",366.99,"2/5/2019"
"41250420","SURBEX TAB                    ",13.52,"2/5/2019"
"41250470","LABETALOL 5MG/ML 4ML INJ      ",40.97,"2/5/2019"
"41250491","VALPROIC ACID 250MG/5ML       ",26.30,"2/5/2019"
"41250540","LISINOPRIL 40MG TAB           ",21.91,"2/5/2019"
"41255565","VENLAFAXINE 37.5MG TAB        ",26.14,"2/5/2019"
"41256570","TORSEMIDE 20MG TAB            ",14.92,"2/5/2019"
"41260002","PANCRELIPASE 4200U CAP        ",2.79,"2/5/2019"
"41262111","LIDOCAINE 4% PATCH            ",3.56,"2/5/2019"
"41263521","RISPERIDONE 0.5MG TAB         ",30.60,"2/5/2019"
"41263637","PROMETHAZINE-DM SYRUP 5ML     ",163.98,"2/5/2019"
"41264689","AMLODIPINE 10MG TAB           ",36.03,"2/5/2019"
"41266448","ROCURONIUM BROM 10MG/ML 5ML   ",420.25,"2/5/2019"
"41269999","ZOSYN 2/.25 GM                ",543.08,"2/5/2019"
"41270000","ZOSYN 3/.375 GM               ",543.08,"2/5/2019"
"41270001","ZOSYN 4/.5 GM                 ",335.19,"2/5/2019"
"41278789","BUSPIRONE 5MG TAB             ",17.09,"2/5/2019"
"41279005","SODIUM CHLORIDE 0.9% 10ML PF  ",5.98,"2/5/2019"
"41279014","ACETAMINOPHN SUSP 650MG/20.3ML",1.59,"2/5/2019"
"41279042","CYCLOSPORINE MICR 100MG CAP   ",30.70,"2/5/2019"
"41279056","LIDOCAINE HCL 1% 1ML INJ      ",17.24,"2/5/2019"
"41279057","LIDOCAINE HCL 2% 1ML INJ      ",14.21,"2/5/2019"
"41279065","OLANZAPINE 10MG ZYDIS TAB     ",209.77,"2/5/2019"
"41279076","OXCARBAZEPINE 300MG/5ML 5ML   ",29.83,"2/5/2019"
"41279122","KETOTIFEN 0.025% 5ML          ",805.73,"2/5/2019"
"41279125","ENOXAPARIN 120MG/0.8ML        ",1079.93,"2/5/2019"
"41279126","ENOXAPARIN 150MG/ML           ",1414.85,"2/5/2019"
"41279159","HYDROMORPHONE 10MG/ML 1ML INJ ",19.08,"2/5/2019"
"41279169","PERCOCET 7.5/325 TABLET       ",10.12,"2/5/2019"
"41279170","PERCOCET 10/325 TABLET        ",6.39,"2/5/2019"
"41281001","FONDAPARINUX 2.5MG/0.5ML INJ  ",651.89,"2/5/2019"
"41281014","POTASSIUM CHL 40MEQ/30ML      ",115.16,"2/5/2019"
"41281016","BENZOCAINE 7.5% JEL 0.33OZ    ",51.93,"2/5/2019"
"41281045","FERROUS SULFATE 50ML LIQ      ",34.83,"2/5/2019"
"41281065","AUGMENTIN 600MG/5ML 75ML      ",669.08,"2/5/2019"
"41281069","ERTAPENEM 1GM INJ             ",602.86,"2/5/2019"
"41281109","AUGMENTIN ES 600MG/5ML 5ML    ",58.32,"2/5/2019"
"41281121","TACROLIMUS 0.5MG CAP          ",27.78,"2/5/2019"
"41281158","MORPHINE 1MG/ML 2ML INJ       ",179.70,"2/5/2019"
"41281202","ZIPRASIDONE 20MG INJ          ",442.41,"2/5/2019"
"41281242","EZETIMIBE 10MG TAB            ",48.55,"2/5/2019"
"41281248","ARIPIPRAZOLE 15MG TAB         ",114.51,"2/5/2019"
"41281277","MAGNESIUM 20GM WATER 40MG/ML  ",38.16,"2/5/2019"
"41281311","SUBOXONE 2MG TAB              ",32.74,"2/5/2019"
"41281330","GUAIFENESIN SYR 200MG/10ML 10M",1.41,"2/5/2019"
"41281344","FERROUS GLUCONATE 324MG TAB   ",16.94,"2/5/2019"
"41281358","METAXALONE 800MG TAB          ",34.85,"2/5/2019"
"41281416","RISPERIDONE 0.5MG DIS TAB     ",50.15,"2/5/2019"
"41281450","FLUCONAZOLE 40MG/ML 35ML SUSP ",1490.40,"2/5/2019"
"41281455","HYDROCODONE APAP 7.5/325MG TAB",23.48,"2/5/2019"
"41281456","CEFDINIR 125MG/5ML 5ML        ",61.10,"2/5/2019"
"41281457","CEFTRIAXONE 2GM/100ML INJ     ",1616.54,"2/5/2019"
"41281458","LABETALOL 5MG/ML 2ML INJ      ",104.05,"2/5/2019"
"41281459","MAGNESIUM SUL 40MEQ/10ML INJ  ",133.03,"2/5/2019"
"41281481","ARIPIPRAZOLE 5MG TAB          ",171.38,"2/5/2019"
"41281482","COLACE BOMB                   ",67.35,"2/5/2019"
"41281499","MONTELUKAST 4MG ORAL GRANULES ",38.99,"2/5/2019"
"41281563","AMIODARONE 50MG/ML 9ML        ",28.58,"2/5/2019"
"41281578","LACTOBACILLUS X/S TAB         ",9.24,"2/5/2019"
"41281580","MEMANTINE 5MG TAB             ",29.88,"2/5/2019"
"41281632","OLANZAPINE 10MG INJ           ",347.47,"2/5/2019"
"41281643","CINACALCET 30MG TAB           ",120.90,"2/5/2019"
"41281698","AMPICILLIN 2GM 100ML PB       ",99.43,"2/5/2019"
"41281713","DULOXETINE 30MG CAP           ",56.34,"2/5/2019"
"41281726","DULOXETINE 20MG CAP           ",42.02,"2/5/2019"
"41281728","ZONISAMIDE 25MG CAP           ",8.12,"2/5/2019"
"41281762","LEVETIRACETAM 100MG/ML 5ML SOL",35.70,"2/5/2019"
"41281770","LANTUS INSULIN 1 UNIT         ",2.00,"2/5/2019"
"41281771","INSULIN LISPRO 1 UNIT         ",0.11,"2/5/2019"
"41281779","FENOFIBRATE 48MG TAB          ",16.41,"2/5/2019"
"41281780","FENOFIBRATE 145MG TAB         ",48.36,"2/5/2019"
"41281796","OXYTOCIN 20U LR 1000ML        ",37.84,"2/5/2019"
"41281827","INSULIN ASPART 1 UNIT         ",2.00,"2/5/2019"
"41281828","INSULIN NOVOLOG 70/30 1 UNIT  ",0.11,"2/5/2019"
"41281832","INSULIN HUMALOG 75/25 1 UNIT  ",2.00,"2/5/2019"
"41281854","OXYTOCIN 20U D5W LR 1000ML    ",39.41,"2/5/2019"
"41281860","CENTRUM LIQUID 15ML           ",8.79,"2/5/2019"
"41281865","MINERAL OIL LIGHT 25ML        ",11.84,"2/5/2019"
"41281938","BUPRENORPHINE 2MG TAB         ",43.28,"2/5/2019"
"41281947","FONDAPARINUX 7.5MG/0.6ML INJ  ",1138.16,"2/5/2019"
"41281972","FENTANYL 12MCG/HR PATCH       ",154.25,"2/5/2019"
"41281975","PREGABALIN 75MG CAP           ",19.03,"2/5/2019"
"41281976","PREGABALIN 25MG CAP           ",25.25,"2/5/2019"
"41281984","SILDENAFIL 20MG TAB           ",156.81,"2/5/2019"
"41281986","PREGABALIN 50MG CAP           ",25.07,"2/5/2019"
"41281988","FONDAPARINUX 5MG/0.4ML INJ    ",1384.11,"2/5/2019"
"41282031","ADACEL VACCINE                ",73.46,"2/5/2019"
"41282035","SOD TETRADECYL SUL 30MG/ML 2ML",190.30,"2/5/2019"
"41282038","PREGABALIN 100MG CAP          ",25.07,"2/5/2019"
"41282080","MESALAMINE 1000MG SUPP        ",133.14,"2/5/2019"
"41282081","RANOLAZINE 500MG TAB          ",43.36,"2/5/2019"
"41282094","CLOBETASOL 0.05% 50ML SOLN    ",296.14,"2/5/2019"
"41282112","LANTHANUM CARBONATE 1000MG TAB",59.57,"2/5/2019"
"41282121","VARENICLINE 0.5MG TAB         ",24.35,"2/5/2019"
"41282132","VARENICLINE 1MG TAB           ",24.39,"2/5/2019"
"41282153","INSULIN DETEMIR 1 UNIT        ",2.00,"2/5/2019"
"41282168","LEVETIRACETAM 500MG/5ML INJ   ",461.39,"2/5/2019"
"41282170","SITAGLIPTIN PHOS 100MG TAB    ",61.46,"2/5/2019"
"41282187","ATRIPLA TAB                   ",198.94,"2/5/2019"
"41282188","VITAMIN D-3 1000U TAB         ",4.23,"2/5/2019"
"41282189","SITAGLIPTIN 25MG TAB          ",64.53,"2/5/2019"
"41282272","QUETIAPINE XR 200MG TAB       ",76.42,"2/5/2019"
"41282273","QUETIAPINE XR 300MG TAB       ",100.20,"2/5/2019"
"41282276","RIVASTIGMINE 4.6MG/24HR PATCH ",67.48,"2/5/2019"
"41282277","RIVASTIGMINE 9.5MG/24HR PATCH ",67.48,"2/5/2019"
"41282361","SEVELAMER CARB 800MG TAB      ",19.50,"2/5/2019"
"41282364","NICARDIPINE 20MG 200ML INJ    ",694.30,"2/5/2019"
"41282432","QUETIAPINE XR 50MG TAB        ",38.67,"2/5/2019"
"41282436","QUETIAPINE XR 150MG TAB       ",69.44,"2/5/2019"
"41282445","BOOSTRIX VACCINE              ",255.88,"2/5/2019"
"41282446","OSELTAMIVIR 30MG CAP          ",72.76,"2/5/2019"
"41282470","PANTOPRAZOLE 40MG GRANULES    ",48.24,"2/5/2019"
"41282472","DRONEDARONE 400MG TAB         ",34.34,"2/5/2019"
"41282479","MILNACIPRAN 25MG TAB          ",17.95,"2/5/2019"
"41282482","PRASUGREL 10MG TAB            ",51.71,"2/5/2019"
"41282514","LACOSAMIDE 10MG/ML 20ML       ",361.81,"2/5/2019"
"41282529","MORPHINE .4MG/ML ORAL SYRG    ",3.43,"2/5/2019"
"41282548","QUETIAPINE XR 400MG TAB       ",117.77,"2/5/2019"
"41282553","LEVOTHYROXINE 100MCG INJ      ",446.10,"2/5/2019"
"41282555","NICARDIPINE 25MG 250ML        ",694.30,"2/5/2019"
"41282616","RIFAXIMIN 550MG TAB           ",186.98,"2/5/2019"
"41282630","PHENYLEPHRINE 10MG TAB        ",4.92,"2/5/2019"
"41282696","LACOSAMIDE 100MG TAB          ",68.93,"2/5/2019"
"41282730","SIMETHICONE 5ML DROPS         ",9.19,"2/5/2019"
"41282797","CEFTAROLINE 600MG INJ         ",430.48,"2/5/2019"
"41282805","BENZOCAINE 20% 0.5ML SPRAY    ",4.94,"2/5/2019"
"41282815","LURASIDONE 40MG TAB           ",117.34,"2/5/2019"
"41282862","NOREPINEPHRINE 8MG DRIP       ",88.54,"2/5/2019"
"41282868","AMIODARONE 360MG/200ML PB     ",303.44,"2/5/2019"
"41282880","RIVAROXABAN 10MG TAB          ",61.33,"2/5/2019"
"41282892","PHENOBARBITAL 16.2MG TAB      ",4.39,"2/5/2019"
"41282896","ROFLUMILAST 500MCG TAB        ",54.83,"2/5/2019"
"41282907","TICAGRELOR 90MG TAB           ",30.00,"2/5/2019"
"41282918","DAKINS SOL 1/2 480ML          ",70.23,"2/5/2019"
"41282953","OSELTAMIVIR 6MG/ML 1ML        ",13.28,"2/5/2019"
"41282970","CALCIUM GLUC 4.65MEQ/10ML INJ ",16.62,"2/5/2019"
"41282976","RIVAROXABAN 15MG TAB          ",61.81,"2/5/2019"
"41283069","NOREPINEPHRINE 16MG/250ML     ",88.54,"2/5/2019"
"41283142","DERMOPLAST 2.75 OZ            ",33.66,"2/5/2019"
"41283177","INSULIN NPH HUM REC 3ML INJ   ",2.00,"2/5/2019"
"41283195","OSELTAMIVIR 45MG CAP          ",72.76,"2/5/2019"
"41283230","APIXABAN 2.5MG TAB            ",31.34,"2/5/2019"
"41283269","APIXABAN 5MG TAB              ",31.34,"2/5/2019"
"41283306","HYDROMORPHONE 0.5MG/0.5ML .5ML",14.85,"2/5/2019"
"41283309","TRIAMCINOLONE 0.5% OINT 15GM  ",15.64,"2/5/2019"
"41283337","HYDROCODONE APAP 7.5/325 15ML ",17.56,"2/5/2019"
"41283414","Q-TAPP DM 5ML ELIXIR          ",4.39,"2/5/2019"
"41283426","NICARDIPINE 1MG/10ML INJ      ",22.48,"2/5/2019"
"41285060","FLUOXETINE 20MG/5ML 5ML       ",113.66,"2/5/2019"
"41290643","INSULIN HUMULIN 70/30 3ML INJ ",2.00,"2/5/2019"
"41294865","EDAVARONE 30MG/100ML 100ML    ",1357.50,"2/5/2019"
"41295866","MECHLORETHAMINE 10MG INJ      ",774.27,"2/5/2019"
"41296215","RABIES IMM GLOB 300U/ML 5ML   ",7712.93,"2/5/2019"
"41296585","TRASTUZUMAB 150MG INJ         ",3672.40,"2/5/2019"
"41297012","POLYETHYLENE GLYCOL 17GM      ",100.16,"2/5/2019"
"41297037","FERRIC GLUCONATE COMP 62.5MG  ",298.36,"2/5/2019"
"41297039","MUPIROCIN 2% OINT 22GM        ",96.28,"2/5/2019"
"41297057","LEVETIRACETAM 500MG TAB       ",39.14,"2/5/2019"
"41297078","BISMUTH SUBSAL 30ML SUSP      ",44.72,"2/5/2019"
"41297146","PHENYLEPHRINE 1:20;000 10ML   ",12.50,"2/5/2019"
"41297150","METFORMIN XR 500MG TAB        ",17.78,"2/5/2019"
"41297155","GLIPIZIDE XL 2.5MG TAB        ",12.86,"2/5/2019"
"41297156","ZIPRASIDONE 20MG CAP          ",47.68,"2/5/2019"
"41297160","DEPO-MEDROL 40MG/ML 1ML       ",133.03,"2/5/2019"
"41297162","ZIPRASIDONE 40MG CAP          ",62.60,"2/5/2019"
"41297163","ZIPRASIDONE 60MG CAP          ",242.23,"2/5/2019"
"41297180","IRON SUCROSE 20MG/ML 5ML      ",928.77,"2/5/2019"
"41297187","AZITHROMYCIN 200MG/5ML 5ML    ",99.11,"2/5/2019"
"41297188","METOPROLOL XL 25MG TAB        ",14.89,"2/5/2019"
"41297201","MIRTAZAPINE DISOLVING TAB 15MG",46.19,"2/5/2019"
"41297204","PANTOPRAZOLE 40MG INJ         ",373.29,"2/5/2019"
"41297210","LOSARTAN 100MG TAB            ",21.69,"2/5/2019"
"41297218","DEXMEDETOMIDINE 100MCG/ML 2ML ",739.17,"2/5/2019"
"41297233","LANOLIN 7GM OINT              ",9.05,"2/5/2019"
"41297285","BACTRIM SUSP 20ML             ",22.05,"2/5/2019"
"41297286","HYDROGEN PEROXIDE 3% SOL 120ML",74.35,"2/5/2019"
"41297292","PLAN B PACK                   ",230.34,"2/5/2019"
"41297312","ESMOLOL PREMIX 10MG/ML 250ML  ",1200.19,"2/5/2019"
"41297357","IVERMECTIN 3MG TAB            ",29.52,"2/5/2019"
"41297368","CHLORHEXIDINE GLUC 0.12% 15ML ",9.36,"2/5/2019"
"41297378","HYDROCORTISONE CREAM 0.5% 30GM",30.45,"2/5/2019"
"41297385","METOCLOPRAMIDE 10MG/10ML UD LQ",19.56,"2/5/2019"
"41297412","CITALOPRAM 10MG TAB           ",39.10,"2/5/2019"
"41297454","LORATADINE 5MG/5ML SYRUP      ",9.36,"2/5/2019"
"41297484","AQUAPHOR 50GM OINT            ",50.98,"2/5/2019"
"41297490","HYDROCODONE APAP 5/325MG      ",22.68,"2/5/2019"
"41297509","BUTTOCKS OINTMENT             ",172.76,"2/5/2019"
"41297525","PANTOPRAZOLE 40MG TAB         ",65.46,"2/5/2019"
"41297635","DURVALUMAB 50MG/ML 10ML       ",8762.28,"2/5/2019"
"41297662","METHYLENE BLUE 0.5% 10ML      ",397.63,"2/5/2019"
"41297684","ZONISAMIDE 100MG CAP          ",3.00,"2/5/2019"
"41297747","LEVOFLOXACIN 750MG/150ML      ",745.29,"2/5/2019"
"41297754","GLUCOSE GEL 37.5GM            ",2.50,"2/5/2019"
"41297755","DILTIAZEM 125MG/25ML INJ      ",561.08,"2/5/2019"
"41297795","MODAFINIL 100MG CAP           ",69.79,"2/5/2019"
"41297816","CEFDINIR 300MG CAP            ",86.09,"2/5/2019"
"41297817","CEFDINIR 125MG/5ML 60ML       ",688.27,"2/5/2019"
"41297828","COLESEVELAM 625MG TAB         ",17.78,"2/5/2019"
"41297852","INFLIXIMAB-DYYB 100MG INJ     ",1165.75,"2/5/2019"
"41297956","OLARATUMAB 10MG/ML 50ML       ",6254.00,"2/5/2019"
"41298067","GOLIMUMAB IV 50MG/4ML 4ML     ",8661.63,"2/5/2019"
"41298073","OBINUTUZUMAB 100MG INJ        ",15315.49,"2/5/2019"
"41298147","RAMUCIRUMAB 100MG/10ML 10     ",2840.14,"2/5/2019"
"41298199","FLU VACCINE QUAD 3YR-ADULT    ",88.69,"2/5/2019"
"41298212","EPOETIN ALFA 100UN ESRD       ",53.08,"2/5/2019"
"41298223","PYRANTEL PAM 144MG/ML OR 1ML  ",0.65,"2/5/2019"
"41298302","IVIG (OCTAGAM) 10GM INJ       ",1709.39,"2/5/2019"
"41298308","VEDOLIZUMAB 300MG INJ         ",31443.66,"2/5/2019"
"41298324","COAL TAR SHAMPOO 1% 177ML     ",14.86,"2/5/2019"
"41298346","EPOPROSTENOL 1.5MG INJ        ",293.49,"2/5/2019"
"41298386","PHENAZOPYRIDINE 95MG TAB      ",3.43,"2/5/2019"
"41298403","NIVOLUMAB 40MG/4ML 4ML        ",6258.71,"2/5/2019"
"41298406","BELATACEPT 250MG INJ          ",2338.47,"2/5/2019"
"41298440","PEMBROLIZUMAB 25MG/ML 4ML     ",28161.62,"2/5/2019"
"41298513","DARATUMUMAB 400MG/20ML 20ML   ",1192.50,"2/5/2019"
"41298515","IRINOTECAN LIPO 43MG/10ML 10ML",4293.00,"2/5/2019"
"41298519","DARATUMUMAB 100MG/5ML 5ML     ",4770.00,"2/5/2019"
"41298656","NALOXEGOL OXALATE 25MG TAB    ",25.47,"2/5/2019"
"41298682","PHYTONADIONE 1MG/ML ORAL 5ML  ",45.05,"2/5/2019"
"41298685","TICAGRELOR 60MG TAB           ",12.85,"2/5/2019"
"41298760","ATEZOLIZUMAB 1200MG/20ML 20ML ",22843.00,"2/5/2019"
"41298803","DERMACELL 4CM X 4CM           ",4558.00,"2/5/2019"
"41298864","LIP168-PROT40-AMYL70K DR CAP  ",11.19,"2/5/2019"
"41298865","LIP10.5-PROT35.5-AMYL61.5KDRCP",6.99,"2/5/2019"
"41298866","SUGAMMADEX 200MG/2ML 2ML      ",221.13,"2/5/2019"
"41298888","BENDAMUSTINE HCL 1MG INJ      ",57.32,"2/5/2019"
"41298893","ELOTUZUMAB 300MG INJ          ",4642.83,"2/5/2019"
"41298894","ELOTUZUMAB 400MG INJ          ",6190.40,"2/5/2019"
"41299036","PACLITAXEL 30MG INJ           ",2296.01,"2/5/2019"
"41299080","EPIFIX SQ CM                  ",799.96,"2/5/2019"
"41299118","IVIG (OCTAGAM) 5GM INJ        ",854.69,"2/5/2019"
"41299184","ADENOSINE 3MG/ML 30ML         ",151.83,"2/5/2019"
"41299185","ADENOSINE 1MG INJ             ",5.07,"2/5/2019"
"41300201","MNT INITIAL EA 15 MN          ",55.35,"2/5/2019"
"41309324","CALORIE COUNT X 3 DAYS        ",127.23,"2/5/2019"
"41310051","NUTRITION ANALYSIS INIT EA 15M",55.35,"2/5/2019"
"41312866","DIET INSTRUCTION              ",152.57,"2/5/2019"
"41397015","MED NUT THRP-RE-ASSESS-15MIN  ",55.35,"2/5/2019"
"41401110","RD3-UE-UP EXTREM INFANT CR    ",320.86,"2/5/2019"
"41402677","RD3-BONE AGE STUDY CR         ",170.24,"2/5/2019"
"41407662","RD3-UE-SHOULDER 2V CR         ",170.24,"2/5/2019"
"41410020","RD3-HE-SINUSES 3V CR          ",213.16,"2/5/2019"
"41410023","RD3-LE-KNEE 1-2V CR           ",170.24,"2/5/2019"
"41410026","RD3-LE-ANKLE 3VIEW BILAT CR   ",340.48,"2/5/2019"
"41413859","MRI UP EXTREM WO CONT         ",1325.18,"2/5/2019"
"41413862","MRI C-SPINE W&WO CONT         ",2029.95,"2/5/2019"
"41415106","MRI UP EXTREM JT WO CONT      ",1325.18,"2/5/2019"
"41416088","RD3-LE-FEMUR 2VIEW BILAT CR   ",340.48,"2/5/2019"
"41417000","US-BREAST COMPLETE            ",237.08,"2/5/2019"
"41417001","US-BREAST LIMITED             ",237.08,"2/5/2019"
