Code,Description,Price,,,
102097,IH Lab Ua Automated wo Micro,$23.00,,,
102098,IH Lab Microscopic Exam,$22.00,,,
102099,Lab Pregnancy Test Urine,$46.00,,,
102100,F2 Gene,$321.00,,,
102101,F5 Gene,$278.00,,,
102102,Mthfr Gene,$152.00,,,
102103,Hla I Typing 1 Antigen Lr,$158.00,,,
102104,Lab Acth Plasma,$244.00,,,
102105,La Albumin Serum,$27.00,,,
102106,Lab Urinemicroalbuminqauntiti,$61.00,,,
102107,IH Lab Urine Album Reagent Str,$42.00,,,
102469,*VFC Mmrv (Proquad),$21.00,,,
102470,Ipv,$56.00,,,
102471,*VFC Ipv,$21.00,,,
102472,Td (Decavac) >7Yr,$39.00,,,
102473,*VFC Td Prsv Free >7Yr,$21.00,,,
102474,Tdap >7yrs,$66.00,,,
102475,*VFC Tdap >11Yr,$21.00,,,
102476,Varivax >12Mo,$139.00,,,
102477,*VFC Varicella >12Mo,$21.00,,,
102478,Pediarix (Dtap/Hep B/Ipv),$119.00,,,
102479,*VFC Pediarix (Dtap/Hep B/Ipv),$21.00,,,
102480,Pneumovax >2 Yr,$129.00,,,
102481,*VFC Pneumovax > 2Yr,$21.00,,,
102482,Menactra (Mening Conj) 9Mo-55Y,$148.00,,,
102483,*VFC Menactra,$21.00,,,
102484,Zostavax,$247.00,,,
102485,Hep B Engerix <18 Yr,$65.00,,,
102486,*VFC Hep B <18 Yr,$21.00,,,
102487,Hep B Vaccine, Adult, Im,$110.00,
102488,Hemodialysis Procedure,$225.00,,,
102489,Dialysis Procedure Other,$224.00,,,
102490,Esrd 20 Yrs Older 4 /> Vis/Mon,$545.00,,,
102491,Esrd Over 20 Yrs 2-3 Visit/Mon,$564.00,,,
102492,Esrd Over 20 Yrs 1 Visit/Mon,$468.00,,,
102493,Esrd Dialysis Procedure Other,$541.00,,,
102494,Esrd < Than Full Mon Serv 20 Y,$19.00,,,
102495,Ear Microscopy Exam,$78.00,,,
102496,Nasopharyngoscopy,$335.00,,,
102497,Positional Nystagmus Test,$65.00,,,
102498,Tympanometry & Reflex Thresh,$64.00,,,
102499,Hearing Screen Test Pure Tone,$32.00,,,
102500,Pure Tone Audiometry, Air,$78.00,,
102501,Audiometry, Air,$98.00,,
102502,Speech Threshold Audiometry,$57.00,,,
102503,Speech Audiometry, Complete,$90.00,,
102504,Comprehensive Hearing Test,$113.00,,,
102505,Evoked Auditory Test Qual,$52.00,,,
102506,Tone Decay Hearing Test,$77.00,,,
102507,Stenger Test, Pure Tone,$39.00,,
102508,Tympanometryimpedance Testing,$48.00,,,
102509,Acoustic Reflex Testing,$37.00,,,
102510,Acoustic Immittance Testing,$91.00,,,
102511,Stenger Test, Speech,$57.00,,
102512,Conditioning Play Audiometry,$179.00,,,
102513,Select Picture Audiometry,$131.00,,,
102514,Prof Audio Evoke Potent Compre,$145.00,,,
102515,Hearing Aid Exam, One Ear,$119.00,,
102516,Hearing Aid Exam, Both Ears,$129.00,,
102517,Hearing Aid Check, One Ear,$40.00,,
102518,Hearing Aid Check, Both Ears,$63.00,,
102519,Electro Hearng Aid Test, One,$45.00,,
102520,Electro Hearng Aid Tst, Both,$49.00,,
102521,Prq Cardiac AnGIoplast 1 Art,"$1,965.00",,,
102522,Prq Cardiac AnGIo Addl Art,"$1,965.00",,,
102523,Prq Card AnGIo/Athrect 1 Art,"$2,716.00",,,
102524,Prq Card AnGIo/Athrect Addl,"$2,716.00",,,
102525,Prq Card Stent W/AnGIo 1 Vsl,"$2,716.00",,,
102526,Prq Card Stnt W/AnGIo 1Vsl(22),"$3,395.00",,,
102527,Prq Card Stent W/AnGIo Addl,"$2,716.00",,,
102528,Prq Card Stent/Ath/AnGIo,"$2,716.00",,,
102529,Prq Card Stent/Ath/AnGIo(22),"$3,395.00",,,
102530,Prq Card Stent/Ath/AnGIo,"$2,716.00",,,
102531,Prq Revasc Byp Graft 1 Vsl,"$2,716.00",,,
102532,Prq Revasc Byp Graft Addl,"$2,716.00",,,
102533,Prq Card Revasc Mi 1 Vsl,"$2,716.00",,,
102534,Prq Card Revasc Mi 1 Vsl(22),"$3,395.00",,,
102535,Prq Card Revasc Chronic 1Vsl,"$2,716.00",,,
102536,Prq Card Revasc Chronic Addl,"$2,716.00",,,
102537,Cardiopulmonary Resuscitation,$541.00,,,
102538,Cardioversion,$456.00,,,
102539,Cardioassist, External,$302.00,,
102540,Percut Coronary Thrombectomy,$468.00,,,
102824,Home Hlth Md Super >=30 Min,$190.00,,,
102825,Hospice Care Superv >=30 Min,$199.00,,,
102826,Nf Care Superv >=30 Min,$158.00,,,
102827,Wc Visit 0-1 Yr New,$165.00,,,
102828,Wc Visit Age 1-4 Yr New,$174.00,,,
102829,Wc Visit Age 5-11 Yr New,$175.00,,,
102830,Wc Visit Age 12-17 Yr New,$190.00,,,
102831,Prev Medicine 18-39 Yr New,$216.00,,,
102832,Prev Medicine 40-64 Yr New,$241.00,,,
102833,Prev Medicine 65+ Yr New,$246.00,,,
102834,Wc Visit 0-1 Yr Est,$132.00,,,
102835,Wc Visit Age 1-4 Yr Est,$148.00,,,
102836,Wc Visit Age 5-11 Yr Est,$148.00,,,
102837,Wc Visit Age 12-17 Yr Est,$161.00,,,
102838,Prev Medicine 18-39 Yr Est,$182.00,,,
102839,Prev Medicine 40-64 Yr Est,$197.00,,,
102840,Prev Medicine 65+ Yr Est,$207.00,,,
102841,Prev Med Counsel Approx 15 Min,$64.00,,,
102842,Prev Med Counsel Approx 30 Min,$123.00,,,
102843,Smoking Tob Use Cous 4 To 10Mn,$28.00,,,
102844,Smoking Tobacco Counsel > 10Mn,$43.00,,,
102845,work Related Evalwork Comp,$421.00,,,
102846,Disability Exam By Other Phy,$595.00,,,
102847,Hosp Newborn Admit,$179.00,,,
102848,Hosp Newborn Subsequent Care,$94.00,,,
102849,Hosp Nb Admitdischrg Same Day,$204.00,,,
102850,Delivery Attendance,$427.00,,,
102851,Hosp Newborn Resuscitation,$652.00,,,
102852,"Neonate Crit Care, Initial","$2,989.00",,,
102853,Init Day Hosp Neonate Care,"$1,325.00",,,
102854,Ic Lbw Inf 1500-2500 G Subsq,$662.00,,,
102855,Ic Inf Pbw 2501-5000 G Subsq,$712.00,,,
102856,Chron Care mgmt Srvc 20 Min,$124.00,,,
102857,Tcm Moderate Complexity,$275.00,,,
102858,Tcm High Complexity,$398.00,,,
102859,Flight Physicial W/Ekg & Urine,$117.00,,,
102860,Flight Physicial W/Urine Test,$88.00,,,
102861,Bilat Prp Inj,$381.00,,,
102862,Prp Inj,$191.00,,,
102863,Trluml Perip Athrc Iliac Art,"$1,101.00",,,
102864,Diaphragm For Contracep Use,$67.00,,,
102865,Sacral Nerve Stim Test Lead Ea,$530.00,,,
102866,Elastic Sleeve, Any Type,$72.00,,
102867,Prp SurGIcal Kit Per Knee,$170.00,,,
101880,Removal Of Thyroid,"$3,212.00",,,
101881,Removal Of Thyroid;Malig,"$4,138.00",,,
101882,Remove Thyroid Duct Les,"$1,804.00",,,
101883,Removal Of Thymus Gland,"$4,012.00",,,
101884,Endocrine Surgery Procedure,$934.00,,,
101885,Lumbar Puncture,$331.00,,,
101886,Spinal Puncture Lumbar Diagnos,$331.00,,,
101887,Implant Spinal Canal Cath,"$1,776.00",,,
101888,Impl Or Replacement Of Device,"$1,633.00",,,
101889,N Block Inj, Trigeminal,$318.00,,
101890,Inj Of Greater Occipital Nerv,$309.00,,,
101891,Bilat Inj Anesth Agent Ilioing,$810.00,,,
101892,Inject Anesth Agent Ilioing,$405.00,,,
101893,N Block Inj, Pudendal,$374.00,,
101894,N Block Inj, Paracervical,$329.00,,
101895,N Block, Other Peripheral,$242.00,,
101896,Bilat Inj DiGItal Nerve,$299.00,,,
102258,Lab Factor V Serum,$224.00,,,
102259,Lab Factor Vii Activity,$276.00,,,
102260,Lab Factor Viii Serum,$151.00,,,
102261,Blood Clot Factor Viii Ricto,$188.00,,,
102262,Blood Clot Factor Viii Antigen,$188.00,,,
102263,Blood Clot Factor Ix Test,$160.00,,,
102264,Lab Antithrombin Iii Clot Inh,$126.00,,,
102265,Lab Protein C Antigen Clotting,$56.00,,,
102266,Lab SurGIcal Pathology,$160.00,,,
102267,Lab Protein S Total Clot Inh,$60.00,,,
102268,Lab Protein S Clot Inhibitors,$122.00,,,
102269,Lab SurGIcal Pathology,$162.00,,,
102270,Lab D Dimer Latex Serum,$80.00,,,
102271,Lab Coag Plasminogen Exept,$175.00,,,
102272,IH Lab Prothrombin Time,$26.00,,,
102273,Lab Russ Viper Venom Time Dilu,$79.00,,,
102274,IH Lab Esr,$24.00,,,
102275,Lab Esr Automated,$27.00,,,
102276,Lab Sickling Of Rbc Reduction,$46.00,,,
102277,Lab Thrombin Time Plasma,$52.00,,,
102278,Lab Thromboplastin Inhibition,$176.00,,,
102279,Lab Ptt Partial Thromboplastin,$53.00,,,
102280,Lab Ptt Lupus Anticoagulant,$40.00,,,
102281,Allergen Profile (3) (602284),$40.00,,,
102282,Allergen Profile Pediatr 0-3Yr,$40.00,,,
102283,Allergen Profile, Food-Basic,$40.00,,
102284,Lab Allergen Prof, Basic Food,$40.00,,
102285,Lab Allergen Profile, Nuts (7),$40.00,,
102286,Lab Allergens(29) (676155),$40.00,,,
102287,Lab Allergens, Zone 10 (676601,$40.00,,
102288,Lab Allergens, Zone 2 (676528),$40.00,,
102289,Lab Allergy Profile Each Aller,$40.00,,,
102290,Lab Mold Panel (062448),$40.00,,,
102291,Lab Rast Test Mia Allergens,$56.00,,,
102292,Lab Ana,$81.00,,,
102293,Antinuclear Antibodies (Ana),$61.00,,,
102294,Lab Aso Antistreptolysin O Ant,$60.00,,,
102295,Lab C Reactive Protein,$48.00,,,
102296,Lab C Reactive Prot High Sens,$59.00,,,
102297,Thrombotic Risk Profle,$127.00,,,
102298,Lab Anticardiolipin Antibodies,$96.00,,,
102299,Thrombotic Risk Profile,$96.00,,,
102300,Lab Antiphosphatidylserin Anti,$98.00,,,
102301,Lab Complement C3C4 Serum,$75.00,,,
102302,Lab Cyclic Citrullinated Pep,$92.00,,,
102303,Lab Antidna Double Stranded,$82.00,,,
102304,Lab Extractable Nuclear Anti,$82.00,,,
102305,Lab Antismooth Muscle Antibod,$69.00,,,
102306,Lab Fluorescent Noninfectious,$94.00,,,
102307,Lab Carbohydrate Antigen,$165.00,,,
102308,Lab Ca125,$138.00,,,
102309,IH Lab Monospot,$32.00,,,
102310,IH Lab Hpylori Rapid In Office,$46.00,,,
102311,Lab Immunofixation Electroph,$69.00,,,
102312,Lab Thyroid Paroxidasetpo Anti,$105.00,,,
102313,Lab Ra Factor Quantitative,$46.00,,,
102314,Tb Ppd Intradermal,$29.00,,,
102315,Lab Syphilis Test Qualitive,$40.00,,,
102316,Adenovirus Antibody,$56.00,,,
102317,Lab Bacterial Antibody Serum,$82.00,,,
102318,Lab Lymes Disease Western Blot,$96.00,,,
102319,Lab Lymes Disease,$80.00,,,
102320,Lab Antibody Chlamydia,$191.00,,,
102321,Q Fever Antibody,$48.00,,,
102322,Lab cmv Cytomegalovirus Anti,$84.00,,,
102323,Lab cmv Antibodiesigm Quant,$90.00,,,
102324,Antibody Entrovirus Coxsackie,$69.00,,,
102325,Lab Epstein Barr Virus Prof A,$62.00,,,
102326,Lab Epstein Barr Virus Prof B,$63.00,,,
102327,Lab Epstein Barr,$64.00,,,
102713,Omt 1-2 ReGIons,$58.00,,,
102714,Omt 3-4 ReGIons,$80.00,,,
102715,Omt 5-6 ReGIons,$100.00,,,
102716,Omt 7-8 ReGIons,$101.00,,,
102717,Em On Emergency Basis,$57.00,,,
102718,Esrd 1 Visit Per Month 20 Yrs,$108.00,,,
102719,3D-4D Us Image Only - Self Pay,$103.00,,,
102720,Bunion Splint,$18.00,,,
102721,DiGItal Cap,$6.00,,,
102722,Felt Corn Protector,$1.00,,,
102723,Flu Shot Health Fair,$26.00,,,
102724,Formula 3,$37.00,,,
102725,Fungal Free Nails,$41.00,,,
102726,Heel Cup,$16.00,,,
102727,Heel Lift,$16.00,,,
102728,Metatarsal Pad,$10.00,,,
102729,Retail Ear Plugs,$8.00,,,
102730,Soft Polymer Cord Pad,$2.00,,,
102731,Toe Crest Pad,$9.00,,,
102732,Toe Spacer,$8.00,,,
102733,Toe Trainer,$10.00,,,
102734,Medical Testimony,$515.00,,,
102735,Records-1St Req (Patient Pay),$26.00,,,
102736,Records-2Nd Req(Patient Pay),$26.00,,,
102737,Spec Rep Ins Form  Per 15 Min,$26.00,,,
102738,Visual Acuity Screening,$29.00,,,
102739,Physician Attendance Of Hbo,$378.00,,,
102740,New Ov Brief,$81.00,,,
102741,Consult Office/Op Brief (Mcr),$129.00,,,
102742,New Ov Limited,$125.00,,,
102743,Consult Office/Op Limit (Mcr),$200.00,,,
102744,New Ov Intermediate,$182.00,,,
102745,Consult Office/Op Interm (Mcr),$269.00,,,
102746,New Ov Comprehensive,$268.00,,,
102747,Consult Office/Op Comp (Mcr),$368.00,,,
102748,New Ov Extended,$337.00,,,
102749,Consult Office/Op High (Mcr),$460.00,,,
102750,Est Ov Brief,$45.00,,,
102751,Est Ov Limited,$75.00,,,
102752,Consult Office/Op Brief (Mcr),$129.00,,,
102967,Heparin Sodium 10,000 Units,$1.00,,
102968,Hydrocortisone Up To 100mg,$11.00,,,
102969,Solu-Cortef 100mg,$11.00,,,
102970,Toradol 15mg,$13.00,,,
102971,Toradol 30mg,$13.00,,,
102972,Toradol 60mg,$13.00,,,
102973,Furosemide 10mg,$8.00,,,
102974,Furosemide 20mg,$8.00,,,
102975,Furosemide 40mg,$8.00,,,
102976,Lincocin 300mg,$20.00,,,
101809,Laparoscopy, Salpingostomy,"$2,653.00",,
101810,Laparo Proc, Oviduct-Ovary,"$1,318.00",,
101811,Removal Of Fallopian Tube,"$2,161.00",,,
101812,Salpingo-Oophor Coml/Part,"$2,408.00",,,
101813,Adhesiolysis Tube Ovary,"$2,393.00",,,
101814,Salpingostomy,"$3,022.00",,,
101815,Drainage Of Ovarian Cyst(S),"$1,027.00",,,
101816,Drainage Of Ovarian Cyst(S),"$1,416.00",,,
101817,Drain Ovary Abscess, Open,"$1,283.00",,
101818,Drain Ovary Abscess, Percut,"$2,647.00",,
101819,Transposition, Ovary(S),"$2,255.00",,
101820,Bx Of Ovary(S),"$1,668.00",,,
101821,Partial Removal Of Ovary(S),"$2,512.00",,,
101822,Removal Of Ovarian Cyst(S),"$2,371.00",,,
101823,Removal Of Ovary(S)Malignancy,"$1,854.00",,,
101824,Removal Of Ovary(S),"$3,991.00",,,
101825,Resect Ovarian Malignancy,"$3,871.00",,,
102328,Lab Ehrlichia Antibody Serum,$65.00,,,
102329,Lab Antibdy Francisella Tular,$39.00,,,
102330,Fungus Antibody,$101.00,,,
102331,Lab Helicobacter Pylori,$64.00,,,
102332,Lab Herpes Simplx Type III Srm,$78.00,,,
102333,Lab Herpes Simplx Type I,$80.00,,,
102334,Lab Hsv Type Ii Antibodies Igg,$88.00,,,
102335,Lab Antibody Histoplasma,$129.00,,,
102336,Lab Hiv Human Immunodif Virus,$62.00,,,
102337,Lab Antibody Hiv 2,$69.00,,,
102338,Lab Antibody Hiv 1  Hiv 2 Sngl,$72.00,,,
102339,Lab Hepatitis B Core Anti Tot,$69.00,,,
102340,Lab Hepatitis B Igm Antibody,$87.00,,,
102341,Lab Hepatits B Surface Anti,$65.00,,,
102342,Lab Hepatitis Be Antibody,$75.00,,,
102343,Lab Hepatitis A Antibody Igm,$63.00,,,
102344,Lab Mumps Antibodies Igg Serum,$97.00,,,
102345,Lab Antibody Mycoplasma,$81.00,,,
102346,Lab Parvovirus Anti Igg Igm,$84.00,,,
102347,Lab Antibody Rickettsia,$80.00,,,
102348,Lab Rubella Anti Igg Serum,$47.00,,,
102349,Lab Rubeola Anti Igm Serum,$101.00,,,
102350,Treponema Pallidum,$76.00,,,
102351,Varicellazoster Antibody Igm,$73.00,,,
102352,West Nile Virus Ab, Igm,$63.00,,
102353,Lab Antibody West Nile Virus,$64.00,,,
102354,Thyroid Antithyroglobulin Anti,$70.00,,,
102355,Lab Hepatits C Antibody,$78.00,,,
102356,Lab Anti Screenrbcserum Tec,$76.00,,,
102357,Lab Blood Typing,$28.00,,,
102358,Lab Blood Typing Rho Phenotype,$36.00,,,
102359,Lab Concentration Infect Agent,$39.00,,,
102360,Lab Blood Culture Routine,$45.00,,,
102361,Lab Stool Culture Salmonella,$57.00,,,
102362,Lab Stool Culture Add Pathogen,$38.00,,,
102363,Lab Culture Any Source,$52.00,,,
102364,Lab Culture Bact Anaerobic,$52.00,,,
102365,Beta Strep Grp A Culture,$31.00,,,
102366,Lab Urine Culture Ea Isolate,$47.00,,,
102367,Lab Urine Culture W Colony Cnt,$41.00,,,
102368,Lab Culture Fungal Skin Hair N,$50.00,,,
102369,Fungus Isolation Culture,$46.00,,,
102370,Lab Chlamydia Culture,$75.00,,,
102371,Lab Culture Acidfast Bacilli,$190.00,,,
102372,Culture Type Immunofluoresc,$52.00,,,
102373,Culture Type, Nucleic Acid,$101.00,,
102374,IH Lab Macro Exam Parasite,$30.00,,,
102375,Lab Ova  Parasites,$64.00,,,
102376,Lab Sensitivity Study Per Path,$54.00,,,
102377,Gram Stain,$32.00,,,
102378,Lab Smear Acid Fast Stain Bact,$40.00,,,
102379,Lab Smear Pri Srce Winterpcomp,$78.00,,,
102380,Lab Wet Mount,$25.00,,,
102381,IH Lab Koh Slide Tissue Exam,$26.00,,,
102382,Lab Virus Culture Isolate,$125.00,,,
102383,Lab Herpes Smplx Virus Cx  Typ,$88.00,,,
102384,Lab Hsv Culture And Typing,$166.00,,,
102385,Pertussis Ag, If,$112.00,,
102386,Lab Cdiff Toxin A Stool Specmn,$78.00,,,
102387,Lab GIardia Stool Sample,$59.00,,,
102388,Lab Infect Antigen DetectnGIar,$63.00,,,
102389,Lab Helicobacter Pylori Stool,$181.00,,,
102390,Lab Hepatitis B Hbsag,$70.00,,,
102391,Lab Hepatitis Be Antigen Serum,$97.00,,,
102392,Hiv-1 Ag W/Hiv-1 & Hiv-2 Ab,$37.00,,,
102393,Lab Rotavirus Stool Specimen,$84.00,,,
102394,Lab Shigalike Toxin,$95.00,,,
102395,Candida, Dna, Amp Probe,$104.00,
102396,Lab Chlamydia Direct Probe,$85.00,,,
102680,Prof Nrv Cndj Tst 5-6 Studies,$236.00,,,
102681,Prof Nrv Cndj Test 7-8 Studies,$432.00,,,
102682,Prof Nrv Cndj Test 9-10 Studie,$559.00,,,
102683,Prof Nrv Cndj Test 11-12 Study,$617.00,,,
102684,Prof Nrv Cndj Test 13/> Studie,$662.00,,,
102685,Visual Evoked Potential Test,$174.00,,,
102686,Neuromuscular Junction Test,$141.00,,,
102687,Eeg Monitor Cerebral Seizure,$665.00,,,
102688,Prof Eeg Monit Cerebral Seizur,$247.00,,,
102689,Eeg Monitoring/Computer,$347.00,,,
102690,Eeg Monitoring, Cable/Radio,"$2,771.00",,
102691,Electrode Stimulation, Brain,$697.00,,
102692,Analyze Neurostim, No Prog,$110.00,,
102693,Analyze Neurostim, Simpl,$112.00,,
102694,Analyze Neurostim, Complex,$245.00,,
102695,Cranial Neurostim, Complex,$451.00,,
102696,Canalith Repositioning Proc,$97.00,,,
102697,Hydration Iv Infusion, Init,$127.00,,
102698,Hydrate Iv Infusion, Add-On,$55.00,,
102699,Ther/Proph/Diag Iv Inf, Init,$144.00,,
102700,Ther/Proph/Diag Iv Inf Addon,$64.00,,,
102701,Administration Therapeutic Inj,$47.00,,,
102702,Intravenous Push  Initial Subs,$144.00,,,
102703,Chemo, Anti-Neopl, Sq/Im,$218.00,
102704,Chemo Admin Hormon Antineoplas,$114.00,,,
102705,Hotcold Packs Physical Medicn,$28.00,,,
102706,Ultrasound Each 15 Minutes,$38.00,,,
102707,Manual Therapy,$52.00,,,
102708,Slct Debride<20 Sqcm,$105.00,,,
102709,Slct Debride Ea Addtl 20 Sqcm,$110.00,,,
102710,Debride Nonselective wo Ane,$65.00,,,
102711,Neg Press wound Therapytop,$72.00,,,
102712,Neg Press wound Ther, > 50 cm,$92.00,,
103045,Knee Immobilizer,$134.00,,,
103046,Knee Brace W Jnt RiGId Prefab,$896.00,,,
103047,Knee Orthosis Adj Jnt Rigd Sup,"$1,396.00",,,
103048,Ankle Support Elastic,$124.00,,,
103049,Afo Mxiligus Ank Prfab W/Fit&A,$177.00,,,
103050,Afo W/ Ankle Jnt, Prefab,$734.00,,
103051,Lower Extremity Orthoses Nos,$29.00,,,
103052,Foot Plastic Heel Stabilizer,$48.00,,,
103053,SurGIcal Boot/Shoe,$30.00,,,
103054,Plastazote Sandal,$29.00,,,
103055,Shoulder Immobilizer,$102.00,,,
101953,Tympanostomy Local; Uni,$440.00,,,
101954,Bilat Tympanostomy Gen Anes,"$1,207.00",,,
101955,Tympanostomy Gen Anesthesia,$604.00,,,
101956,Remove Ear Les,$447.00,,,
101957,Tympanic Membrane Repair,$851.00,,,
101958,Bilat Repair Eardrum Structure,"$6,705.00",,,
101959,Repair Eardrum Structures,"$3,353.00",,,
101960,Bilat Implant Temp Bone W/Stim,"$6,637.00",,,
101961,Implant Temple Bone W/Stimul,"$3,319.00",,,
101962,Prof Rhc Xray Chest Pa,$37.00,,,
101963,Tech Rhc Xray Chest Pa,$0.00,,,
101964,Xray Chest Pa,$0.00,,,
101965,Tech Rhc Xray Chest Pa/Lat 2VW,$60.00,,,
101966,Prof Rhc Xray Chest Pa/Lat 2VW,$45.00,,,
101967,Xray Chest Pa/Lat 2 Views,$105.00,,,
102397,Lab Chlamydia Trachomatis Ampl,$85.00,,,
102398,Cytomeg, Dna, Amp Probe,$188.00,
102399,Cytomeg, Dna, Quant,$459.00,
102400,Enterovirus, Dna, Amp Probe,$124.00,
102401,Lab Hepatitis B By Dna Quant,$411.00,,,
102402,Lab Infect Agent Hepatitis C,$403.00,,,
102403,Lab Hepatitis C Quantitative,$484.00,,,
102404,Lab Hsv Naa (188056),$213.00,,,
102405,Lab Hiv Amplified Probe Tech,$304.00,,,
102406,Lab Infect Agent Det Dnarnapro,$119.00,,,
102407,Hpv High-Risk Types,$174.00,,,
102408,Strep B, Dna, Amp Probe,$163.00,
102409,Trichomonas VaGInalis Amplif,$164.00,,,
102410,Lab Unspecified Viral Cx Each,$185.00,,,
102411,Lab Infect Detect Agent By Dna,$176.00,,,
102412,IH Lab Influenza Test Rapid,$58.00,,,
102413,IH Lab Rapid Rsv,$53.00,,,
102414,IH Lab Rapid Strep,$50.00,,,
102415,Lab Hep C Inf Agent Genotype,$982.00,,,
102416,Cytopathology Selective Cell,$264.00,,,
102417,Lab Pap Smear Liq Based Prep,$72.00,,,
102418,Cytopath Smear, Other Source,$112.00,,
102419,Lab Pap Exam,$35.00,,,
102420,Cytopath C/V Auto Fluid Redo,$79.00,,,
102421,Lab SurGIcal Pathology,$249.00,,,
102422,Lab Leukocyte Count Wbc Stool,$28.00,,,
102423,Lab Semen Analysis,$57.00,,,
102424,IH Semen Analysis,$46.00,,,
102425,Im Admin 1St/Only Component,$41.00,,,
102426,Im Admin Each Addl Component,$31.00,,,
102427,Immunization Admin,$31.00,,,
102428,Immunization Admin, Each Add,$31.00,,
102429,Immune Admin Oral/Nasal 1 Vacc,$31.00,,,
102430,Bexero (Menb) 10-25Yrs,$247.00,,,
102431,*VFC Bexero (Menb) 10-25Yrs,$21.00,,,
102432,*VFC Trumenba (Age 10-25 Yrs),$21.00,,,
102433,Hep A Havrix Adult,$101.00,,,
102434,*VFC Hep A Adult,$21.00,,,
102435,Hep A Havrix Peds/Adol,$63.00,,,
102436,*VFC Hep A Peds/Adol,$21.00,,,
102437,Hib Pedvaxhib 2Mo-71Mo,$53.00,,,
102438,*VFC Hib Pedvaxhib 6Wk-59Mo,$21.00,,,
102439,Hib Acthib 6Wk-59M,$48.00,,,
102440,*VFC Hib Acthib 6Wk-59Mo,$21.00,,,
102441,Gardasil (Age 9Yr-26Yr),$208.00,,,
102442,*VFC Gardasil 9Yr-26Yr,$21.00,,,
102443,Gardasil 9 (9 Valent),$361.00,,,
102444,*VFC Gardasil 9 (9 Valent),$21.00,,,
102445,Fluzone High Dose Prsv Free,$57.00,,,
102446,Prevnar 13,$227.00,,,
102447,*VFC Prevnar 13 6Wk-59Mo,$21.00,,,
102448,Flumist Quadrivalent Vac,$31.00,,,
102449,*VFC Flumist Quadrivalent Vac,$21.00,,,
102450,Rotateq (3 Dose),$109.00,,,
102451,*VFC Rotateq (3 Dose),$21.00,,,
102452,Rotarix (2 Dose),$172.00,,,
102453,*VFC Rotarix (2 Dose),$21.00,,,
102454,Fluzone Quad 6-35Mo Pres Free,$46.00,,,
102455,*VFC Fluzon Quad 6-35 Mo Pres,$21.00,,,
102456,Fluzone Quad 3+Yrs Pres Free,$36.00,,,
102457,*VFC Fluzone Quad 3+Yrs Pres F,$21.00,,,
102458,Typhoid Vi,$87.00,,,
102459,Kinrix (Dtap/Ipv) 4Yr-6Yr,$81.00,,,
102460,*VFC Kinrix (Dtap/Ipv) 4Yr-6Yr,$21.00,,,
102461,Pentacel (Dtap/Hib/Ipv)6Wk-4Yr,$122.00,,,
102462,*VFC Pentacel (Dtap/Hib/Ipv)6W,$21.00,,,
102463,Dtap Daptacel 6Wk-6Yr,$57.00,,,
102464,*VFC Dtap,$21.00,,,
102465,*VFC Dt Peds 6Wk-7Yr,$21.00,,,
102466,Mmr >12M,$87.00,,,
102467,*VFC Mmr >12M,$21.00,,,
102468,Proquad (Mmrv) 12Mo-12Yr,$206.00,,,
102753,Est Ov Intermediate,$106.00,,,
102754,Consult Office/Op Limit (Mcr),$200.00,,,
102755,Est Ov Comprehensive,$161.00,,,
102756,Consult Office/Op Interm (Mcr),$269.00,,,
102757,Est Ov Extended,$227.00,,,
102758,Consult Office/Op Comp (MCR),$368.00,,,
102759,Consult Office/Op High (MCR),$460.00,,,
102760,Obv Dischrg Day Management,$136.00,,,
102761,Obv Care Detailed,$143.00,,,
102762,Obv Care Comprehensive,$213.00,,,
102763,Obv Care Extensive,$296.00,,,
102764,Hosp Initial Care Minimal,$198.00,,,
102765,Hosp Initial Care Multiple,$265.00,,,
102766,Hosp Initial Care Extensive,$355.00,,,
102767,Obv Subsequent Focused,$68.00,,,
102768,Obv Subsequent Epf,$126.00,,,
102769,Obv Subsequent Detailed,$179.00,,,
102770,Hosp Subsequent Care Minimal,$92.00,,,
102771,Hosp Subsequent Care Multiple,$138.00,,,
102772,Hosp Subsequent Care Extensive,$208.00,,,
102773,Obvip Same Day Admitdischrglow,$274.00,,,
102774,Obvip Same Day Admitdischrgmod,$373.00,,,
102775,Obvip Same Day Admitdischrghig,$479.00,,,
102776,Hosp Disc <30Min,$153.00,,,
102777,Hosp Dischrg  30 Minutes,$219.00,,,
102778,Consult Office/Op Brief,$129.00,,,
102779,Consult Office/Op Limited,$200.00,,,
102780,Consult Office/Op Intermed,$269.00,,,
102781,Consult Office/Op Comp,$368.00,,,
102782,Consult Office/Op High,$460.00,,,
102783,Consult Ip Hosp Level 1,$155.00,,,
102784,Consult Ip Hosp Level 2,$204.00,,,
102785,Consult Ip Hosp Level 3,$259.00,,,
102786,Consult Ip Hosp Level 4,$344.00,,,
102787,Consult Ip Hosp Level 5,$451.00,,,
102788,Er Visit Minor Prob,$93.00,,,
102789,Er Visit Low Severity,$164.00,,,
102790,Er Visit Moderate Severity,$252.00,,,
102791,Er Visit High Severity,$409.00,,,
102792,Er Visit High Severity/Threat,$636.00,,,
102793,Critical Care Em 30-74 Minutes,$514.00,,,
102794,Critical Care Em-Add'L 15Min,$267.00,,,
102795,Nf Initial Level 1,$171.00,,,
102796,Nf Initial Level 2,$240.00,,,
102797,Nf Initial Level 3,$303.00,,,
